ortho,phon,lemme,Lexique383 cgram,Lexique383 freqlemfilms2,Lexique383 freqfilms2,Lexique383 islem,Lexique383 nblettres,Lexique383 puorth,Lexique383 puphon,Lexique383 nbsyll,Lexique383 cgramortho,Megalex-auditory rt.m,Megalex-auditory rt.sd,Megalex-auditory rt.n,Megalex-auditory zrt.m,Megalex-auditory zrt.sd,Megalex-auditory zrt.n,Megalex-auditory acy,Megalex-auditory acy.n,Megalex-auditory nbphon,Megalex-auditory puPhon,Megalex-auditory pld20,Megalex-auditory accd,Megalex-auditory fb,Megalex-auditory ff,Megalex-auditory ft,node,freqlemfilms2,freqlemlivres,freqfilms2,freqlivres,all,replace,delins
mérite,meRit,mérite,NOM,8.49,6.85,1,6,6,5,2,"NOM,VER",980.3531,84.14174,46,-0.6081313924,0.5698119,46,1.0,46,5,5,1.65,614,25.40000019,46.77,72.17,86154,8.49,18.99,6.85,11.62,30,6,24
mérite,meRit,mériter,VER,97.06,39.92,0,6,6,5,2,"NOM,VER",980.3531,84.14174,46,-0.6081313924,0.5698119,46,1.0,46,5,5,1.65,614,25.40000019,46.77,72.17,86155,97.06,54.53,39.92,13.78,30,6,24
mériter,meRite,mériter,VER,97.06,6.73,1,7,7,6,3,VER,1116.7393,193.0601,41,0.2352910253,0.8200666,41,1.0,41,6,6,1.7,664,6.42000008,6.73,13.15,86157,97.06,54.53,6.73,6.42,33,17,16
méritons,meRit§,mériter,VER,97.06,1.16,0,8,0,0,3,VER,1196.124,143.96827,38,0.8931167324,0.7692202,38,0.8571429,49,6,6,2.85,730,0.20000001,1.16,1.36,86174,97.06,54.53,1.16,0.2,22,15,7
merlan,mERl@,merlan,NOM,1.81,1.76,1,6,5,5,2,NOM,1031.756,180.19362,43,-0.2497904109,0.9785726,43,0.9565217,46,5,5,1.75,473,3.44999999,1.76,5.21,81740,1.81,3.78,1.76,3.45,10,6,4
merle,mERl,merle,NOM,2.24,1.8,1,5,5,4,1,NOM,1019.8573,149.5083,45,-0.4215919403,0.8162789,45,0.9782609,46,4,4,1.45,518,2.63999997,1.8,4.44,81742,2.24,4.19,1.8,2.64,32,17,15
mess,mEs,mess,NOM,1.74,1.74,1,4,4,3,1,NOM,987.5732,159.1859,40,-0.3708835739,0.9959702,40,0.9090909,44,3,3,1.0,571,2.57000003,1.74,4.31,81782,1.74,2.57,1.74,2.57,90,76,14
message,mesaZ,message,NOM,117.11,99.7,1,7,7,5,2,NOM,1071.0927,188.50542,50,-0.0788453036,0.6876024,50,1.0,50,5,5,1.8,813,31.1500002,99.7,130.85,81783,117.11,42.57,99.7,31.15,10,8,2
messager,mesaZe,messager,NOM,10.87,9.6,1,8,8,6,3,NOM,1140.1588,177.64958,35,0.5072823273,1.1550295,35,0.7608696,46,6,6,2.15,660,3.37999999,9.6,12.98,81784,10.87,6.28,9.6,3.38,11,9,2
mesura,m°zyRa,mesurer,VER,19.65,0.01,0,6,0,0,3,VER,970.5435,158.05509,47,-0.6412093257,0.7891796,47,1.0,48,6,6,3.6,583,1.75999999,0.01,1.77,81811,19.65,47.3,0.01,1.76,23,17,6
mesurais,m°zyRE,mesurer,VER,19.65,0.35,0,8,0,0,3,VER,1035.747,193.5415,49,-0.18469139,1.0139576,49,1.0,49,6,6,3.55,642,1.82000001,0.35,2.17,81816,19.65,47.3,0.35,1.82,21,15,6
mesurant,m°zyR@,mesurer,VER,19.65,0.42,0,8,0,0,3,VER,981.5033,171.4539,46,-0.6186609975,0.8335615,46,1.0,46,6,6,3.65,592,2.22999998,0.42,2.65,81818,19.65,47.3,0.42,2.23,23,18,5
mesure,m°zyR,mesure,NOM,32.15,21.02,1,6,6,5,2,"NOM,VER",1068.9512,126.94864,37,0.0416018425,0.8558498,37,0.8666667,45,5,5,2.8,658,122.43000029,26.92,149.35,81820,32.15,132.84,21.02,112.16,21,2,19
mesure,m°zyR,mesurer,VER,19.65,5.9,0,6,6,5,2,"NOM,VER",1068.9512,126.94864,37,0.0416018425,0.8558498,37,0.8666667,45,5,5,2.8,658,122.43000029,26.92,149.35,81821,19.65,47.3,5.9,10.27,21,2,19
mesurer,m°zyRe,mesurer,VER,19.65,6.63,1,7,7,6,3,VER,958.3891,141.09686,46,-0.8272767855,0.7306927,46,1.0,48,6,6,3.35,577,16.35000003,6.63,22.98,81823,19.65,47.3,6.63,16.35,15,9,6
métal,metal,métal,NOM,14.36,12.16,1,5,5,5,2,NOM,1021.9441,115.68028,45,-0.1784342963,0.6259815,45,0.9387755,49,5,5,1.55,690,41.81999971,12.16,53.98,86232,14.36,44.73,12.16,41.82,28,17,11
métaux,meto,métal,NOM,14.36,2.19,0,6,0,0,2,NOM,1005.2228,151.1529,42,-0.4060249406,0.7802223,42,0.9545455,44,4,2,1.45,510,2.91000002,2.19,5.1,86294,14.36,44.73,2.19,2.91,20,15,5
météo,meteo,météo,NOM,8.9,8.9,1,5,5,5,3,NOM,1015.8843,190.20429,48,-0.5300546119,0.7050782,48,1.0,48,5,5,1.95,578,1.69,8.9,10.59,86369,8.9,1.69,8.9,1.69,3,2,1
métier,metje,métier,NOM,55.03,53.22,1,6,5,4,2,NOM,940.204,199.44487,49,-0.9088654572,0.9267081,49,0.9803922,51,5,4,1.75,463,75.54000037,53.22,128.76,86327,55.03,84.53,53.22,75.54,22,16,6
métis,metis,métis,ADJ,0.56,0.34,1,5,5,5,2,"ADJ,NOM",1126.3749,159.938,47,0.4378150126,0.7880201,47,0.9795918,49,5,5,1.85,704,3.37999999,2.25,5.63,86330,0.56,0.95,0.34,0.41,9,5,4
métis,metis,métis,ADJ,0.56,0.34,1,5,5,5,2,"ADJ,NOM",1126.3749,159.938,47,0.4378150126,0.7880201,47,0.9795918,49,5,5,1.85,704,3.37999999,2.25,5.63,86331,2.12,3.18,1.91,2.97,9,5,4
métis,metis,métis,NOM,2.12,1.91,1,5,5,5,2,"ADJ,NOM",1126.3749,159.938,47,0.4378150126,0.7880201,47,0.9795918,49,5,5,1.85,704,3.37999999,2.25,5.63,86330,0.56,0.95,0.34,0.41,9,5,4
métis,metis,métis,NOM,2.12,1.91,1,5,5,5,2,"ADJ,NOM",1126.3749,159.938,47,0.4378150126,0.7880201,47,0.9795918,49,5,5,1.85,704,3.37999999,2.25,5.63,86331,2.12,3.18,1.91,2.97,9,5,4
métisser,metise,métisser,VER,0.4,0.0,1,8,7,6,3,VER,1041.1025,168.28832,45,-0.1996151821,0.7130122,45,0.9791667,48,6,6,1.95,641,0.07000001,0.0,0.07,86336,0.4,0.34,0.0,0.07,6,0,6
métro,metRo,métro,NOM,18.17,17.66,1,5,5,5,2,NOM,1005.2285,177.20011,49,-0.4302415361,0.9648834,49,1.0,49,5,2,1.9,542,40.00000031,17.66,57.66,86354,18.17,41.35,17.66,40.0,7,6,1
mettaient,mEtE,mettre,VER,1004.83,1.81,0,9,0,0,2,VER,1072.3795,200.08238,45,-0.0452210386,0.9264438,45,0.9574468,47,4,4,1.9,514,19.3900002,1.81,21.2,81853,1004.83,1083.72,1.81,19.39,52,40,12
mettant,mEt@,mettre,VER,1004.83,5.61,0,7,0,0,2,VER,1077.8435,243.48999,39,-0.0030265634,1.0759703,39,0.8695652,46,4,4,1.8,431,20.41000013,5.61,26.02,81856,1004.83,1083.72,5.61,20.41,37,32,5
mette,mEt,mettre,VER,1004.83,16.36,0,5,0,0,1,VER,1053.5732,180.56177,38,0.0014483779,1.0968232,38,0.8125,48,3,3,1.0,453,12.97000012,16.36,29.33,81857,1004.83,1083.72,16.36,12.97,164,127,37
mettez,mEte,mettre,VER,1004.83,85.44,0,6,0,0,2,VER,1025.0427,184.16837,44,-0.1807528076,1.1144037,44,0.8627451,51,4,4,1.7,473,9.86000012,85.44,95.3,81863,1004.83,1083.72,85.44,9.86,65,58,7
mettiez,mEtje,mettre,VER,1004.83,2.17,0,7,0,0,2,VER,928.3378,155.59351,45,-0.9728163795,0.7845783,45,0.9782609,46,5,5,1.9,494,0.74000001,2.17,2.91,81864,1004.83,1083.72,2.17,0.74,12,10,2
mettions,mEtj§,mettre,VER,1004.83,0.27,0,8,0,0,2,VER,984.8217,94.36119,44,-0.4890901026,0.4649534,44,0.9361702,47,5,5,3.0,407,2.15999998,0.27,2.43,81865,1004.83,1083.72,0.27,2.16,9,8,1
mettons,mEt§,mettre,VER,1004.83,15.8,0,7,0,0,2,VER,1020.3456,128.38484,39,-0.3312432907,0.7222768,39,0.952381,42,4,2,2.5,477,9.32000006,15.8,25.12,81866,1004.83,1083.72,15.8,9.32,44,35,9
mettra,mEtRa,mettre,VER,1004.83,15.12,0,6,0,0,2,VER,1010.9197,182.93489,44,-0.4666514019,0.9374407,44,0.9565217,46,5,5,1.85,457,7.50000008,15.12,22.62,81867,1004.83,1083.72,15.12,7.5,25,15,10
mettrai,mEtRE,mettre,VER,1004.83,12.42,0,7,0,0,2,VER,1033.5094,191.34252,36,-0.2537022755,0.9028137,36,0.8372093,43,5,5,1.85,480,4.59000003,12.42,17.01,81868,1004.83,1083.72,12.42,4.59,32,12,20
mettrais,mEtRE,mettre,VER,1004.83,5.11,0,8,0,0,2,VER,1138.2054,219.76601,40,0.3498143046,0.8501215,40,0.8695652,46,5,5,1.85,489,2.91000002,5.11,8.02,81870,1004.83,1083.72,5.11,2.91,32,12,20
mettrons,mEtR§,mettre,VER,1004.83,2.0,0,8,0,0,2,VER,1125.3365,193.70986,36,0.3817391534,1.2450691,36,0.787234,47,5,2,2.85,505,0.80999998,2.0,2.81,81877,1004.83,1083.72,2.0,0.81,25,13,12
meuble,m9bl,meuble,ADJ,0.24,0.23,1,6,6,4,1,"ADJ,NOM,VER",969.9918,109.82404,49,-0.6406374056,0.63705,49,1.0,49,4,4,1.85,580,15.26999989,2.71,17.98,81885,0.24,3.11,0.23,2.97,21,0,21
meuble,m9bl,meuble,ADJ,0.24,0.23,1,6,6,4,1,"ADJ,NOM,VER",969.9918,109.82404,49,-0.6406374056,0.63705,49,1.0,49,4,4,1.85,580,15.26999989,2.71,17.98,81886,19.48,53.99,2.46,11.76,21,0,21
meuble,m9bl,meuble,NOM,19.48,2.46,1,6,6,4,1,"ADJ,NOM,VER",969.9918,109.82404,49,-0.6406374056,0.63705,49,1.0,49,4,4,1.85,580,15.26999989,2.71,17.98,81885,0.24,3.11,0.23,2.97,21,0,21
meuble,m9bl,meuble,NOM,19.48,2.46,1,6,6,4,1,"ADJ,NOM,VER",969.9918,109.82404,49,-0.6406374056,0.63705,49,1.0,49,4,4,1.85,580,15.26999989,2.71,17.98,81886,19.48,53.99,2.46,11.76,21,0,21
meuble,m9bl,meubler,VER,0.54,0.02,0,6,6,4,1,"ADJ,NOM,VER",969.9918,109.82404,49,-0.6406374056,0.63705,49,1.0,49,4,4,1.85,580,15.26999989,2.71,17.98,81887,0.54,10.61,0.02,0.54,21,0,21
meubler,m9ble,meubler,VER,0.54,0.38,1,7,7,5,2,VER,992.0119,213.14182,48,-0.57329569,0.9795799,48,1.0,48,5,5,1.9,541,3.85000002,0.38,4.23,81889,0.54,10.61,0.38,3.85,13,6,7
meugla,m2gla,meugler,VER,0.28,0.0,0,6,0,0,2,VER,1088.5712,179.17147,32,0.2329904282,0.8776493,32,0.7021277,47,5,5,2.15,521,0.20000001,0.0,0.2,81905,0.28,1.08,0.0,0.2,7,6,1
meuglant,m2gl@,meugler,VER,0.28,0.0,0,8,0,0,2,VER,1115.1907,152.61739,34,0.3888814236,0.8569969,34,0.8333333,42,5,5,2.0,617,0.14,0.0,0.14,81908,0.28,1.08,0.0,0.14,9,8,1
meule,m2l,meuler,VER,0.06,0.02,0,5,5,3,1,"NOM,VER",982.939,175.27777,44,-0.5595342528,0.8731128,44,0.9361702,47,3,3,1.45,488,4.86999998,1.19,6.06,81917,0.06,0.27,0.02,0.14,47,42,5
meule,m2l,meule,NOM,1.39,1.17,1,5,5,3,1,"NOM,VER",982.939,175.27777,44,-0.5595342528,0.8731128,44,0.9361702,47,3,3,1.45,488,4.86999998,1.19,6.06,81916,1.39,8.38,1.17,4.73,47,42,5
meunière,m2njER,meunier,NOM,0.96,0.02,0,8,0,0,2,"ADJ,NOM",1100.6119,141.95856,36,0.4084589927,0.9611792,36,0.8780488,41,6,5,2.2,780,0.21,0.25,0.46,81931,0.44,0.41,0.23,0.14,9,9,0
meunière,m2njER,meunier,NOM,0.96,0.02,0,8,0,0,2,"ADJ,NOM",1100.6119,141.95856,36,0.4084589927,0.9611792,36,0.8780488,41,6,5,2.2,780,0.21,0.25,0.46,81932,0.96,0.95,0.02,0.07,9,9,0
meunière,m2njER,meunier,ADJ,0.44,0.23,0,8,0,0,2,"ADJ,NOM",1100.6119,141.95856,36,0.4084589927,0.9611792,36,0.8780488,41,6,5,2.2,780,0.21,0.25,0.46,81931,0.44,0.41,0.23,0.14,9,9,0
meunière,m2njER,meunier,ADJ,0.44,0.23,0,8,0,0,2,"ADJ,NOM",1100.6119,141.95856,36,0.4084589927,0.9611792,36,0.8780488,41,6,5,2.2,780,0.21,0.25,0.46,81932,0.96,0.95,0.02,0.07,9,9,0
meure,m9R,mourir,VER,916.4,14.97,0,5,0,0,1,VER,989.6677,191.30528,43,-0.4203350147,1.0844166,43,0.86,50,3,3,1.2,502,5.54000003,14.97,20.51,81933,916.4,391.08,14.97,5.54,89,80,9
meurtre,m9RtR,meurtre,NOM,104.45,81.94,1,7,7,5,1,NOM,937.6078,114.61798,46,-0.7737209952,0.7965345,46,0.9787234,47,5,5,1.9,582,12.29999997,81.94,94.24,81940,104.45,15.47,81.94,12.3,11,2,9
meurtri,m9RtRi,meurtrir,VER,0.8,0.34,0,7,7,6,2,"ADJ,VER",1169.6619,176.40901,43,0.7288151666,0.9417495,43,0.9772727,44,6,6,2.7,682,2.83999996,0.57,3.41,81944,0.8,6.35,0.34,1.35,4,0,4
meurtri,m9RtRi,meurtri,ADJ,0.66,0.23,1,7,7,6,2,"ADJ,VER",1169.6619,176.40901,43,0.7288151666,0.9417495,43,0.9772727,44,6,6,2.7,682,2.83999996,0.57,3.41,81943,0.66,5.0,0.23,1.49,4,0,4
meurtrir,m9RtRiR,meurtrir,VER,0.8,0.04,1,8,8,7,2,VER,1222.2694,185.35496,41,1.1270128943,0.900395,41,0.8979592,49,7,7,2.7,787,1.69,0.04,1.73,81953,0.8,6.35,0.04,1.69,12,1,11
meute,m2t,meute,NOM,2.45,2.25,1,5,4,3,1,NOM,914.3613,114.5029,44,-1.0038192513,0.7306262,44,0.9361702,47,3,3,1.6,482,6.54999997,2.25,8.8,81978,2.45,7.36,2.25,6.55,53,46,7
mi,mi,mi,NOM,8.97,8.97,1,2,2,2,1,NOM,928.5088,188.5851,32,-0.7011012524,1.1917248,32,0.7083333,48,2,2,1.0,256,5.61000001,8.97,14.58,81999,8.97,5.61,8.97,5.61,229,157,72
miaou,mjau,miaou,NOM,0.46,0.45,1,5,5,4,2,NOM,1018.2699,142.21235,34,-0.2721901854,0.7517587,34,0.7446809,47,4,4,1.95,450,1.34999999,0.45,1.8,82283,0.46,1.55,0.45,1.35,1,1,0
miaula,mjola,miauler,VER,1.15,0.0,0,6,0,0,2,VER,1039.6314,131.66032,42,-0.0433994358,0.7651118,42,0.9148936,47,5,5,1.9,556,0.54,0.0,0.54,82287,1.15,6.15,0.0,0.54,13,9,4
miaule,mjol,miauler,VER,1.15,0.88,0,6,0,0,1,VER,1049.6265,215.07453,38,-0.1168567742,0.9818496,38,0.8333333,48,4,4,1.8,567,1.15,0.88,2.03,82292,1.15,6.15,0.88,1.15,18,8,10
miauler,mjole,miauler,VER,1.15,0.2,1,7,7,5,2,VER,1005.4238,126.32848,40,-0.3275495146,0.8210729,40,0.952381,42,5,5,1.85,538,1.61999999,0.2,1.82,82296,1.15,6.15,0.2,1.62,17,15,2
miche,miS,miche,NOM,2.2,0.7,1,5,5,3,1,NOM,1013.6566,192.65113,44,-0.4751571579,1.0547447,44,0.9565217,46,3,3,1.0,488,4.59000003,0.7,5.29,82303,2.2,9.8,0.7,4.59,95,83,12
micro,mikRo,micro,NOM,15.03,11.25,1,5,5,5,2,NOM,1014.5365,162.65317,46,-0.2128265539,0.9800357,46,0.9787234,47,5,5,1.8,540,6.81999994,11.25,18.07,82321,15.03,8.31,11.25,6.82,9,4,5
midi,midi,midi,ADJ:num,0.0,0.0,1,4,4,4,2,"ADJ:num,NOM",948.9543,149.61098,48,-0.6883839215,0.9466816,48,0.9795918,49,4,4,1.7,540,68.18000037,35.15,103.33,82385,0.0,0.07,0.0,0.07,21,21,0
midi,midi,midi,ADJ:num,0.0,0.0,1,4,4,4,2,"ADJ:num,NOM",948.9543,149.61098,48,-0.6883839215,0.9466816,48,0.9795918,49,4,4,1.7,540,68.18000037,35.15,103.33,82386,35.19,68.38,35.15,68.11,21,21,0
midi,midi,midi,NOM,35.19,35.15,1,4,4,4,2,"ADJ:num,NOM",948.9543,149.61098,48,-0.6883839215,0.9466816,48,0.9795918,49,4,4,1.7,540,68.18000037,35.15,103.33,82385,0.0,0.07,0.0,0.07,21,21,0
midi,midi,midi,NOM,35.19,35.15,1,4,4,4,2,"ADJ:num,NOM",948.9543,149.61098,48,-0.6883839215,0.9466816,48,0.9795918,49,4,4,1.7,540,68.18000037,35.15,103.33,82386,35.19,68.38,35.15,68.11,21,21,0
miel,mjEl,miel,NOM,17.36,17.34,1,4,4,4,1,"ADJ,NOM",953.7643,149.12674,46,-0.6234396973,0.9478971,46,1.0,46,4,4,1.5,584,16.49000002,18.03,34.52,82393,0.69,1.08,0.69,1.08,24,17,7
miel,mjEl,miel,NOM,17.36,17.34,1,4,4,4,1,"ADJ,NOM",953.7643,149.12674,46,-0.6234396973,0.9478971,46,1.0,46,4,4,1.5,584,16.49000002,18.03,34.52,82394,17.36,15.54,17.34,15.41,24,17,7
miel,mjEl,miel,ADJ,0.69,0.69,1,4,4,4,1,"ADJ,NOM",953.7643,149.12674,46,-0.6234396973,0.9478971,46,1.0,46,4,4,1.5,584,16.49000002,18.03,34.52,82393,0.69,1.08,0.69,1.08,24,17,7
miel,mjEl,miel,ADJ,0.69,0.69,1,4,4,4,1,"ADJ,NOM",953.7643,149.12674,46,-0.6234396973,0.9478971,46,1.0,46,4,4,1.5,584,16.49000002,18.03,34.52,82394,17.36,15.54,17.34,15.41,24,17,7
mielleux,mjEl2,mielleux,ADJ,0.81,0.44,1,8,7,5,2,ADJ,956.2473,122.96601,47,-0.7284795763,0.6567308,47,0.9791667,48,5,5,1.8,526,1.21999998,0.44,1.66,82399,0.81,1.82,0.44,1.22,11,5,6
mien,mj5,mien,ADJ:pos,1.61,1.61,1,4,4,3,1,"ADJ:pos,PRO:pos",987.4206,167.4069,45,-0.6106124387,0.8243286,45,0.9574468,47,3,3,1.55,335,36.81999961,55.67,92.49,82404,1.61,0.74,1.61,0.74,34,30,4
mien,mj5,mien,ADJ:pos,1.61,1.61,1,4,4,3,1,"ADJ:pos,PRO:pos",987.4206,167.4069,45,-0.6106124387,0.8243286,45,0.9574468,47,3,3,1.55,335,36.81999961,55.67,92.49,82405,54.06,36.08,54.06,36.08,34,30,4
mien,mj5,mien,PRO:pos,54.06,54.06,1,4,4,3,1,"ADJ:pos,PRO:pos",987.4206,167.4069,45,-0.6106124387,0.8243286,45,0.9574468,47,3,3,1.55,335,36.81999961,55.67,92.49,82404,1.61,0.74,1.61,0.74,34,30,4
mien,mj5,mien,PRO:pos,54.06,54.06,1,4,4,3,1,"ADJ:pos,PRO:pos",987.4206,167.4069,45,-0.6106124387,0.8243286,45,0.9574468,47,3,3,1.55,335,36.81999961,55.67,92.49,82405,54.06,36.08,54.06,36.08,34,30,4
mienne,mjEn,mienne,ADJ:pos,4.39,4.39,1,6,6,4,1,"ADJ:pos,PRO:pos",1107.3986,151.18075,33,0.3193275267,1.0087942,33,0.6875,48,4,4,1.75,590,42.50000031,54.85,97.35,82406,4.39,1.22,4.39,1.22,31,24,7
mienne,mjEn,mienne,ADJ:pos,4.39,4.39,1,6,6,4,1,"ADJ:pos,PRO:pos",1107.3986,151.18075,33,0.3193275267,1.0087942,33,0.6875,48,4,4,1.75,590,42.50000031,54.85,97.35,82407,50.46,41.28,50.46,41.28,31,24,7
mienne,mjEn,mienne,PRO:pos,50.46,50.46,1,6,6,4,1,"ADJ:pos,PRO:pos",1107.3986,151.18075,33,0.3193275267,1.0087942,33,0.6875,48,4,4,1.75,590,42.50000031,54.85,97.35,82406,4.39,1.22,4.39,1.22,31,24,7
mienne,mjEn,mienne,PRO:pos,50.46,50.46,1,6,6,4,1,"ADJ:pos,PRO:pos",1107.3986,151.18075,33,0.3193275267,1.0087942,33,0.6875,48,4,4,1.75,590,42.50000031,54.85,97.35,82407,50.46,41.28,50.46,41.28,31,24,7
miette,mjEt,miette,NOM,8.68,2.54,1,6,4,4,1,NOM,1048.9057,129.34723,46,-0.0151158024,0.8256169,46,0.9387755,49,4,4,1.6,606,4.11999999,2.54,6.66,82413,8.68,17.16,2.54,4.12,27,20,7
mieux,mj2,mieux,NOM,54.12,54.12,1,5,5,3,1,"ADV,NOM",928.5846,231.20157,43,-0.9617259629,1.1074735,43,0.9772727,44,3,3,1.6,353,437.37000464,705.85,1143.22,82415,651.73,398.38,651.73,398.38,24,20,4
mieux,mj2,mieux,NOM,54.12,54.12,1,5,5,3,1,"ADV,NOM",928.5846,231.20157,43,-0.9617259629,1.1074735,43,0.9772727,44,3,3,1.6,353,437.37000464,705.85,1143.22,82416,54.12,38.99,54.12,38.99,24,20,4
mieux,mj2,mieux,ADV,651.73,651.73,1,5,5,3,1,"ADV,NOM",928.5846,231.20157,43,-0.9617259629,1.1074735,43,0.9772727,44,3,3,1.6,353,437.37000464,705.85,1143.22,82415,651.73,398.38,651.73,398.38,24,20,4
mieux,mj2,mieux,ADV,651.73,651.73,1,5,5,3,1,"ADV,NOM",928.5846,231.20157,43,-0.9617259629,1.1074735,43,0.9772727,44,3,3,1.6,353,437.37000464,705.85,1143.22,82416,54.12,38.99,54.12,38.99,24,20,4
mignon,miN§,mignon,NOM,9.02,4.68,1,6,6,4,2,"ADJ,NOM",960.1588,93.20577,41,-0.5945750517,0.6181399,41,1.0,41,4,3,2.3,539,8.17999997,50.82,59.0,82430,69.71,13.58,46.14,6.49,13,13,0
mignon,miN§,mignon,NOM,9.02,4.68,1,6,6,4,2,"ADJ,NOM",960.1588,93.20577,41,-0.5945750517,0.6181399,41,1.0,41,4,3,2.3,539,8.17999997,50.82,59.0,82431,9.02,7.91,4.68,1.69,13,13,0
mignon,miN§,mignon,ADJ,69.71,46.14,1,6,6,4,2,"ADJ,NOM",960.1588,93.20577,41,-0.5945750517,0.6181399,41,1.0,41,4,3,2.3,539,8.17999997,50.82,59.0,82430,69.71,13.58,46.14,6.49,13,13,0
mignon,miN§,mignon,ADJ,69.71,46.14,1,6,6,4,2,"ADJ,NOM",960.1588,93.20577,41,-0.5945750517,0.6181399,41,1.0,41,4,3,2.3,539,8.17999997,50.82,59.0,82431,9.02,7.91,4.68,1.69,13,13,0
mignonne,miNOn,mignon,NOM,9.02,2.83,0,8,0,0,2,"ADJ,NOM",1014.8344,127.83843,45,-0.2307699322,0.8054706,45,1.0,45,5,5,2.0,689,8.23999997,20.24,28.48,82432,69.71,13.58,17.41,4.73,3,3,0
mignonne,miNOn,mignon,NOM,9.02,2.83,0,8,0,0,2,"ADJ,NOM",1014.8344,127.83843,45,-0.2307699322,0.8054706,45,1.0,45,5,5,2.0,689,8.23999997,20.24,28.48,82433,9.02,7.91,2.83,3.51,3,3,0
mignonne,miNOn,mignon,ADJ,69.71,17.41,0,8,0,0,2,"ADJ,NOM",1014.8344,127.83843,45,-0.2307699322,0.8054706,45,1.0,45,5,5,2.0,689,8.23999997,20.24,28.48,82432,69.71,13.58,17.41,4.73,3,3,0
mignonne,miNOn,mignon,ADJ,69.71,17.41,0,8,0,0,2,"ADJ,NOM",1014.8344,127.83843,45,-0.2307699322,0.8054706,45,1.0,45,5,5,2.0,689,8.23999997,20.24,28.48,82433,9.02,7.91,2.83,3.51,3,3,0
mignons,miN§,mignon,NOM,9.02,1.08,0,7,0,4,2,"ADJ,NOM",932.6548,152.343,45,-0.9573589118,0.8388873,45,0.9787234,47,4,3,2.3,456,2.43,5.86,8.29,82443,69.71,13.58,4.78,1.62,13,13,0
mignons,miN§,mignon,NOM,9.02,1.08,0,7,0,4,2,"ADJ,NOM",932.6548,152.343,45,-0.9573589118,0.8388873,45,0.9787234,47,4,3,2.3,456,2.43,5.86,8.29,82444,9.02,7.91,1.08,0.81,13,13,0
mignons,miN§,mignon,ADJ,69.71,4.78,0,7,0,4,2,"ADJ,NOM",932.6548,152.343,45,-0.9573589118,0.8388873,45,0.9787234,47,4,3,2.3,456,2.43,5.86,8.29,82443,69.71,13.58,4.78,1.62,13,13,0
mignons,miN§,mignon,ADJ,69.71,4.78,0,7,0,4,2,"ADJ,NOM",932.6548,152.343,45,-0.9573589118,0.8388873,45,0.9787234,47,4,3,2.3,456,2.43,5.86,8.29,82444,9.02,7.91,1.08,0.81,13,13,0
migraine,migREn,migraine,NOM,10.32,7.51,1,8,8,6,2,NOM,1087.8372,146.90893,44,0.2349958911,0.8229908,44,0.9777778,45,6,6,2.05,762,4.05000002,7.51,11.56,82448,10.32,6.01,7.51,4.05,3,0,3
milice,milis,milice,NOM,3.77,3.25,1,6,6,5,2,NOM,1087.2975,162.85385,40,0.2643402485,0.8161216,40,0.8163265,49,5,5,1.8,640,2.43,3.25,5.68,82508,3.77,4.39,3.25,2.43,13,12,1
milieu,milj2,milieu,ADV,0.11,0.11,1,6,5,5,2,"ADV,NOM",995.3399,174.19576,46,-0.4028464024,0.8211217,46,0.9583333,48,5,5,1.85,560,246.89000144,68.71,315.6,82514,0.11,0.2,0.11,0.2,5,5,0
milieu,milj2,milieu,ADV,0.11,0.11,1,6,5,5,2,"ADV,NOM",995.3399,174.19576,46,-0.4028464024,0.8211217,46,0.9583333,48,5,5,1.85,560,246.89000144,68.71,315.6,82515,70.27,256.08,68.6,246.69,5,5,0
milieu,milj2,milieu,NOM,70.27,68.6,1,6,5,5,2,"ADV,NOM",995.3399,174.19576,46,-0.4028464024,0.8211217,46,0.9583333,48,5,5,1.85,560,246.89000144,68.71,315.6,82514,0.11,0.2,0.11,0.2,5,5,0
milieu,milj2,milieu,NOM,70.27,68.6,1,6,5,5,2,"ADV,NOM",995.3399,174.19576,46,-0.4028464024,0.8211217,46,0.9583333,48,5,5,1.85,560,246.89000144,68.71,315.6,82515,70.27,256.08,68.6,246.69,5,5,0
militaire,militER,militaire,NOM,13.24,3.5,1,9,9,7,3,"ADJ,NOM",1067.3801,250.69662,47,-0.1584130373,0.9432763,47,1.0,47,7,7,2.25,788,76.22000048,38.59,114.81,82519,43.73,96.22,35.09,69.19,2,0,2
militaire,militER,militaire,NOM,13.24,3.5,1,9,9,7,3,"ADJ,NOM",1067.3801,250.69662,47,-0.1584130373,0.9432763,47,1.0,47,7,7,2.25,788,76.22000048,38.59,114.81,82520,13.24,18.99,3.5,7.03,2,0,2
militaire,militER,militaire,ADJ,43.73,35.09,1,9,9,7,3,"ADJ,NOM",1067.3801,250.69662,47,-0.1584130373,0.9432763,47,1.0,47,7,7,2.25,788,76.22000048,38.59,114.81,82519,43.73,96.22,35.09,69.19,2,0,2
militaire,militER,militaire,ADJ,43.73,35.09,1,9,9,7,3,"ADJ,NOM",1067.3801,250.69662,47,-0.1584130373,0.9432763,47,1.0,47,7,7,2.25,788,76.22000048,38.59,114.81,82520,13.24,18.99,3.5,7.03,2,0,2
