lower,node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc
riding,14817,riding,rYdIG,7,7,0,7,0,0.285714286,0.285714286,0.285714286,-1
riel,14818,riel,riEl,2,1,1,0,2,1,-1,-1,1
rife,14819,rife,rYf,18,16,2,7,11,0.352941176,0.375,0.428571429,0.818181818
rifle,14821,rifle,rYfL,6,3,3,3,3,0.066666667,0.333333333,0.333333333,0
rift,14822,rift,rIft,12,8,4,9,3,0.181818182,0.25,0.305555556,0.333333333
rig,14823,rig,rIg,26,21,5,13,13,0.261538462,0.376190476,0.371794872,0.717948718
right,14825,right,rYt,35,28,7,23,12,0.226890756,0.30952381,0.355731225,0.681818182
rightful,14827,rightful,rYtfL,1,0,1,0,1,-1,-1,-1,-1
rigid,14828,rigid,rIJ|d,1,0,1,1,0,-1,-1,-1,-1
rigor,14832,rigor,rIgX,7,5,2,4,3,0.19047619,0.3,0.5,0.333333333
rile,14833,rile,rYl,26,24,2,16,10,0.338461538,0.329710145,0.541666667,1
rill,14834,rill,rIl,38,30,8,26,12,0.27027027,0.35862069,0.415384615,0.833333333
rim,14835,rim,rIm,26,22,4,15,11,0.264615385,0.346320346,0.295238095,1
rimy,14836,rimy,rYmi,4,3,1,3,1,0.166666667,0.333333333,0.333333333,-1
rind,14837,rind,rYnd,10,8,2,9,1,0.288888889,0.464285714,0.361111111,-1
ring,14838,ring,rIG,23,21,2,11,12,0.316205534,0.376190476,0.436363636,0.848484848
rink,14841,rink,rIGk,19,11,8,15,4,0.315789474,0.654545455,0.495238095,0.333333333
rinse,14842,rinse,rIns,5,4,1,4,1,0.3,0.5,0.5,-1
riot,14843,riot,rYxt,2,1,1,1,1,0,-1,-1,-1
rip,14844,rip,rIp,32,28,4,20,12,0.274193548,0.346560847,0.426315789,0.833333333
ripe,14846,ripe,rYp,20,17,3,10,10,0.315789474,0.360294118,0.333333333,1
ripen,14847,ripen,rYpxn,1,1,0,1,0,-1,-1,-1,-1
riposte,14848,riposte,rIpost,2,2,0,0,2,0,0,-1,0
ripple,14849,ripple,rIpL,7,4,3,4,3,0.19047619,0.333333333,0.5,0.333333333
rise,14851,rise,rYz,21,17,4,10,11,0.276190476,0.352941176,0.288888889,0.818181818
risen,14852,risen,rIzN,8,7,1,6,2,0.25,0.333333333,0.4,1
riser,14853,riser,rYzX,8,7,1,5,3,0.25,0.333333333,0.6,0.333333333
risible,14855,risible,rIzxbL,1,1,0,1,0,-1,-1,-1,-1
rising,14856,rising,rYzIG,3,3,0,3,0,1,1,1,-1
risk,14857,risk,rIsk,9,5,4,5,4,0.111111111,0.1,0.3,0.166666667
risque,14858,risque,rIske,1,0,1,0,1,-1,-1,-1,-1
rival,14862,rival,rYvL,5,3,2,3,2,0.1,0.333333333,0.333333333,0
rive,14864,rive,rYv,24,19,5,13,11,0.253623188,0.333333333,0.320512821,0.818181818
riven,14865,riven,rIvxn,6,3,3,5,1,0.2,0,0.3,-1
river,14866,river,rIvX,4,4,0,3,1,0.166666667,0.166666667,0.333333333,-1
rivet,14867,rivet,rIvxt,7,5,2,5,2,0.238095238,0.3,0.5,0
riving,14868,riving,rYvIG,6,3,3,6,0,0.4,1,0.4,-1
riyal,14870,riyal,riycl,1,0,1,0,1,-1,-1,-1,-1
roach,14871,roach,roC,18,16,2,6,12,0.45751634,0.491666667,0.266666667,1
road,14872,road,rod,29,26,3,17,12,0.302955665,0.32,0.419117647,1
roadability,14873,roadability,rodxbIl|ti,1,1,0,1,0,-1,-1,-1,-1
roam,14875,roam,rom,28,24,4,16,12,0.293650794,0.329710145,0.375,1
roan,14876,roan,ron,35,28,7,23,12,0.278991597,0.346560847,0.395256917,1
roar,14877,roar,ror,31,28,3,19,12,0.402150538,0.425925926,0.707602339,1
roast,14878,roast,rost,12,11,1,11,1,0.409090909,0.490909091,0.490909091,-1
rob,14879,rob,rab,17,16,1,14,3,0.375,0.425,0.527472527,1
robe,14881,robe,rob,18,15,3,6,12,0.45751634,0.552380952,0.266666667,1
robin,14882,robin,rab|n,2,2,0,2,0,0,0,0,-1
robot,14883,robot,robat,1,1,0,0,1,-1,-1,-1,-1
rock,14885,rock,rak,23,20,3,19,4,0.296442688,0.384210526,0.421052632,0.5
rocker,14886,rocker,rakX,4,3,1,2,2,0.166666667,0.333333333,1,0
rocket,14887,rocket,rak|t,5,5,0,5,0,0.6,0.6,0.6,-1
rod,14888,rod,rad,21,18,3,18,3,0.295238095,0.339869281,0.385620915,1
rodeo,14890,rodeo,rodio,1,1,0,1,0,-1,-1,-1,-1
roe,14891,roe,ro,38,17,21,22,16,0.275960171,0.617647059,0.515151515,0.6
rogation,14893,rogation,rogeS|n,1,1,0,1,0,-1,-1,-1,-1
roger,14894,roger,raJX,4,4,0,2,2,0.166666667,0.166666667,1,0
rogue,14895,rogue,rog,18,15,3,6,12,0.45751634,0.552380952,0.266666667,1
roguery,14896,roguery,rogXi,2,2,0,2,0,1,1,1,-1
roguish,14897,roguish,rogIS,1,1,0,1,0,-1,-1,-1,-1
roister,14898,roister,rOstX,2,1,1,2,0,0,-1,0,-1
role,14899,role,rol,34,30,4,21,13,0.303030303,0.35862069,0.495238095,0.846153846
roller,14900,roller,rolX,9,8,1,6,3,0.305555556,0.392857143,0.666666667,0.333333333
rollick,14901,rollick,ralIk,3,2,1,3,0,0,0,0,-1
roman,14902,roman,romxn,4,3,1,4,0,1,1,1,-1
romp,14907,romp,ramp,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
rood,14908,rood,rud,24,19,5,16,8,0.235507246,0.304093567,0.308333333,1
roof,14909,roof,ruf,13,11,2,5,8,0.397435897,0.436363636,0.3,1
rook,14910,rook,rUk,17,14,3,15,2,0.286764706,0.395604396,0.371428571,0
rookie,14911,rookie,rUki,2,1,1,1,1,0,-1,-1,-1
roomette,14912,roomette,rumEt,1,1,0,1,0,-1,-1,-1,-1
roost,14914,roost,rust,7,5,2,5,2,0.333333333,0.6,0.6,1
root,14915,root,rut,30,26,4,21,9,0.257471264,0.313846154,0.395238095,0.805555556
rope,14917,rope,rop,27,23,4,15,12,0.301994302,0.339920949,0.380952381,1
rosary,14918,rosary,rozXi,3,2,1,2,1,0.333333333,1,1,-1
rose,14919,rose,roz,26,22,4,13,13,0.292307692,0.354978355,0.371794872,0.846153846
rosin,14924,rosin,razN,5,5,0,4,1,0.6,0.6,1,-1
roster,14925,roster,rastX,1,1,0,1,0,-1,-1,-1,-1
rostrum,14926,rostrum,rastrxm,1,1,0,1,0,-1,-1,-1,-1
rosy,14927,rosy,rozi,7,4,3,5,2,0.333333333,1,0.7,0
rot,14928,rot,rat,29,26,3,25,4,0.327586207,0.4,0.433333333,0.5
rotary,14929,rotary,rotXi,4,3,1,3,1,0.166666667,0.333333333,0.333333333,-1
rotate,14930,rotate,rotet,1,0,1,0,1,-1,-1,-1,-1
rotation,14931,rotation,roteS|n,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
rotator,14932,rotator,rotetX,1,0,1,0,1,-1,-1,-1,-1
rote,14934,rote,rot,35,29,6,21,14,0.250420168,0.312807882,0.395238095,0.725274725
rotor,14936,rotor,rotX,6,4,2,2,4,0.066666667,0.166666667,0,0.166666667
rotten,14937,rotten,ratN,5,4,1,3,2,0.1,0.166666667,0.333333333,0
rotund,14938,rotund,rot^nd,1,0,1,0,1,-1,-1,-1,-1
rotunda,14939,rotunda,rot^ndx,1,0,1,0,1,-1,-1,-1,-1
rouble,14940,rouble,rubL,4,4,0,3,1,0.5,0.5,1,-1
roue,14941,roue,rUe,2,1,1,0,2,0,-1,-1,0
rouge,14942,rouge,ruZ,8,7,1,0,8,1,1,-1,1
rough,14943,rough,r^f,20,17,3,11,9,0.247368421,0.330882353,0.436363636,0.638888889
roughage,14944,roughage,r^fIJ,1,1,0,1,0,-1,-1,-1,-1
roughen,14945,roughen,r^fxn,2,1,1,1,1,0,-1,-1,-1
roulette,14947,roulette,rulEt,1,1,0,1,0,-1,-1,-1,-1
round,14948,round,rWnd,12,10,2,12,0,0.378787879,0.533333333,0.378787879,-1
rouse,14953,rouse,rWz,10,7,3,8,2,0.244444444,0.333333333,0.357142857,1
rout,14955,rout,rWt,21,18,3,19,2,0.319047619,0.379084967,0.385964912,1
rove,14957,rove,rov,26,20,6,13,13,0.273846154,0.373684211,0.294871795,0.846153846
rover,14958,rover,rovX,6,3,3,3,3,0.066666667,0.333333333,0,0.333333333
rowboat,14959,rowboat,robot,1,1,0,0,1,-1,-1,-1,-1
rowdy,14960,rowdy,rWdi,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
rowel,14961,rowel,rWL,9,8,1,7,2,0.25,0.285714286,0.380952381,1
royal,14962,royal,rOL,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
rub,14963,rub,r^b,23,18,5,14,9,0.225296443,0.339869281,0.384615385,0.611111111
rubber,14964,rubber,r^bX,4,3,1,1,3,0.166666667,0,-1,0.333333333
rubble,14966,rubble,r^bL,13,10,3,7,6,0.128205128,0.2,0.285714286,0.266666667
ruby,14970,ruby,rubi,3,3,0,1,2,0,0,-1,0
rudder,14971,rudder,r^dX,4,4,0,2,2,0,0,0,0
ruddy,14972,ruddy,r^di,6,6,0,3,3,0.133333333,0.133333333,0.333333333,0.333333333
rue,14975,rue,ru,37,22,15,25,12,0.322822823,0.683982684,0.576666667,0.515151515
ruffed,14976,ruffed,r^ft,8,6,2,3,5,0.214285714,0.133333333,0.333333333,0.5
ruffian,14977,ruffian,r^fixn,1,0,1,0,1,-1,-1,-1,-1
ruffle,14978,ruffle,r^fL,10,8,2,5,5,0.133333333,0.178571429,0.2,0.4
rug,14979,rug,r^g,22,20,2,15,7,0.307359307,0.363157895,0.476190476,1
ruin,14982,ruin,ruIn,1,0,1,0,1,-1,-1,-1,-1
ruination,14983,ruination,ruxneS|n,1,0,1,1,0,-1,-1,-1,-1
rule,14985,rule,rul,23,18,5,14,9,0.229249012,0.300653595,0.32967033,0.777777778
ruler,14986,ruler,rulX,3,2,1,1,2,0,0,-1,0
rum,14987,rum,r^m,29,23,6,20,9,0.224137931,0.320158103,0.363157895,0.611111111
rumba,14988,rumba,r^mbx,1,1,0,0,1,-1,-1,-1,-1
rumble,14989,rumble,r^mbL,12,8,4,9,3,0.242424242,0.357142857,0.444444444,0
rumination,14992,rumination,rumxneS|n,1,0,1,1,0,-1,-1,-1,-1
rummage,14993,rummage,r^mIJ,1,1,0,1,0,-1,-1,-1,-1
rummy,14994,rummy,r^mi,10,9,1,6,4,0.2,0.222222222,0.466666667,0.333333333
rumor,14995,rumor,rumX,4,3,1,2,2,0,0,0,0
rump,14996,rump,r^mp,14,11,3,11,3,0.32967033,0.527272727,0.527272727,0.333333333
rumple,14997,rumple,r^mpL,3,1,2,1,2,0,-1,-1,0
rumpus,14998,rumpus,r^mpxs,1,1,0,1,0,-1,-1,-1,-1
run,15000,run,r^n,26,23,3,16,10,0.276923077,0.339920949,0.541666667,0.555555556
runaway,15004,runaway,r^nxwe,1,0,1,0,1,-1,-1,-1,-1
rune,15006,rune,run,25,21,4,16,9,0.253333333,0.319047619,0.4,0.777777778
rung,15007,rung,r^G,17,17,0,10,7,0.330882353,0.330882353,0.533333333,1
runic,15008,runic,runIk,1,1,0,1,0,-1,-1,-1,-1
runnel,15010,runnel,r^nL,10,9,1,4,6,0.2,0.194444444,0.5,0.4
running,15011,running,r^nIG,1,1,0,1,0,-1,-1,-1,-1
runny,15012,runny,r^ni,12,11,1,7,5,0.227272727,0.236363636,0.523809524,0.4
runt,15014,runt,r^nt,15,10,5,9,6,0.171428571,0.2,0.305555556,0.466666667
runway,15015,runway,r^nwe,1,0,1,0,1,-1,-1,-1,-1
rupee,15016,rupee,rupi,2,1,1,0,2,0,-1,-1,0
rupiah,15017,rupiah,rupix,1,0,1,0,1,-1,-1,-1,-1
rupture,15018,rupture,r^pCX,1,1,0,1,0,-1,-1,-1,-1
rural,15019,rural,rUrL,1,1,0,1,0,-1,-1,-1,-1
ruse,15020,ruse,rus,19,16,3,10,9,0.274853801,0.325,0.4,0.805555556
rush,15021,rush,r^S,15,12,3,8,7,0.285714286,0.409090909,0.321428571,1
rusk,15022,rusk,r^sk,8,7,1,6,2,0.25,0.333333333,0.4,1
russet,15023,russet,r^s|t,2,1,1,1,1,0,-1,-1,-1
russian,15024,Russian,r^S|n,1,1,0,1,0,-1,-1,-1,-1
rust,15025,rust,r^st,19,14,5,13,6,0.16374269,0.252747253,0.307692308,0.266666667
rustle,15032,rustle,r^sL,10,10,0,5,5,0.222222222,0.222222222,0.6,0.4
rut,15033,rut,r^t,28,25,3,18,10,0.259259259,0.31,0.470588235,0.577777778
ruthless,15036,ruthless,ruTlxs,1,1,0,1,0,-1,-1,-1,-1
rye,15037,rye,rY,37,20,17,23,14,0.309309309,0.663157895,0.596837945,0.56043956
s,15038,s,Es,21,12,9,11,10,0.242857143,0.515151515,0.381818182,0.622222222
sable,15040,sable,sebL,10,8,2,9,1,0.488888889,0.535714286,0.611111111,-1
sabre,15042,sabre,sebX,8,8,0,4,4,0.214285714,0.214285714,0.5,0.5
sac,15043,sac,s@k,28,23,5,20,8,0.240740741,0.320158103,0.363157895,0.785714286
sachet,15047,sachet,s@Se,2,1,1,1,1,0,-1,-1,-1
sad,15057,sad,s@d,25,21,4,15,10,0.276666667,0.342857143,0.580952381,0.488888889
sadden,15058,sadden,s@dN,6,5,1,3,3,0.133333333,0.1,0.333333333,0.333333333
saddle,15059,saddle,s@dL,7,4,3,3,4,0.095238095,0,0.333333333,0.166666667
safe,15065,safe,sef,11,10,1,3,8,0.527272727,0.488888889,0.333333333,1
sag,15068,sag,s@g,22,18,4,15,7,0.372294372,0.496732026,0.619047619,1
saga,15069,saga,sagx,1,1,0,0,1,-1,-1,-1,-1
sagacious,15070,sagacious,sxgeS|s,1,1,0,1,0,-1,-1,-1,-1
sage,15072,sage,seJ,19,15,4,11,8,0.280701754,0.323809524,0.363636364,1
said,15075,said,sEd,21,17,4,16,5,0.252380952,0.352941176,0.383333333,0.7
sail,15076,sail,sel,34,27,7,25,9,0.292335116,0.387464387,0.453333333,0.777777778
sailor,15077,sailor,selX,8,7,1,4,4,0.178571429,0.238095238,0.333333333,0.5
saint,15078,saint,sent,6,4,2,4,2,0.266666667,0.5,0.5,1
sake,15079,sake,sek,28,23,5,20,8,0.272486772,0.320158103,0.394736842,1
saki,15080,saki,saki,10,7,3,6,4,0.133333333,0.19047619,0.266666667,0.333333333
salacious,15081,salacious,sxleS|s,3,3,0,3,0,0,0,0,-1
salad,15082,salad,s@lxd,3,3,0,3,0,1,1,1,-1
salary,15085,salary,s@lXi,4,3,1,3,1,0.166666667,0.333333333,0.333333333,-1
saline,15088,saline,selin,1,1,0,1,0,-1,-1,-1,-1
sallow,15091,sallow,s@lo,12,9,3,10,2,0.378787879,0.444444444,0.555555556,0
sally,15092,sally,s@li,15,13,2,11,4,0.266666667,0.282051282,0.490909091,0.166666667
salmon,15093,salmon,s@mxn,7,7,0,7,0,0.380952381,0.380952381,0.380952381,-1
saloon,15094,saloon,sxlun,2,2,0,1,1,0,0,-1,-1
salt,15095,salt,sclt,11,8,3,7,4,0.145454545,0.25,0.333333333,0.166666667
salute,15101,salute,sxlut,3,3,0,2,1,0.333333333,0.333333333,1,-1
salvage,15102,salvage,s@lvIJ,2,1,1,2,0,0,-1,0,-1
salve,15104,salve,s@v,12,12,0,5,7,0.378787879,0.378787879,0.4,1
salver,15105,salver,s@lvX,2,2,0,1,1,0,0,-1,-1
salvo,15106,salvo,s@lvo,2,1,1,0,2,0,-1,-1,0
same,15108,same,sem,21,19,2,13,8,0.361904762,0.350877193,0.615384615,1
sample,15109,sample,s@mpL,2,1,1,2,0,0,-1,0,-1
sanatorium,15110,sanatorium,s@n|torixm,1,1,0,0,1,-1,-1,-1,-1
sand,15118,sand,s@nd,13,9,4,10,3,0.282051282,0.444444444,0.488888889,0
sandal,15119,sandal,s@ndL,7,4,3,5,2,0.333333333,1,0.7,0
sane,15124,sane,sen,33,27,6,24,9,0.259469697,0.341880342,0.391304348,0.805555556
sang,15125,sang,s@G,19,17,2,11,8,0.269005848,0.330882353,0.436363636,0.785714286
sanitarium,15128,sanitarium,s@n|tErixm,1,1,0,0,1,-1,-1,-1,-1
sanitation,15130,sanitation,s@n|teS|n,1,0,1,1,0,-1,-1,-1,-1
sanity,15132,sanity,s@n|ti,1,1,0,1,0,-1,-1,-1,-1
sank,15133,sank,s@Gk,17,11,6,15,2,0.375,0.672727273,0.476190476,1
sans,15134,sans,s@nz,2,2,0,1,1,0,0,-1,-1
sap,15136,sap,s@p,27,24,3,19,8,0.267806268,0.329710145,0.426900585,0.75
sapphire,15139,sapphire,s@fYr,1,1,0,1,0,-1,-1,-1,-1
sappy,15140,sappy,s@pi,4,3,1,1,3,0.166666667,0.333333333,-1,0.333333333
sash,15148,sash,s@S,20,16,4,12,8,0.363157895,0.475,0.727272727,0.75
sassy,15150,sassy,s@si,3,3,0,1,2,0.333333333,0.333333333,-1,1
sat,15151,sat,s@t,32,28,4,24,8,0.276209677,0.325396825,0.420289855,0.75
satan,15152,Satan,setN,4,3,1,2,2,0.333333333,0.333333333,1,1
satchel,15155,satchel,s@CL,1,1,0,0,1,-1,-1,-1,-1
sate,15156,sate,set,36,26,10,25,11,0.211111111,0.313846154,0.343333333,0.545454545
sateen,15157,sateen,s@tin,1,1,0,0,1,-1,-1,-1,-1
satin,15161,satin,s@tN,8,7,1,6,2,0.25,0.333333333,0.466666667,0
satire,15162,satire,s@tYr,1,1,0,1,0,-1,-1,-1,-1
satrap,15167,satrap,setr@p,1,0,1,1,0,-1,-1,-1,-1
saturation,15169,saturation,s@CXeS|n,1,1,0,1,0,-1,-1,-1,-1
saturn,15171,Saturn,s@tXn,3,2,1,2,1,0,0,0,-1
satyr,15173,satyr,setX,9,8,1,4,5,0.166666667,0.178571429,0.333333333,0.4
sauce,15174,sauce,scs,10,8,2,6,4,0.222222222,0.285714286,0.466666667,0.5
saucer,15176,saucer,scsX,1,0,1,0,1,-1,-1,-1,-1
saunter,15178,saunter,scntX,2,2,0,2,0,0,0,0,-1
saute,15180,saute,scte,2,0,2,1,1,0,-1,-1,-1
sauterne,15181,sauterne,sotRn,2,1,1,2,0,0,-1,0,-1
savage,15182,savage,s@vIJ,2,1,1,2,0,0,-1,0,-1
save,15184,save,sev,22,18,4,13,9,0.264069264,0.339869281,0.423076923,0.777777778
saviour,15185,saviour,sevyX,1,0,1,0,1,-1,-1,-1,-1
savor,15186,savor,sevX,8,6,2,3,5,0.142857143,0.266666667,0.333333333,0.3
saw,15187,saw,sc,23,18,5,11,12,0.343873518,0.477124183,1,0.46969697
say,15190,say,se,37,23,14,17,20,0.256756757,0.5256917,0.779411765,0.294736842
scab,15191,scab,sk@b,4,3,1,3,1,0.166666667,0.333333333,0.333333333,-1
scald,15194,scald,skcld,1,1,0,1,0,-1,-1,-1,-1
scale,15195,scale,skel,10,8,2,4,6,0.244444444,0.285714286,0.666666667,0.466666667
scallion,15197,scallion,sk@lyxn,2,2,0,2,0,0,0,0,-1
scallop,15198,scallop,skalxp,1,0,1,1,0,-1,-1,-1,-1
scalp,15199,scalp,sk@lp,2,1,1,0,2,0,-1,-1,0
scalpel,15200,scalpel,sk@lpL,1,0,1,0,1,-1,-1,-1,-1
scamp,15201,scamp,sk@mp,5,3,2,3,2,0,0,0,0
scamper,15202,scamper,sk@mpX,1,0,1,0,1,-1,-1,-1,-1
scan,15203,scan,sk@n,7,5,2,2,5,0.142857143,0.3,0,0.3
scandal,15204,scandal,sk@ndL,2,0,2,2,0,1,-1,1,-1
scant,15207,scant,sk@nt,3,1,2,2,1,0,-1,0,-1
scar,15209,scar,skar,10,8,2,3,7,0.177777778,0.25,0.333333333,0.333333333
scarce,15211,scarce,skErs,1,0,1,0,1,-1,-1,-1,-1
scare,15214,scare,skEr,11,8,3,5,6,0.181818182,0.321428571,0.6,0.2
scarf,15216,scarf,skarf,2,0,2,0,2,1,-1,-1,1
scatter,15220,scatter,sk@tX,1,1,0,1,0,-1,-1,-1,-1
scavenge,15221,scavenge,sk@vxnJ,1,0,1,0,1,-1,-1,-1,-1
scavenger,15222,scavenger,sk@vxnJX,1,0,1,0,1,-1,-1,-1,-1
scene,15224,scene,sin,29,27,2,18,11,0.298029557,0.316239316,0.431372549,1
scenic,15226,scenic,sinIk,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
scepter,15227,scepter,sEptX,3,2,1,3,0,1,1,1,-1
sceptic,15228,sceptic,skEptIk,1,0,1,1,0,-1,-1,-1,-1
schematic,15230,schematic,skIm@tIk,1,0,1,1,0,-1,-1,-1,-1
scheme,15231,scheme,skim,6,3,3,2,4,0.133333333,0.333333333,1,0.166666667
schilling,15232,schilling,SIlIG,4,4,0,4,0,1,1,1,-1
schism,15233,schism,sIzM,3,2,1,1,2,0,0,-1,0
schismatic,15234,schismatic,skIzm@tIk,1,0,1,1,0,-1,-1,-1,-1
scholar,15238,scholar,skalX,2,0,2,2,0,0,-1,0,-1
school,15240,school,skul,8,7,1,3,5,0.25,0.333333333,0.333333333,0.6
science,15243,science,sY|ns,1,0,1,0,1,-1,-1,-1,-1
scion,15250,scion,sY|n,5,2,3,3,2,0.3,1,1,0
scoff,15253,scoff,skaf,6,5,1,0,6,0.333333333,0.4,-1,0.333333333
scold,15254,scold,skold,3,1,2,3,0,0.333333333,-1,0.333333333,-1
scone,15255,scone,skon,9,6,3,3,6,0.194444444,0.266666667,0.666666667,0.333333333
scoop,15256,scoop,skup,9,7,2,6,3,0.333333333,0.333333333,0.733333333,0.333333333
scope,15257,scope,skop,7,5,2,3,4,0.19047619,0.2,0.666666667,0.333333333
scorch,15258,scorch,skorC,2,1,1,0,2,1,-1,-1,1
score,15259,score,skor,14,10,4,7,7,0.197802198,0.222222222,0.571428571,0.285714286
scorn,15260,scorn,skorn,6,3,3,3,3,0.2,0,0.333333333,0.666666667
scot,15263,scot,skat,14,10,4,5,9,0.186813187,0.266666667,0.7,0.25
scotch,15264,scotch,skaC,4,4,0,0,4,0.5,0.5,-1,0.5
scots,15265,Scots,skats,1,0,1,0,1,-1,-1,-1,-1
scottish,15266,Scottish,skatIS,1,1,0,1,0,-1,-1,-1,-1
scour,15268,scour,skWr,7,5,2,1,6,0.285714286,0.4,-1,0.4
scourge,15269,scourge,skRJ,5,4,1,2,3,0.4,0.5,1,1
scout,15270,scout,skWt,10,9,1,3,7,0.266666667,0.277777778,1,0.428571429
scow,15271,scow,skW,7,2,5,2,5,0.238095238,1,1,0.4
scowl,15272,scowl,skWl,8,6,2,1,7,0.321428571,0.466666667,-1,0.428571429
scrabble,15273,scrabble,skr@bL,2,1,1,0,2,0,-1,-1,0
scramble,15274,scramble,skr@mbL,1,0,1,0,1,-1,-1,-1,-1
scrap,15275,scrap,skr@p,4,4,0,1,3,0.166666667,0.166666667,-1,0.333333333
scrape,15276,scrape,skrep,3,2,1,1,2,0.333333333,1,-1,1
scratch,15277,scratch,skr@C,2,2,0,0,2,0,0,-1,0
scrawl,15278,scrawl,skrcl,4,3,1,3,1,0,0,0,-1
scream,15280,scream,skrim,6,4,2,2,4,0.066666667,0.166666667,0,0.166666667
screech,15281,screech,skriC,3,3,0,0,3,0.333333333,0.333333333,-1,0.333333333
screen,15282,screen,skrin,2,2,0,0,2,1,1,-1,1
screw,15283,screw,skru,4,3,1,3,1,0.166666667,0,0.333333333,-1
scribble,15284,scribble,skrIbL,1,1,0,0,1,-1,-1,-1,-1
scribe,15285,scribe,skrYb,2,1,1,1,1,0,-1,-1,-1
scrim,15286,scrim,skrIm,4,2,2,1,3,0.166666667,0,-1,0.333333333
scrimp,15288,scrimp,skrImp,4,0,4,2,2,0.166666667,-1,0,1
scrip,15289,scrip,skrIp,7,4,3,2,5,0.095238095,0.166666667,0,0.2
script,15290,script,skrIpt,2,0,2,1,1,0,-1,-1,-1
scroll,15293,scroll,skrol,2,2,0,1,1,0,0,-1,-1
scrub,15295,scrub,skr^b,2,2,0,0,2,0,0,-1,0
scruff,15296,scruff,skr^f,1,1,0,0,1,-1,-1,-1,-1
scud,15301,scud,sk^d,6,5,1,3,3,0.133333333,0.2,0.333333333,0.333333333
scuffle,15302,scuffle,sk^fL,2,2,0,1,1,0,0,-1,-1
scull,15303,scull,sk^l,8,6,2,1,7,0.25,0.466666667,-1,0.333333333
scullion,15305,scullion,sk^lyxn,1,1,0,1,0,-1,-1,-1,-1
sculptor,15306,sculptor,sk^lptX,1,1,0,0,1,-1,-1,-1,-1
sculpture,15307,sculpture,sk^lpCX,1,1,0,0,1,-1,-1,-1,-1
scum,15308,scum,sk^m,9,6,3,5,4,0.166666667,0.2,0.4,0.333333333
scupper,15309,scupper,sk^pX,2,1,1,2,0,0,-1,0,-1
scurf,15310,scurf,skRf,6,5,1,1,5,0.266666667,0.4,-1,0.4
scurry,15312,scurry,skRi,7,3,4,2,5,0.238095238,1,1,0.3
scurvy,15313,scurvy,skRvi,1,0,1,0,1,-1,-1,-1,-1
scutcheon,15314,scutcheon,sk^C|n,1,0,1,1,0,-1,-1,-1,-1
scuttle,15315,scuttle,sk^tL,2,1,1,1,1,0,-1,-1,-1
scythe,15316,scythe,sYD,11,10,1,5,6,0.345454545,0.311111111,0.4,1
seal,15317,seal,sil,31,28,3,20,11,0.337634409,0.351851852,0.536842105,1
seam,15319,seam,sim,22,18,4,10,12,0.303030303,0.379084967,0.333333333,0.833333333
seaman,15320,seaman,simxn,4,4,0,4,0,0.5,0.5,0.5,-1
seamy,15322,seamy,simi,2,0,2,0,2,0,-1,-1,0
sear,15324,sear,sIr,33,26,7,25,8,0.331439394,0.443076923,0.513333333,0.75
search,15325,search,sRC,11,9,2,6,5,0.290909091,0.333333333,0.4,1
season,15327,season,sizN,3,2,1,1,2,0.333333333,0,-1,1
seasonable,15328,seasonable,sizNxbL,1,1,0,1,0,-1,-1,-1,-1
seat,15329,seat,sit,32,28,4,21,11,0.278225806,0.30952381,0.395238095,1
seaward,15330,seaward,siwXd,1,1,0,1,0,-1,-1,-1,-1
secede,15332,secede,sIsid,1,1,0,1,0,-1,-1,-1,-1
secretarial,15339,secretarial,sEkrxtEriL,1,0,1,0,1,-1,-1,-1,-1
secretary,15341,secretary,sEkrxtEri,1,0,1,0,1,-1,-1,-1,-1
sect,15346,sect,sEkt,5,3,2,0,5,0.3,0.333333333,-1,0.3
section,15349,section,sEkS|n,2,1,1,2,0,0,-1,0,-1
sector,15350,sector,sEktX,9,6,3,8,1,0.25,0.466666667,0.321428571,-1
secular,15351,secular,sEkyUlX,2,2,0,2,0,0,0,0,-1
sedation,15355,sedation,sIdeS|n,1,1,0,1,0,-1,-1,-1,-1
sedge,15358,sedge,sEJ,13,11,2,9,4,0.256410256,0.272727273,0.388888889,1
sediment,15359,sediment,sEdxmxnt,2,2,0,2,0,0,0,0,-1
sedition,15361,sedition,sIdIS|n,2,1,1,2,0,0,-1,0,-1
seduce,15362,seduce,sIdus,3,2,1,3,0,1,1,1,-1
seek,15364,seek,sik,31,25,6,19,12,0.258064516,0.32,0.380116959,0.833333333
seemly,15365,seemly,simli,1,0,1,0,1,-1,-1,-1,-1
seep,15366,seep,sip,31,26,5,19,12,0.258064516,0.323076923,0.380116959,0.833333333
seesaw,15367,seesaw,sisc,1,0,1,0,1,-1,-1,-1,-1
seethe,15368,seethe,siD,16,15,1,5,11,0.491666667,0.466666667,0.4,1
seize,15375,seize,siz,22,17,5,9,13,0.333333333,0.441176471,0.583333333,0.717948718
seizure,15376,seizure,siZX,3,3,0,1,2,0.333333333,0.333333333,-1,1
