idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50
9980,lipped,lIpt,7,5,2,1,6
9985,liqueur,lIkR,3,2,1,1,2
9989,liquor,lIkX,14,11,3,10,4
9990,lira,lIrx,4,1,3,1,3
9991,lisle,lYl,24,22,2,14,10
9992,lisp,lIsp,5,4,1,1,4
9994,list,lIst,19,16,3,10,9
9995,listen,lIsN,5,4,1,3,2
9998,lit,lIt,37,26,11,23,14
10000,literal,lItXL,4,2,2,2,2
10008,lithe,lYD,15,14,1,5,10
10020,litre,litX,11,10,1,8,3
10021,litter,lItX,13,10,3,8,5
10022,little,lItL,6,3,3,3,3
10028,live,lIv,15,13,2,7,8
10034,liver,lIvX,10,6,4,6,4
10043,llama,lamx,4,3,1,3,1
10045,lo,lo,35,18,17,20,15
10046,load,lod,27,24,3,16,11
10047,loaf,lof,16,14,2,6,10
10048,loam,lom,23,21,2,13,10
10049,loan,lon,34,28,6,23,11
10050,loath,loT,13,11,2,3,10
10051,loathe,loD,13,11,2,3,10
10056,lob,lab,20,17,3,14,6
10057,lobar,lobX,5,3,2,3,2
10058,lobby,labi,4,3,1,3,1
10059,lobe,lob,15,12,3,4,11
10068,loch,lak,31,25,6,23,8
10070,locker,lakX,9,8,1,5,4
10075,locus,lok|s,3,2,1,2,1
10078,lodge,laJ,10,8,2,3,7
10080,lodger,laJX,6,5,1,3,3
10081,loft,lcft,7,4,3,5,2
10083,log,lcg,13,12,1,8,5
10096,loiter,lOtX,7,6,1,6,1
10099,long,lcG,13,11,2,8,5
10109,loom,lum,25,19,6,17,8
10110,loon,lun,25,23,2,16,9
10112,loop,lup,18,16,2,10,8
10113,loose,lus,23,20,3,14,9
10114,loosen,lusN,4,2,2,2,2
10115,loot,lut,26,24,2,18,8
10116,lop,lap,22,18,4,17,5
10119,lord,lord,13,11,2,10,3
10120,lore,lor,33,29,4,21,12
10122,lorn,lorn,11,9,2,8,3
10124,lose,luz,17,14,3,9,8
10126,loss,lcs,19,15,4,13,6
10127,lost,lcst,9,7,2,6,3
10128,lot,lat,31,26,5,26,5
10132,loud,lWd,12,10,2,9,3
10134,lour,lWr,12,10,2,9,3
10135,louse,lWs,14,13,1,11,3
10137,lout,lWt,20,17,3,17,3
10140,love,l^v,11,10,1,5,6
10143,lower,loX,16,13,3,5,11
10146,lox,laks,8,5,3,6,2
10150,lubber,l^bX,5,3,2,4,1
10161,luck,l^k,26,23,3,19,7
10162,lucky,l^ki,3,1,2,2,1
10167,luff,l^f,20,18,2,14,6
10168,lug,l^g,22,20,2,16,6
10175,lumber,l^mbX,6,3,3,5,1
10189,lung,l^G,18,15,3,12,6
10190,lunge,l^nJ,3,2,1,2,1
10193,lure,lUr,9,8,1,8,1
10195,lurk,lRk,20,18,2,18,2
10197,lush,l^S,16,12,4,10,6
10198,lust,l^st,13,11,2,11,2
10200,lustre,l^stX,6,2,4,4,2
10201,lusty,l^sti,4,3,1,2,2
10208,lymph,lImf,3,2,1,1,2
10210,lynch,lInC,10,7,3,9,1
10211,lyre,lYr,25,23,2,15,10
10213,m,Em,15,11,4,7,8
10214,ma,ma,14,9,5,1,13
10220,mace,mes,29,25,4,18,11
10235,mad,m@d,28,23,5,17,11
10239,madden,m@dN,5,4,1,2,3
10240,madder,m@dX,8,6,2,3,5
10242,made,med,24,21,3,14,10
10254,maggot,m@g|t,3,2,1,2,1
10288,mail,mel,35,31,4,24,11
10289,mailed,meld,6,4,2,3,3
10290,maim,mem,21,19,2,12,9
10291,main,men,31,27,4,21,10
10296,maize,mez,19,16,3,9,10
10300,major,meJX,4,2,2,2,2
10304,make,mek,25,23,2,16,9
10335,mall,mcl,24,20,4,20,4
10340,mallow,m@lo,9,8,1,8,1
10346,malt,mclt,7,6,1,6,1
10348,mama,mamx,4,3,1,3,1
10355,man,m@n,26,21,5,15,11
10357,manage,m@nIJ,3,2,1,1,2
10378,mange,menJ,5,2,3,2,3
10379,manger,menJX,5,3,2,2,3
10380,mangle,m@GgL,10,9,1,9,1
10402,manna,m@nx,6,4,2,1,5
10403,manned,m@nd,15,12,3,10,5
10405,manner,m@nX,10,9,1,4,6
10410,manse,m@ns,10,8,2,5,5
10429,many,mEni,7,5,2,3,4
10433,maple,mepL,2,1,1,1,1
10434,mar,mar,26,16,10,13,13
10440,march,marC,11,9,2,3,8
10442,mare,mEr,23,21,2,18,5
10444,marge,marJ,11,10,1,3,8
10445,margent,marJ|nt,3,1,2,2,1
10453,marine,mXin,7,5,2,4,3
10459,mark,mark,20,14,6,7,13
10467,marl,marl,10,8,2,1,9
10474,maroon,mXun,3,2,1,1,2
10482,marrow,m@ro,9,8,1,7,2
10483,marry,m@ri,11,10,1,10,1
10485,marsh,marS,10,8,2,1,9
10486,marshal,marSL,4,3,1,1,3
10489,mart,mart,19,13,6,8,11
10490,marten,martN,5,4,1,3,2
10495,martyr,martX,7,6,1,5,2
10504,mash,m@S,20,18,2,13,7
10505,mask,m@sk,8,6,2,6,2
10507,mason,mesN,6,5,1,4,2
10511,mass,m@s,26,20,6,16,10
10518,mast,m@st,14,11,3,10,4
10519,master,m@stX,8,4,4,6,2
10523,mastery,m@stXi,2,1,1,1,1
10532,mat,m@t,30,27,3,21,9
10536,mate,met,28,26,2,19,9
10549,matriarch,metriark,3,1,2,1,2
10550,matriarchal,metriarkL,3,2,1,1,2
10554,matrimonial,m@trxmoniL,2,1,1,1,1
10555,matrimony,m@trxmoni,2,1,1,1,1
10558,matter,m@tX,16,13,3,13,3
10570,mauve,mov,13,12,1,6,7
10573,maw,mc,22,18,4,11,11
10579,may,me,32,23,9,15,17
10586,mayor,meX,12,10,2,2,10
10589,mazy,mezi,6,5,1,4,2
10591,me,mi,32,25,7,18,14
10592,mead,mid,20,19,1,14,6
10596,meagre,migX,2,1,1,1,1
10597,meal,mil,28,26,2,22,6
10600,mean,min,23,21,2,17,6
10603,meant,mEnt,18,15,3,12,6
10610,meat,mit,25,22,3,18,7
10642,meek,mik,21,19,2,15,6
10652,meld,mEld,10,9,1,7,3
10653,melee,mele,3,2,1,1,2
10666,melt,mElt,15,13,2,11,4
10678,men,mEn,27,22,5,20,7
10682,mend,mEnd,18,14,4,14,4
10695,mental,mEntL,7,5,2,6,1
10701,meow,miW,7,5,2,1,6
10713,mere,mIr,31,27,4,23,8
10715,merge,mRJ,11,7,4,7,4
10716,merger,mRJX,7,6,1,3,4
10724,merry,mEri,11,9,2,9,2
10733,mess,mEs,18,17,1,14,4
10741,met,mEt,26,23,3,19,7
10745,metal,mEtL,11,9,2,9,2
10764,meter,mitX,11,8,3,8,3
10777,mew,myu,11,5,6,8,3
10778,mews,myuz,6,3,3,3,3
10782,mica,mYkx,3,2,1,1,2
10783,mice,mYs,22,20,2,15,7
10794,mid,mId,26,20,6,15,11
10796,midden,mIdN,11,10,1,5,6
10797,middle,mIdL,12,11,1,7,5
10801,middy,mIdi,6,5,1,2,4
10802,midge,mIJ,10,9,1,3,7
10809,miff,mIf,10,9,1,3,7
10810,might,mYt,28,24,4,19,9
10818,mike,mYk,19,17,2,11,8
10819,mil,mIl,31,29,2,23,8
10820,milch,mIlk,5,3,2,3,2
10821,mild,mYld,8,7,1,6,2
10823,mile,mYl,28,24,4,20,8
10850,mime,mYm,14,13,1,7,7
10857,mince,mIns,8,7,1,4,4
10859,mind,mYnd,12,11,1,8,4
10860,mine,mYn,28,24,4,18,10
10862,miner,mYnX,9,8,1,4,5
10879,mink,mIGk,13,11,2,11,2
10885,mint,mInt,12,10,2,7,5
10889,minute,mIn|t,4,3,1,3,1
10892,minx,mIGks,5,3,2,4,1
10896,mire,mYr,21,19,2,14,7
10898,mirth,mRT,13,11,2,10,3
10953,miss,mIs,23,18,5,12,11
10954,missal,mIsL,5,4,1,2,3
10961,mist,mIst,16,11,5,10,6
10964,mister,mIstX,7,4,3,4,3
10970,misty,mIsti,5,2,3,1,4
10976,mitre,mYtX,11,10,1,7,4
10977,mitt,mIt,33,27,6,23,10
10978,mitten,mItN,8,6,2,5,3
10979,mix,mIks,7,5,2,5,2
10983,moan,mon,27,24,3,19,8
10984,moat,mot,31,23,8,20,11
10985,mob,mab,15,14,1,10,5
10986,mobile,mobL,5,4,1,2,3
10992,mock,mak,24,20,4,17,7
10993,modal,modL,9,8,1,5,4
10994,mode,mod,24,20,4,15,9
11009,modify,madxfY,3,2,1,2,1
11017,mogul,mogL,4,3,1,1,3
11025,molar,molX,11,9,2,5,6
11027,mold,mold,18,14,4,12,6
11029,molder,moldX,5,2,3,3,2
11031,mole,mol,33,28,5,22,11
11038,moll,mal,16,14,2,10,6
11043,molt,molt,15,12,3,8,7
11045,moly,moli,8,7,1,3,5
11062,Monday,m^nde,2,1,1,1,1
11063,monetary,man|tEri,2,1,1,1,1
11074,monk,m^Gk,12,10,2,9,3
11113,moo,mu,32,26,6,19,13
11114,mood,mud,17,15,2,11,6
11115,moody,mudi,3,2,1,1,2
11116,moon,mun,21,19,2,16,5
11117,moor,mor,29,25,4,20,9
11120,moose,mus,19,18,1,14,5
11121,moot,mut,24,22,2,19,5
11122,mop,map,16,15,1,11,5
11123,mope,mop,17,15,2,10,7
11125,moraine,mXen,4,3,1,2,2
11134,morass,mX@s,4,3,1,2,2
11146,morn,morn,12,9,3,8,4
11150,moron,moran,2,1,1,1,1
11161,morrow,maro,12,11,1,3,9
11163,mortal,mortL,7,4,3,4,3
11166,mortar,mortX,4,3,1,3,1
11178,mosque,mask,4,3,1,2,2
11180,moss,mcs,15,14,1,12,3
11181,most,most,13,12,1,11,2
11182,mot,mo,30,21,9,15,15
11185,moth,mcT,8,7,1,5,3
11186,mother,m^DX,4,2,2,2,2
11189,motile,motL,10,8,2,5,5
11196,motor,motX,9,7,2,6,3
11202,mount,mWnt,7,5,2,5,2
11203,mountain,mWntN,2,1,1,1,1
11208,mouse,mWs,14,12,2,11,3
11210,mousey,mWsi,3,2,1,1,2
11212,mouth,mWT,7,6,1,5,2
11215,move,muv,8,5,3,1,7
11216,mover,muvX,3,2,1,1,2
11218,mow,mW,20,17,3,10,10
11219,much,m^C,17,14,3,6,11
11222,muck,m^k,25,22,3,14,11
11224,mud,m^d,20,19,1,10,10
11225,muddle,m^dL,12,11,1,8,4
11230,muff,m^f,18,17,1,8,10
11232,muffle,m^fL,6,5,1,2,4
11235,mug,m^g,21,19,2,11,10
11236,muggy,m^gi,4,3,1,1,3
11242,mulch,m^lC,4,2,2,1,3
11244,mule,myul,6,4,2,3,3
11247,mull,m^l,24,23,1,14,10
11248,mullein,m^lxn,3,2,1,2,1
11262,mum,m^m,23,21,2,12,11
11264,mummer,m^mX,6,5,1,2,4
11267,mummy,m^mi,8,7,1,4,4
11269,munch,m^nC,8,7,1,4,4
11277,murk,mRk,17,14,3,14,3
11281,muscle,m^sL,11,10,1,5,6
11292,musk,m^sk,11,9,2,6,5
11301,muss,m^s,25,21,4,13,12
11303,must,m^st,16,12,4,10,6
11305,mustard,m^stXd,2,1,1,1,1
11306,muster,m^stX,7,4,3,4,3
11307,musty,m^sti,6,5,1,4,2
11314,mute,myut,6,4,2,3,3
11321,mutt,m^t,30,26,4,18,12
11322,mutter,m^tX,15,12,3,11,4
11323,mutton,m^tN,4,3,1,2,2
11327,my,mY,32,24,8,17,15
11331,mynah,mYnx,6,5,1,2,4
11335,myrrh,mR,18,15,3,7,11
11339,mystery,mIstXi,4,2,2,2,2
11340,mystic,mIstIk,4,3,1,2,2
11346,myth,mIT,15,14,1,8,7
11350,n,En,29,13,16,18,11
11354,nacre,nekX,4,3,1,2,2
11356,nag,n@g,17,16,1,12,5
11359,nail,nel,26,23,3,22,4
11365,name,nem,16,14,2,12,4
11368,nap,n@p,20,19,1,15,5
11370,nape,nep,14,12,2,10,4
11381,nard,nard,12,11,1,9,3
11411,natty,n@ti,7,5,2,6,1
11418,naught,nct,20,18,2,18,2
11421,nautch,ncC,5,4,1,3,2
11425,naval,nevL,5,4,1,1,4
11431,navy,nevi,5,3,2,2,3
11432,nay,ne,25,21,4,15,10
11436,neap,nip,19,18,1,13,6
11437,near,nIr,25,23,2,19,6
11440,neat,nit,25,23,2,19,6
11441,neath,niT,10,9,1,4,6
11443,neb,nEb,10,9,1,7,3
11462,needle,nidL,6,5,1,3,3
11466,needy,nidi,4,3,1,1,3
11503,nerve,nRv,6,5,1,5,1
11505,nest,nEst,15,13,2,11,4
11508,net,nEt,26,23,3,20,6
11511,nettle,nEtL,8,7,1,6,2
11523,neuter,nutX,4,3,1,3,1
11530,never,nEvX,4,3,1,3,1
11534,newel,nuL,9,7,2,2,7
11539,news,nuz,16,12,4,9,7
11541,newsy,nuzi,7,5,2,5,2
11542,newt,nut,26,24,2,19,7
11543,next,nEkst,2,1,1,1,1
11546,nib,nIb,15,14,1,8,7
11547,nibble,nIbL,8,6,2,4,4
11549,niche,nIC,16,14,2,10,6
11550,nick,nIk,23,20,3,14,9
11551,nickel,nIkL,10,9,1,5,5
11553,nicker,nIkX,12,9,3,7,5
11556,niece,nis,14,12,2,7,7
11561,nigh,nY,27,22,5,17,10
11566,nil,nIl,26,25,1,20,6
11567,nimble,nImbL,3,2,1,2,1
11571,nine,nYn,21,19,2,16,5
11578,nip,nIp,25,21,4,16,9
11579,nipper,nIpX,8,7,1,4,4
11580,nipple,nIpL,7,6,1,2,5
11581,nippy,nIpi,5,3,2,1,4
11584,niter,nYtX,5,4,1,4,1
11592,nix,nIks,8,6,2,5,3
11601,nod,nad,20,15,5,12,8
11602,noddle,nadL,10,9,1,6,4
11603,noddy,nadi,8,7,1,5,3
11604,node,nod,20,17,3,13,7
11610,noise,nOz,4,3,1,3,1
11612,noisy,nOzi,3,2,1,2,1
11654,noodle,nudL,7,5,2,5,2
11656,noon,nun,19,18,1,13,6
11658,noose,nus,15,14,1,9,6
11659,nor,nor,28,22,6,18,10
11661,norm,norm,8,5,3,3,5
11662,normal,normL,3,1,2,1,2
11666,Norse,nors,8,7,1,5,3
11667,north,norT,4,3,1,1,3
11674,nose,noz,18,15,3,9,9
11679,nosy,nozi,7,6,1,6,1
11686,note,not,26,24,2,19,7
11700,noun,nWn,8,7,1,7,1
11712,now,nW,16,15,1,9,7
11720,nub,n^b,19,17,2,13,6
11722,nubble,n^bL,8,7,1,5,3
11726,nude,nud,15,13,2,8,7
11734,,n^l,17,16,1,12,5
11756,nut,n^t,25,23,2,18,7
11764,nutty,n^ti,6,5,1,4,2
11768,o,o,27,4,23,18,9
11769,oaf,of,13,11,2,4,9
11771,oak,ok,25,12,13,13,12
11773,oakum,okM,5,3,2,2,3
11774,oar,or,32,13,19,21,11
11777,oat,ot,25,14,11,16,9
11778,oath,oT,12,9,3,3,9
11786,obey,obe,6,5,1,3,3
11789,obi,obi,6,4,2,2,4
11810,oboe,obo,5,3,2,2,3
11853,ochre,okX,9,7,2,6,3
11865,odd,ad,15,5,10,13,2
11867,odds,adz,4,3,1,3,1
11868,ode,od,24,12,12,13,11
11871,odor,odX,8,6,2,7,1
11874,of,xv,4,1,3,1,3
11875,off,cf,12,7,5,4,8
11877,offend,xfEnd,7,5,2,6,1
11878,offense,xfEns,3,1,2,2,1
11880,offer,cfX,6,4,2,3,3
11884,office,cfxs,3,2,1,1,2
11890,offing,cfIG,3,2,1,2,1
11891,offish,cfIS,3,2,1,2,1
11894,oft,cft,7,3,4,3,4
11895,often,cfxn,4,1,3,3,1
11896,ogle,ogL,6,5,1,5,1
11898,ohm,om,20,11,9,11,9
11902,okay,oke,6,3,3,3,3
11904,old,old,11,1,10,10,1
11918,omit,omIt,4,3,1,3,1
11924,once,w^ns,4,2,2,2,2
11926,one,w^n,18,17,1,17,1
11941,ooze,uz,10,3,7,9,1
11942,oozy,uzi,6,1,5,5,1
11943,opal,opL,5,4,1,4,1
11946,ope,op,20,10,10,10,10
11947,open,opxn,4,3,1,1,3
11962,opine,opYn,3,2,1,2,1
11965,opossum,xpasM,2,1,1,1,1
11968,oppose,xpoz,3,1,2,2,1
11976,optical,aptIkL,3,2,1,1,2
11989,oral,orL,8,5,3,5,3
11994,orate,oret,9,7,2,8,1
12011,order,ordX,5,2,3,4,1
12032,oriel,oriL,4,1,3,3,1
12062,oscillate,asxlet,3,2,1,1,2
12091,oust,Wst,5,2,3,4,1
12092,ouster,WstX,6,4,2,5,1
12093,out,Wt,18,8,10,15,3
12108,outer,WtX,5,3,2,4,1
12146,outsider,WtsYdX,2,1,1,1,1
12161,over,ovX,10,7,3,6,4
12218,owl,Wl,15,10,5,13,2
12221,own,on,27,13,14,18,9
12234,p,pi,34,22,12,18,16
12235,pa,pa,14,6,8,2,12
12237,pace,pes,30,22,8,18,12
12239,pacer,pesX,7,5,2,2,5
12246,pack,p@k,30,27,3,19,11
12248,packer,p@kX,8,7,1,4,4
12249,packet,p@k|t,5,4,1,4,1
12251,pact,p@kt,10,6,4,4,6
12252,pad,p@d,26,22,4,15,11
12254,paddle,p@dL,10,8,2,6,4
12256,paddy,p@di,7,6,1,3,4
12259,paean,pian,3,1,2,1,2
12261,page,peJ,16,14,2,7,9
12266,paid,ped,22,18,4,13,9
12267,pail,pel,34,32,2,25,9
12268,pain,pen,32,29,3,22,10
12270,paint,pent,12,9,3,9,3
12271,pair,pEr,26,22,4,20,6
12275,pal,p@l,20,19,1,10,10
12295,pall,pcl,24,21,3,21,3
12303,pallor,p@lX,6,5,1,3,3
12304,palm,pam,14,9,5,4,10
12306,palmer,pamX,6,5,1,1,5
12322,pan,p@n,31,25,6,19,12
12337,panel,p@nL,7,6,1,2,5
12342,panicle,p@nIkL,3,2,1,2,1
12349,pant,p@nt,17,12,5,10,7
12354,panther,p@nTX,3,2,1,1,2
12357,pantry,p@ntri,3,2,1,2,1
12358,pants,p@ns,11,8,3,7,4
12359,panty,p@nti,7,3,4,4,3
12366,paper,pepX,9,7,2,5,4
12368,papery,pepXi,2,1,1,1,1
12376,par,par,27,18,9,14,13
12415,parch,parC,10,8,2,4,6
12417,pard,pard,19,16,3,10,9
12418,pardon,pardN,3,2,1,1,2
12431,paring,p@rIG,6,5,1,5,1
12434,parity,p@rxti,3,2,1,1,2
12435,park,park,18,12,6,9,9
12440,parley,parli,6,4,2,1,5
12456,parrot,p@rxt,6,4,2,4,2
12457,parry,p@ri,10,9,1,8,2
12458,parse,pars,12,8,4,3,9
12463,parson,parsN,4,2,2,1,3
12465,part,part,17,12,5,9,8
12469,partial,parSL,3,2,1,1,2
12483,partly,partli,4,2,2,1,3
12487,party,parti,5,2,3,2,3
12490,pass,p@s,24,19,5,11,13
12494,passe,p@se,4,2,2,1,3
12495,passel,p@sL,10,9,1,5,5
12508,past,p@st,17,13,4,9,8
12510,paste,pest,13,11,2,8,5
12513,pastern,p@stXn,4,2,2,2,2
12518,pastor,p@stX,13,6,7,8,5
12524,pasty,p@sti,8,5,3,4,4
12525,pat,p@t,39,30,9,24,15
12527,pate,pet,34,27,7,23,11
12528,paten,p@tN,9,6,3,5,4
12529,patent,p@tNt,3,1,2,1,2
12547,patriarch,petriark,2,1,1,1,1
12548,patriarchal,petriarkL,2,1,1,1,1
12550,patrimonial,p@trxmoniL,2,1,1,1,1
12551,patrimony,p@trxmoni,2,1,1,1,1
12563,patter,p@tX,20,14,6,14,6
12564,pattern,p@tXn,3,1,2,2,1
12565,patty,p@ti,17,12,5,10,7
12567,paunch,pcnC,5,4,1,4,1
12569,pause,pcz,9,8,1,6,3
12570,pave,pev,18,17,1,9,9
12573,paw,pc,19,15,4,11,8
12574,pawn,pcn,21,15,6,17,4
12575,pay,pe,33,20,13,17,16
12578,payee,pei,11,9,2,1,10
12579,payer,peX,14,11,3,3,11
12582,peace,pis,19,17,2,10,9
12584,peach,piC,22,18,4,13,9
12586,peak,pik,31,25,6,20,11
12587,peaked,pikt,5,3,2,2,3
12588,peal,pil,33,30,3,24,9
12590,pearl,pRl,21,19,2,15,6
12592,pease,piz,21,17,4,12,9
12594,peat,pit,31,26,5,20,11
12600,peck,pEk,20,19,1,15,5
12620,peen,pin,31,26,5,19,12
12621,peep,pip,28,26,2,18,10
12623,peer,pIr,33,29,4,23,10
12624,peeve,piv,16,14,2,7,9
12633,pelf,pElf,4,3,1,3,1
12636,pellet,pEl|t,5,3,2,4,1
12638,pelt,pElt,14,12,2,9,5
12641,pen,pEn,29,25,4,21,8
12642,penal,pinL,5,4,1,3,2
12647,pence,pEns,12,10,2,8,4
12648,penchant,pEnC|nt,3,1,2,2,1
12649,pencil,pEnsL,2,1,1,1,1
12666,pennant,pEn|nt,5,2,3,3,2
12667,penni,pEni,8,5,3,3,5
12670,pennon,pEn|n,4,1,3,1,3
12674,pension,pEnC|n,6,4,2,4,2
12676,pent,pEnt,22,19,3,16,6
12689,peon,pian,3,1,2,1,2
12691,people,pipL,5,4,1,3,2
12692,pep,pEp,15,14,1,9,6
12693,pepper,pEpX,5,3,2,3,2
12694,peppery,pEpXi,2,1,1,1,1
12697,per,pR,19,12,7,8,11
12709,perch,pRC,16,15,1,10,6
12737,peril,pErL,7,5,2,2,5
12752,perjure,pRJX,5,3,2,2,3
12753,perjury,pRJXi,2,1,1,1,1
12754,perk,pRk,22,20,2,16,6
12787,person,pRsN,4,2,2,1,3
12805,pert,pRt,23,21,2,17,6
12821,pest,pEst,19,16,3,14,5
12822,pester,pEstX,7,5,2,5,2
12829,pestle,pEstL,7,5,2,5,2
12830,pet,pEt,30,25,5,20,10
12831,petal,pEtL,12,9,3,6,6
12833,peter,pitX,8,6,2,7,1
12845,petty,pEti,9,8,1,6,3
12848,pew,pyu,9,5,4,7,2
12859,pharaoh,fEro,7,4,3,3,4
12894,phlox,flaks,6,3,3,5,1
12897,phone,fon,28,24,4,22,6
12907,phony,foni,8,6,2,5,3
12928,phrase,frez,13,10,3,6,7
12944,pi,pY,32,21,11,18,14
12955,pice,pYs,22,17,5,14,8
12956,pick,pIk,34,27,7,20,14
12963,pickle,pIkL,12,9,3,5,7
12967,picky,pIki,10,7,3,2,8
12977,pied,pYd,20,17,3,12,8
12979,pierce,pIrs,4,3,1,2,2
12982,pig,pIg,19,18,1,10,9
12989,pike,pYk,23,20,3,15,8
12990,piker,pYkX,4,3,1,3,1
12993,pile,pYl,28,25,3,20,8
12994,piled,pYld,5,3,2,3,2
12998,pill,pIl,36,32,4,25,11
13000,pillar,pIlX,9,6,3,4,5
13004,pillow,pIlo,5,4,1,3,2
13008,pimp,pImp,8,4,4,6,2
13010,pimple,pImpL,4,3,1,3,1
13011,pin,pIn,31,28,3,21,10
13013,pincer,pInCX,3,1,2,2,1
13014,pinch,pInC,10,6,4,7,3
13016,pine,pYn,30,26,4,22,8
13019,ping,pIG,18,17,1,8,10
13022,pink,pIGk,16,10,6,12,4
13024,pinky,pIGki,5,2,3,2,3
13030,pint,pYnt,6,5,1,5,1
13034,pious,pYxs,2,1,1,1,1
13035,pip,pIp,30,29,1,20,10
13036,pipe,pYp,18,17,1,11,7
13054,pit,pIt,33,30,3,23,10
13055,pitch,pIC,24,21,3,13,11
13056,pitcher,pICX,4,1,3,2,2
13060,pith,pIT,14,13,1,4,10
13069,pity,pIti,12,10,2,9,3
13077,place,ples,7,4,3,2,5
13088,plaid,pl@d,11,9,2,4,7
13089,plain,plen,10,6,4,4,6
13092,plaint,plent,4,1,3,2,2
13095,plait,plet,14,10,4,5,9
13096,plan,pl@n,8,6,2,2,6
13100,plank,pl@Gk,7,5,2,6,1
13102,plant,pl@nt,8,2,6,3,5
13106,plaque,pl@k,12,9,3,6,6
13107,plash,pl@S,10,8,2,5,5
13109,plaster,pl@stX,5,2,3,2,3
13112,plat,pl@t,15,10,5,3,12
13113,plateau,pl@to,4,3,1,1,3
13114,platen,pl@tN,8,3,5,3,5
13120,platter,pl@tX,10,4,6,4,6
13125,play,ple,16,9,7,7,9
13127,plaza,pl@zx,2,1,1,1,1
13128,plea,pli,17,10,7,8,9
13129,plead,plid,8,7,1,1,7
13132,please,pliz,6,3,3,2,4
13135,pleat,plit,15,12,3,7,8
13136,plebe,plib,5,4,1,1,4
13142,pled,plEd,8,7,1,4,4
13143,pledge,plEJ,4,3,1,3,1
13156,plight,plYt,11,8,3,6,5
13158,plod,plad,8,7,1,3,5
13159,plop,plap,8,6,2,6,2
13160,plot,plat,12,10,2,6,6
13165,pluck,pl^k,10,6,4,3,7
13167,plug,pl^g,8,6,2,3,5
13168,plum,pl^m,10,7,3,3,7
13172,plume,plum,7,5,2,5,2
13174,plump,pl^mp,6,3,3,4,2
13179,plunk,pl^Gk,5,3,2,4,1
13185,plus,pl^s,6,5,1,1,5
13186,plush,pl^S,9,8,1,4,5
13193,ply,plY,12,8,4,6,6
13196,poach,poC,15,14,1,8,7
13197,pock,pak,28,25,3,19,9
13201,pod,pad,23,17,6,14,9
13213,point,pOnt,8,6,2,7,1
13216,poise,pOz,5,4,1,4,1
13219,poke,pok,27,22,5,18,9
13220,poker,pokX,8,6,2,4,4
13221,pokey,poki,5,4,1,1,4
13222,polar,polX,12,11,1,7,5
13227,pole,pol,33,29,4,24,9
13234,polio,polio,3,1,2,2,1
13236,polite,pxlYt,3,1,2,2,1
13238,politic,pal|tIk,2,1,1,1,1
13253,polo,polo,7,5,2,3,4
13279,pomp,pamp,7,5,2,3,4
13286,pond,pand,7,5,2,4,3
13287,ponder,pandX,5,4,1,4,1
13288,pone,pon,29,26,3,22,7
13296,pony,poni,6,5,1,3,3
13298,pool,pul,18,16,2,17,1
13300,poor,por,31,25,6,21,10
13301,pop,pap,29,23,6,19,10
13303,pope,pop,22,21,1,16,6
13310,poppy,papi,7,6,1,3,4
13318,porch,porC,7,5,2,2,5
13321,pored,pord,13,12,1,9,4
13322,pork,pork,9,7,2,4,5
13331,port,port,18,13,5,9,9
13334,portal,portL,5,4,1,3,2
13339,porter,portX,4,3,1,2,2
13350,pose,poz,21,16,5,12,9
13353,posh,paS,11,9,2,3,8
13365,possum,pasM,2,1,1,1,1
13366,post,post,15,13,2,10,5
13368,postal,postL,5,4,1,3,2
13373,poster,postX,7,4,3,4,3
13376,postern,postXn,2,1,1,1,1
13395,posy,pozi,11,8,3,6,5
13396,pot,pat,34,29,5,25,9
13415,potter,patX,9,6,3,5,4
13416,pottery,patXi,2,1,1,1,1
13418,poult,polt,13,12,1,7,6
13422,pounce,pWns,6,5,1,5,1
13426,pout,pWt,20,18,2,18,2
13428,powder,pWdX,2,1,1,1,1
13429,power,pWX,9,8,1,6,3
13431,pox,paks,7,5,2,5,2
13444,praise,prez,11,7,4,7,4
13446,pram,pram,5,4,1,1,4
13450,prate,pret,12,9,3,10,2
13454,prawn,prcn,7,6,1,3,4
13455,pray,pre,15,10,5,9,6
13456,prayer,prEr,4,1,3,2,2
13458,preach,priC,4,2,2,3,1
13476,preceptor,prIsEptX,2,1,1,1,1
13515,preen,prin,6,5,1,2,4
13579,present,prEzNt,3,2,1,2,1
13592,press,prEs,6,5,1,4,2
13605,pretension,prItEnC|n,2,1,1,1,1
13612,pretty,prIti,4,3,1,1,3
13622,price,prYs,10,7,3,4,6
13624,prick,prIk,9,5,4,5,4
13625,prickle,prIkL,4,2,2,3,1
13627,pride,prYd,12,9,3,4,8
13629,prig,prIg,7,4,3,5,2
13630,prim,prIm,10,7,3,4,6
13636,prime,prYm,11,8,3,3,8
13643,primp,prImp,5,3,2,3,2
13645,prince,prIns,3,2,1,2,1
13649,prink,prIGk,7,4,3,6,1
13650,print,prInt,2,1,1,1,1
13651,prior,prYX,9,8,1,4,5
13655,prise,prYz,10,7,3,3,7
13658,prison,prIzN,3,1,2,1,2
13670,pro,pro,14,10,4,8,6
13677,probe,prob,5,3,2,2,3
13684,proceed,prosid,2,1,1,1,1
13699,prod,prad,9,7,2,4,5
13713,profession,prxfES|n,2,1,1,1,1
13765,prone,pron,12,9,3,6,6
13766,prong,prcG,3,2,1,2,1
