Item,Experiment,Release,Subject,Trial,List,WordRunLength,ExperimentRunID,RT,Session,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
swell,MALD1_sR,MALD1,15308,203,words22,3,15308_22,810,22,16813,swell,swEl,10,8,2,6,4,1,4,530,6,31,15,1061,1346,125,2214467,5,1
torque,MALD1_sR,MALD1,15308,798,words22,4,15308_22,605,22,17509,torque,tork,11,8,3,4,7,1,4,357,4,52,0,37,1024,18,4264924,5,1
traitor,MALD1_sR,MALD1,15308,528,words22,1,15308_22,916,22,17580,traitor,tretX,3,2,1,1,2,2,5,360,8,30,3,540,566,127,698922,6,1
troll,MALD1_sR,MALD1,15308,342,words22,1,15308_22,581,22,17757,troll,trol,9,5,4,4,5,1,4,441,6,29,11,138,714,50,2080526,5,1
trouble,MALD1_sR,MALD1,15308,103,words22,2,15308_22,514,22,17770,trouble,tr^bL,5,4,1,3,2,2,6,365,8,17,4,11401,22552,6621,24522535,7,1
try,MALD1_sR,MALD1,15308,704,words22,1,15308_22,997,22,17802,try,trY,19,10,9,6,13,1,3,388,4,44,19,24314,63020,22091,114392006,4,1
vest,MALD1_sR,MALD1,15308,496,words22,1,15308_22,827,22,18482,vest,vEst,19,16,3,14,5,1,4,413,5,45,27,284,1568,208,3720750,5,1
vine,MALD1_sR,MALD1,15308,783,words22,3,15308_22,859,22,18570,vine,vYn,21,19,2,14,7,1,3,589,5,78,35,107,1364,55,3646886,4,1
widen,MALD1_sR,MALD1,15308,283,words22,1,15308_22,851,22,19022,widen,wYdN,2,1,1,1,1,2,5,412,6,42,16,42,788,105,1181299,6,2
wild,MALD1_sR,MALD1,15308,67,words22,3,15308_22,760,22,19036,wild,wYld,10,8,2,7,3,1,4,524,5,50,24,2923,17681,2361,39947661,5,1
ad,MALD1_sR,MALD1,15321,21,words12,3,15321_12,895,12,217,ad,@d,25,10,15,15,10,1,2,539,3,82,61,694,9589,2671,78774169,3,
allied,MALD1_sR,MALD1,15321,321,words12,5,15321_12,706,12,522,allied,xlYd,12,10,2,6,6,2,4,427,7,17,7,147,3336,821,7508812,5,2
anger,MALD1_sR,MALD1,15321,738,words12,1,15321_12,608,12,718,anger,@GgX,3,2,1,1,2,2,4,320,6,12,29,991,10499,2478,7991258,5,1
birdie,MALD1_sR,MALD1,15321,524,words12,1,15321_12,799,12,1856,birdie,bRdi,7,6,1,3,4,2,4,502,7,65,6,253,796,31,775268,5,
but,MALD1_sR,MALD1,15321,694,words12,1,15321_12,901,12,2373,but,b^t,35,30,5,21,14,1,3,289,4,101,40,225291,1149758,330971,999908295,4,1
chaste,MALD1_sR,MALD1,15321,92,words12,1,15321_12,746,12,2977,chaste,Cest,9,8,1,6,3,1,4,513,7,20,5,30,238,13,289676,4,1
chat,MALD1_sR,MALD1,15321,640,words12,1,15321_12,954,12,2982,chat,C@t,22,17,5,16,6,1,3,346,5,60,32,830,2994,745,83643143,4,1
click,MALD1_sR,MALD1,15321,2,words12,2,15321_12,740,12,3288,click,klIk,19,14,5,8,11,1,4,352,6,67,16,327,4675,804,536761994,5,1
climb,MALD1_sR,MALD1,15321,320,words12,4,15321_12,955,12,3296,climb,klYm,5,4,1,3,2,1,4,394,6,39,3,1007,6010,612,5699767,5,1
cock,MALD1_sR,MALD1,15321,536,words12,1,15321_12,980,12,3367,cock,kak,30,24,6,18,12,1,3,419,5,161,23,580,722,34,37575461,4,1
don,MALD1_sR,MALD1,15321,403,words12,2,15321_12,774,12,5180,don,dan,19,18,1,13,6,1,3,347,4,135,61,321085,12771,4419,26009351,4,1
fame,MALD1_sR,MALD1,15321,629,words12,3,15321_12,995,12,6199,fame,fem,24,19,5,14,10,1,3,380,5,63,28,441,5747,1183,10968010,4,1
fixed,MALD1_sR,MALD1,15321,588,words12,3,15321_12,957,12,6470,fixed,fIkst,3,1,2,1,2,1,5,421,5,13,10,1647,8507,1011,49221217,5,2
force,MALD1_sR,MALD1,15321,165,words12,2,15321_12,754,12,6650,force,fors,16,14,2,7,9,1,4,478,6,62,13,3604,45496,10829,79207090,5,1
gnash,MALD1_sR,MALD1,15321,705,words12,1,15321_12,1009,12,7248,gnash,n@S,15,14,1,10,5,1,3,487,6,53,2,5,18,5,66277,4,1
goose,MALD1_sR,MALD1,15321,261,words12,1,15321_12,753,12,7294,goose,gus,12,11,1,9,3,1,3,437,6,49,18,665,1695,185,3739646,4,1
grain,MALD1_sR,MALD1,15321,130,words12,2,15321_12,678,12,7340,grain,gren,20,16,4,7,13,1,4,459,6,69,18,243,5014,520,10244623,5,1
hurdle,MALD1_sR,MALD1,15321,176,words12,1,15321_12,1909,12,8137,hurdle,hRdL,5,4,1,3,2,2,5,439,7,16,5,37,880,190,1048302,6,1
image,MALD1_sR,MALD1,15321,103,words12,1,15321_12,880,12,8292,image,ImIJ,4,3,1,1,3,2,4,405,6,7,2,1154,27874,2858,197884704,5,1
leaden,MALD1_sR,MALD1,15321,776,words12,1,15321_12,949,12,9737,leaden,lEdN,5,4,1,3,2,2,5,386,6,38,9,5,194,5,116308,5,1
liquor,MALD1_sR,MALD1,15321,539,words12,4,15321_12,649,12,9989,liquor,lIkX,14,11,3,10,4,2,4,329,7,49,2,882,2352,317,4727755,5,1
merge,MALD1_sR,MALD1,15321,104,words12,2,15321_12,907,12,10715,merge,mRJ,11,7,4,7,4,1,3,440,6,48,15,71,983,122,5962129,4,1
mild,MALD1_sR,MALD1,15321,697,words12,4,15321_12,778,12,10821,mild,mYld,8,7,1,6,2,1,4,413,5,31,16,245,4307,428,6826082,5,1
ode,MALD1_sR,MALD1,15321,572,words12,6,15321_12,881,12,11868,ode,od,24,12,12,13,11,1,2,334,4,100,34,41,355,33,1648112,3,1
once,MALD1_sR,MALD1,15321,27,words12,1,15321_12,661,12,11924,once,w^ns,4,2,2,2,2,1,4,393,4,17,11,17589,99383,17510,111894502,5,1
panel,MALD1_sR,MALD1,15321,680,words12,2,15321_12,784,12,12337,panel,p@nL,7,6,1,2,5,2,5,379,6,30,12,372,12028,3031,53785270,6,1
pile,MALD1_sR,MALD1,15321,118,words12,2,15321_12,945,12,12993,pile,pYl,28,25,3,20,8,1,3,398,5,99,28,672,5040,411,4828878,4,1
pod,MALD1_sR,MALD1,15321,594,words12,3,15321_12,907,12,13201,pod,pad,23,17,6,14,9,1,3,389,4,62,31,408,998,64,5209484,4,1
poker,MALD1_sR,MALD1,15321,177,words12,2,15321_12,705,12,13220,poker,pokX,8,6,2,4,4,2,4,398,6,39,15,819,1501,266,129058482,5,2
porch,MALD1_sR,MALD1,15321,454,words12,1,15321_12,785,12,13318,porch,porC,7,5,2,2,5,1,4,470,6,25,16,491,5514,271,3420626,5,1
prim,MALD1_sR,MALD1,15321,209,words12,1,15321_12,950,12,13630,prim,prIm,10,7,3,4,6,1,4,348,5,31,26,19,219,11,668388,5,1
rare,MALD1_sR,MALD1,15321,624,words12,6,15321_12,742,12,14240,rare,rEr,22,20,2,17,5,1,3,352,5,122,30,1087,12194,1902,29730256,4,1
rut,MALD1_sR,MALD1,15321,297,words12,2,15321_12,1961,12,15033,rut,r^t,28,25,3,18,10,1,3,317,4,90,36,78,710,37,557418,4,1
serve,MALD1_sR,MALD1,15321,246,words12,5,15321_12,1359,12,15474,serve,sRv,14,10,4,7,7,1,3,607,6,44,15,1935,23965,2931,36697856,4,1
shard,MALD1_sR,MALD1,15321,659,words12,2,15321_12,754,12,15531,shard,Sard,12,11,1,9,3,1,4,450,6,47,19,37,166,9,288486,5,1
shill,MALD1_sR,MALD1,15321,703,words12,1,15321_12,786,12,15570,shill,SIl,25,23,2,21,4,1,3,417,6,98,16,14,78,26,167644,4,
sloth,MALD1_sR,MALD1,15321,216,words12,1,15321_12,657,12,15832,sloth,slcT,3,2,1,1,2,1,4,529,6,15,8,74,290,52,519816,4,1
sought,MALD1_sR,MALD1,15321,121,words12,2,15321_12,918,12,16021,sought,sct,24,19,5,18,6,1,3,456,4,64,7,240,10896,813,12399522,4,1
spilled,MALD1_sR,MALD1,15321,800,words12,2,15321_12,756,12,16116,spilled,spIld,3,2,1,1,2,1,5,559,7,10,5,324,1819,187,978351,5,2
still,MALD1_sR,MALD1,15321,376,words12,4,15321_12,988,12,16370,still,stIl,17,14,3,5,12,1,4,549,6,49,18,40225,195162,47989,190450277,5,1
tack,MALD1_sR,MALD1,15321,603,words12,1,15321_12,765,12,16920,tack,t@k,37,27,10,23,14,1,3,377,5,115,32,108,912,90,2548232,4,1
twig,MALD1_sR,MALD1,15321,205,words12,2,15321_12,786,12,17888,twig,twIg,8,7,1,4,4,1,4,333,5,19,10,69,412,10,606887,5,1
vial,MALD1_sR,MALD1,15321,449,words12,1,15321_12,858,12,18505,vial,vYL,10,6,4,1,9,2,4,389,5,19,22,66,496,46,1014511,5,1
wealth,MALD1_sR,MALD1,15321,472,words12,3,15321_12,2379,12,18859,wealth,wElT,6,5,1,1,5,1,4,521,7,26,4,324,8451,1231,14325239,5,1
wick,MALD1_sR,MALD1,15321,348,words12,4,15321_12,707,12,19016,wick,wIk,26,23,3,16,10,1,3,333,5,119,29,128,393,25,1224557,4,1
yankee,MALD1_sR,MALD1,15321,367,words12,9,15321_12,780,12,19239,Yankee,y@Gki,3,2,1,2,1,2,5,444,7,16,4,459,1670,280,4515905,6,1
zip,MALD1_sR,MALD1,15321,699,words12,6,15321_12,806,12,19313,zip,zIp,14,13,1,12,2,1,3,446,4,52,23,389,1981,232,70559906,4,1
actor,MALD1_sR,MALD1,15345,162,words18,6,15345_18,695,18,207,actor,@ktX,5,2,3,4,1,2,4,416,6,25,9,1343,9611,3815,16283217,5,2
altar,MALD1_sR,MALD1,15345,630,words18,1,15345_18,1051,18,562,altar,cltX,5,1,4,4,1,2,4,469,6,21,13,259,2233,171,2628192,5,1
bat,MALD1_sR,MALD1,15345,466,words18,1,15345_18,799,18,1598,bat,b@t,40,33,7,25,15,1,3,384,4,101,54,1052,4169,567,7734454,4,1
brown,MALD1_sR,MALD1,15345,329,words18,1,15345_18,583,18,2247,brown,brWn,10,8,2,3,7,1,4,438,6,44,15,3066,37344,6568,64118556,5,1
bruise,MALD1_sR,MALD1,15345,43,words18,2,15345_18,736,18,2252,bruise,bruz,10,8,2,3,7,1,4,447,7,68,6,165,531,74,388443,5,1
bunker,MALD1_sR,MALD1,15345,214,words18,1,15345_18,900,18,2322,bunker,b^GkX,4,3,1,2,2,2,5,442,7,18,17,239,1276,302,1914784,6,2
chick,MALD1_sR,MALD1,15345,376,words18,1,15345_18,981,18,3039,chick,CIk,23,22,1,16,7,1,3,358,6,66,15,1334,1506,193,7776742,4,1
clear,MALD1_sR,MALD1,15345,730,words18,1,15345_18,703,18,3269,clear,klIr,9,8,1,5,4,1,4,431,6,38,11,8763,51346,12859,88453565,5,1
comet,MALD1_sR,MALD1,15345,495,words18,2,15345_18,952,18,3502,comet,kamxt,4,2,2,1,3,2,5,482,6,14,7,157,1913,156,3125758,6,2
dock,MALD1_sR,MALD1,15345,567,words18,1,15345_18,572,18,5131,dock,dak,22,21,1,16,6,1,3,354,5,126,20,497,2769,241,6018421,4,1
drone,MALD1_sR,MALD1,15345,409,words18,1,15345_18,733,18,5294,drone,dron,12,11,1,5,7,1,4,413,6,35,17,144,930,178,725818,5,1
felon,MALD1_sR,MALD1,15345,525,words18,1,15345_18,1021,18,6316,felon,fEl|n,3,2,1,2,1,2,5,565,6,52,8,128,399,133,392714,6,1
flop,MALD1_sR,MALD1,15345,113,words18,1,15345_18,741,18,6562,flop,flap,9,7,2,5,4,1,4,354,5,18,18,118,836,240,2648219,5,1
flute,MALD1_sR,MALD1,15345,350,words18,1,15345_18,792,18,6597,flute,flut,12,10,2,2,10,1,4,409,6,29,9,108,881,86,4091997,5,1
gent,MALD1_sR,MALD1,15345,139,words18,2,15345_18,665,18,7092,gent,JEnt,17,14,3,12,5,1,4,391,5,57,32,82,175,31,1074241,5,1
glow,MALD1_sR,MALD1,15345,527,words18,3,15345_18,643,18,7234,glow,glo,13,7,6,8,5,1,3,308,5,50,17,293,3916,139,5332631,4,1
ham,MALD1_sR,MALD1,15345,167,words18,1,15345_18,759,18,7607,ham,h@m,26,24,2,14,12,1,3,464,4,105,56,591,2215,283,6719894,4,1
howl,MALD1_sR,MALD1,15345,115,words18,1,15345_18,725,18,8081,howl,hWl,15,13,2,13,2,1,3,376,5,82,13,105,794,60,835214,4,1
links,MALD1_sR,MALD1,15345,262,words18,1,15345_18,867,18,9968,links,lIGks,3,2,1,2,1,1,5,408,5,29,21,141,5966,537,339944467,6,1
moss,MALD1_sR,MALD1,15345,272,words18,2,15345_18,686,18,11180,moss,mcs,15,14,1,12,3,1,3,480,5,90,44,145,2605,209,5520302,4,1
pay,MALD1_sR,MALD1,15345,105,words18,1,15345_18,883,18,12575,pay,pe,33,20,13,17,16,1,2,292,4,147,47,12985,51421,14803,129203391,3,2
rash,MALD1_sR,MALD1,15345,577,words18,3,15345_18,614,18,14248,rash,r@S,26,20,6,15,11,1,3,447,5,86,35,410,1209,150,2430246,4,1
rich,MALD1_sR,MALD1,15345,144,words18,1,15345_18,701,18,14802,rich,rIC,21,20,1,10,11,1,3,439,5,83,24,4100,23965,4320,37207657,4,1
scrape,MALD1_sR,MALD1,15345,37,words18,2,15345_18,914,18,15276,scrape,skrep,3,2,1,1,2,1,5,569,7,8,6,210,1357,92,699467,6,1
sneeze,MALD1_sR,MALD1,15345,100,words18,4,15345_18,804,18,15893,sneeze,sniz,3,2,1,1,2,1,4,566,7,46,2,150,352,72,366864,5,1
steep,MALD1_sR,MALD1,15345,750,words18,1,15345_18,772,18,16324,steep,stip,10,8,2,3,7,1,4,373,6,41,15,125,4143,238,3399504,5,1
switch,MALD1_sR,MALD1,15345,173,words18,2,15345_18,1005,18,16829,switch,swIC,11,10,1,5,6,1,4,475,7,21,6,1434,6924,979,45341217,5,1
thai,MALD1_sR,MALD1,15345,667,words18,1,15345_18,867,18,17190,Thai,tY,34,22,12,18,16,1,2,355,5,126,19,167,2063,175,13729139,3,
thrill,MALD1_sR,MALD1,15345,471,words18,2,15345_18,619,18,17302,thrill,TrIl,7,6,1,6,1,1,4,467,7,17,5,429,2027,380,2690731,5,1
tops,MALD1_sR,MALD1,15345,271,words18,1,15345_18,684,18,17494,tops,taps,5,4,1,3,2,1,4,452,5,38,30,375,3305,257,11774961,5,2
vie,MALD1_sR,MALD1,15345,36,words18,1,15345_18,973,18,18540,vie,vY,25,18,7,17,8,1,2,308,4,105,48,110,616,43,2473789,3,1
will,MALD1_sR,MALD1,15345,102,words18,1,15345_18,627,18,19044,will,wIl,34,28,6,24,10,1,3,308,5,134,33,108306,501986,140565,1356315700,4,1
baby,MALD1_sR,MALD1,15351,124,words20,6,15351_20,912,20,1412,baby,bebi,5,4,1,3,2,2,4,372,5,55,17,25978,34012,8993,117716269,5,1
blood,MALD1_sR,MALD1,15351,122,words20,4,15351_20,890,20,1942,blood,bl^d,7,6,1,2,5,1,4,369,6,20,8,9492,36787,5666,61356375,5,1
cave,MALD1_sR,MALD1,15351,763,words20,4,15351_20,727,20,2797,cave,kev,22,19,3,12,10,1,3,470,5,75,36,713,4364,413,7669404,4,1
corn,MALD1_sR,MALD1,15351,235,words20,2,15351_20,1515,20,3962,corn,korn,20,14,6,11,9,1,4,410,5,93,38,725,9077,780,10726347,5,1
curry,MALD1_sR,MALD1,15351,464,words20,6,15351_20,722,20,4329,curry,kRi,14,10,4,5,9,2,3,409,6,106,18,124,2144,319,4030691,4,2
curve,MALD1_sR,MALD1,15351,304,words20,2,15351_20,779,20,4338,curve,kRv,13,12,1,6,7,1,3,468,6,52,10,235,3929,424,11071742,4,1
dally,MALD1_sR,MALD1,15351,766,words20,2,15351_20,867,20,4410,dally,d@li,14,13,1,13,1,2,4,499,5,80,24,39,100,2,142954,5,1
fatal,MALD1_sR,MALD1,15351,453,words20,1,15351_20,729,20,6253,fatal,fetL,7,5,2,3,4,2,5,360,6,9,7,362,3232,719,6786528,6,2
flunk,MALD1_sR,MALD1,15351,744,words20,2,15351_20,845,20,6587,flunk,fl^Gk,6,3,3,4,2,1,5,335,6,14,10,92,81,22,81741,6,1
garb,MALD1_sR,MALD1,15351,321,words20,3,15351_20,1195,20,6997,garb,garb,4,2,2,1,3,1,4,394,5,28,26,16,469,37,614648,5,1
german,MALD1_sR,MALD1,15351,382,words20,1,15351_20,651,20,7117,german,JRmxn,5,4,1,4,1,2,5,380,7,47,30,1624,15726,1764,53712683,6,2
hack,MALD1_sR,MALD1,15351,319,words20,1,15351_20,848,20,7559,hack,h@k,30,27,3,17,13,1,3,412,5,129,34,436,928,91,6547946,4,1
hulk,MALD1_sR,MALD1,15351,619,words20,8,15351_20,1250,20,8096,hulk,h^lk,5,4,1,2,3,1,4,379,5,21,11,208,407,77,2113535,5,1
jewel,MALD1_sR,MALD1,15351,137,words20,4,15351_20,1002,20,9326,jewel,JuL,6,5,1,2,4,1,3,619,6,70,5,369,1380,162,5603871,4,1
judge,MALD1_sR,MALD1,15351,767,words20,3,15351_20,614,20,9388,judge,J^J,6,5,1,4,2,1,3,470,6,16,11,4063,26228,11590,30906773,4,1
mogul,MALD1_sR,MALD1,15351,731,words20,1,15351_20,1588,20,11017,mogul,mogL,4,3,1,1,3,2,5,499,6,30,4,47,891,159,753098,6,1
mutton,MALD1_sR,MALD1,15351,286,words20,6,15351_20,928,20,11323,mutton,m^tN,4,3,1,2,2,2,5,579,5,24,10,40,157,4,389582,5,1
pill,MALD1_sR,MALD1,15351,406,words20,1,15351_20,582,20,12998,pill,pIl,36,32,4,25,11,1,3,325,5,114,32,603,2625,802,12755636,4,1
plum,MALD1_sR,MALD1,15351,163,words20,1,15351_20,807,20,13168,plum,pl^m,10,7,3,3,7,1,4,416,5,34,16,174,1375,118,2962013,5,1
ring,MALD1_sR,MALD1,15351,500,words20,1,15351_20,698,20,14838,ring,rIG,23,21,2,11,12,1,3,509,5,82,39,4730,12222,1864,54346434,4,1
shun,MALD1_sR,MALD1,15351,791,words20,2,15351_20,661,20,15640,shun,S^n,19,18,1,15,4,1,3,426,5,106,21,26,447,39,733434,4,1
sidle,MALD1_sR,MALD1,15351,351,words20,8,15351_20,1189,20,15657,sidle,sYdL,7,5,2,3,4,2,5,510,6,38,13,54,77,4,55534,6,1
skit,MALD1_sR,MALD1,15351,200,words20,1,15351_20,874,20,15764,skit,skIt,14,12,2,4,10,1,4,479,5,33,15,42,217,74,629356,5,1
solar,MALD1_sR,MALD1,15351,109,words20,1,15351_20,2195,20,15951,solar,solX,13,11,2,7,6,2,4,499,6,89,15,236,9611,875,20427276,4,1
steam,MALD1_sR,MALD1,15351,234,words20,1,15351_20,868,20,16321,steam,stim,8,5,3,3,5,1,4,484,6,39,13,686,4303,462,11148945,5,1
swing,MALD1_sR,MALD1,15351,628,words20,2,15351_20,749,20,16824,swing,swIG,12,10,2,5,7,1,4,473,6,28,18,1325,6943,993,12736938,5,1
tax,MALD1_sR,MALD1,15351,181,words20,2,15351_20,814,20,17022,tax,t@ks,9,6,3,3,6,1,4,433,4,95,36,742,40830,15658,146911524,5,1
trash,MALD1_sR,MALD1,15351,167,words20,1,15351_20,708,20,17648,trash,tr@S,7,6,1,4,3,1,4,466,6,26,8,1146,4581,809,7097772,5,1
wren,MALD1_sR,MALD1,15351,700,words20,2,15351_20,1773,20,19196,wren,rEn,26,22,4,18,8,1,3,313,5,138,17,19,944,13,1206315,4,1
ado,MALD1_sR,MALD1,15351,205,words45,7,15351_45,1040,45,276,ado,xdu,4,1,3,2,2,2,3,347,4,18,29,77,253,60,1581917,4,1
allow,MALD1_sR,MALD1,15351,610,words45,1,15351_45,755,45,529,allow,xlW,5,4,1,2,3,2,3,678,6,26,13,2263,25960,4805,67052832,4,1
bay,MALD1_sR,MALD1,15351,439,words45,2,15351_45,691,45,1621,bay,be,35,22,13,17,18,1,2,262,4,168,46,1236,19167,2111,78975506,3,1
bird,MALD1_sR,MALD1,15351,715,words45,1,15351_45,562,45,1855,bird,bRd,22,18,4,12,10,1,3,307,5,110,17,2318,11125,1383,29443460,4,1
bluff,MALD1_sR,MALD1,15351,394,words45,2,15351_45,824,45,1969,bluff,bl^f,5,3,2,3,2,1,4,569,6,15,7,317,1200,141,3906971,5,1
carry,MALD1_sR,MALD1,15351,360,words45,2,15351_45,655,45,2685,carry,k@ri,19,15,4,9,10,2,4,377,6,126,31,3361,17736,3255,33056477,5,1
case,MALD1_sR,MALD1,15351,458,words45,2,15351_45,682,45,2701,case,kes,22,19,3,12,10,1,3,362,5,100,44,14403,98299,33259,235573247,4,1
cause,MALD1_sR,MALD1,15351,389,words45,1,15351_45,741,45,2786,cause,kcz,10,7,3,4,6,1,3,464,6,105,18,15812,32020,8057,65907985,4,1
chef,MALD1_sR,MALD1,15351,62,words45,1,15351_45,687,45,3011,chef,SEf,8,6,2,4,4,1,3,441,5,57,17,606,6096,1229,9722545,4,1
chronic,MALD1_sR,MALD1,15351,593,words45,1,15351_45,664,45,3137,chronic,kranIk,3,1,2,2,1,2,6,431,8,9,1,252,6034,578,13653202,7,1
chum,MALD1_sR,MALD1,15351,57,words45,1,15351_45,721,45,3153,chum,C^m,16,14,2,11,5,1,3,478,5,48,18,156,264,24,579859,4,1
clause,MALD1_sR,MALD1,15351,193,words45,1,15351_45,688,45,3259,clause,klcz,4,2,2,1,3,1,4,639,7,35,11,143,2642,288,13906621,5,1
cower,MALD1_sR,MALD1,15351,789,words45,2,15351_45,956,45,4092,cower,kWX,9,7,2,5,4,2,3,370,6,62,28,16,115,13,96406,4,1
crumple,MALD1_sR,MALD1,15351,568,words45,2,15351_45,715,45,4254,crumple,kr^mpL,2,1,1,1,1,2,7,539,8,7,5,8,101,6,77197,8,1
define,MALD1_sR,MALD1,15351,774,words45,1,15351_45,708,45,4584,define,dIfYn,4,3,1,2,2,2,5,598,7,10,11,318,6794,1190,36090823,6,2
father,MALD1_sR,MALD1,15351,738,words45,4,15351_45,645,45,6260,father,faDX,6,5,1,5,1,2,4,418,7,15,14,28279,80659,15116,48581480,5,1
hide,MALD1_sR,MALD1,15351,170,words45,3,15351_45,804,45,7886,hide,hYd,21,19,2,15,6,1,3,374,5,104,33,3554,7788,1521,27160697,4,1
how,MALD1_sR,MALD1,15351,794,words45,2,15351_45,827,45,8076,how,hW,18,16,2,9,9,1,2,404,4,117,44,155867,351693,113754,571863383,3,1
job,MALD1_sR,MALD1,15351,479,words45,2,15351_45,563,45,9345,job,Jab,19,18,1,13,6,1,3,388,4,53,24,21063,72084,21065,177720493,4,1
line,MALD1_sR,MALD1,15351,303,words45,1,15351_45,957,45,9949,line,lYn,32,28,4,20,12,1,3,328,5,123,59,10515,70663,14206,280022418,4,1
lose,MALD1_sR,MALD1,15351,418,words45,2,15351_45,718,45,10124,lose,luz,17,14,3,9,8,1,3,499,5,145,47,8382,21791,6458,24140555,4,1
lyre,MALD1_sR,MALD1,15351,325,words45,2,15351_45,583,45,10211,lyre,lYr,25,23,2,15,10,1,3,344,4,64,18,4,98,4,300168,4,
nerve,MALD1_sR,MALD1,15351,324,words45,1,15351_45,950,45,11503,nerve,nRv,6,5,1,5,1,1,3,419,6,27,8,1171,4198,612,6567853,4,1
off,MALD1_sR,MALD1,15351,111,words45,1,15351_45,563,45,11875,off,cf,12,7,5,4,8,1,2,374,4,56,14,60155,190390,39513,284052274,3,1
pious,MALD1_sR,MALD1,15351,84,words45,7,15351_45,1043,45,13034,pious,pYxs,2,1,1,1,1,2,4,524,6,19,3,48,610,30,713689,5,1
plank,MALD1_sR,MALD1,15351,300,words45,3,15351_45,689,45,13100,plank,pl@Gk,7,5,2,6,1,1,5,430,6,14,15,104,947,115,1265284,6,1
plume,MALD1_sR,MALD1,15351,532,words45,3,15351_45,777,45,13172,plume,plum,7,5,2,5,2,1,4,418,6,19,11,24,670,64,1269109,5,1
profession,MALD1_sR,MALD1,15351,413,words45,1,15351_45,815,45,13713,profession,prxfES|n,2,1,1,1,1,3,8,465,11,3,3,461,6691,677,9208483,9,1
ranger,MALD1_sR,MALD1,15351,449,words45,1,15351_45,847,45,14221,ranger,renJX,3,2,1,2,1,2,5,559,7,15,25,379,1853,207,5077778,6,2
reversal,MALD1_sR,MALD1,15351,769,words45,10,15351_45,698,45,14750,reversal,rIvRsL,2,1,1,1,1,3,7,563,9,3,2,57,1381,226,2425317,8,3
seize,MALD1_sR,MALD1,15351,386,words45,1,15351_45,933,45,15375,seize,siz,22,17,5,9,13,1,3,639,6,188,7,246,1716,411,1910081,4,1
shred,MALD1_sR,MALD1,15351,115,words45,1,15351_45,759,45,15617,shred,SrEd,8,6,2,6,2,1,4,449,6,28,7,150,669,133,851931,5,1
sleep,MALD1_sR,MALD1,15351,12,words45,1,15351_45,708,45,15798,sleep,slip,13,10,3,5,8,1,4,407,6,28,13,11625,21585,3484,29496833,5,1
slung,MALD1_sR,MALD1,15351,275,words45,2,15351_45,993,45,15842,slung,sl^G,14,11,3,6,8,1,4,454,4,15,9,16,862,17,255720,4,1
solder,MALD1_sR,MALD1,15351,184,words45,1,15351_45,1076,45,15954,solder,sadX,7,6,1,4,3,2,4,420,7,31,20,2,122,6,1709674,5,1
speck,MALD1_sR,MALD1,15351,153,words45,4,15351_45,802,45,16080,speck,spEk,8,7,1,1,7,1,4,523,6,30,11,95,590,52,758600,5,1
tan,MALD1_sR,MALD1,15351,355,words45,6,15351_45,647,45,16959,tan,t@n,25,23,2,17,8,1,3,428,4,113,59,439,2512,197,9751642,4,1
theory,MALD1_sR,MALD1,15351,637,words45,1,15351_45,632,45,17221,theory,TIri,7,5,2,6,1,2,4,521,7,31,1,1459,23351,2194,50278307,5,1
wheat,MALD1_sR,MALD1,15351,531,words45,2,15351_45,697,45,18921,wheat,hwit,9,8,1,3,6,1,3,359,6,97,6,293,4356,332,8685589,4,1
wove,MALD1_sR,MALD1,15351,383,words45,4,15351_45,640,45,19186,wove,wov,12,11,1,8,4,1,3,430,5,24,15,12,341,10,198353,4,1
yawl,MALD1_sR,MALD1,15351,59,words45,1,15351_45,972,45,19246,yawl,ycl,16,15,1,14,2,1,3,448,4,66,5,12,41,0,59825,4,1
any,MALD1_sR,MALD1,15362,162,words23,1,15362_23,922,23,840,any,Eni,9,4,5,5,4,2,3,459,4,105,29,56068,219278,61618,710755610,4,1
bloater,MALD1_sR,MALD1,15362,92,words23,2,15362_23,1114,23,1935,bloater,blotX,2,1,1,1,1,2,5,668,7,11,3,2,1,0,11706,5,2
butter,MALD1_sR,MALD1,15362,78,words23,3,15362_23,821,23,2377,butter,b^tX,13,10,3,9,4,2,4,318,7,52,26,1042,10850,766,9727886,5,2
cold,MALD1_sR,MALD1,15362,415,words23,1,15362_23,822,23,3432,cold,kold,15,11,4,10,5,1,4,408,5,76,29,6638,33636,4763,40844411,5,1
cutter,MALD1_sR,MALD1,15362,674,words23,5,15362_23,905,23,4359,cutter,k^tX,12,9,3,9,3,2,4,350,7,51,19,239,1975,122,4273722,5,2
dumb,MALD1_sR,MALD1,15362,233,words23,1,15362_23,699,23,5347,dumb,d^m,29,26,3,18,11,1,3,589,5,94,8,2395,2940,629,5413109,4,1
eve,MALD1_sR,MALD1,15362,429,words23,2,15362_23,923,23,5918,eve,iv,15,6,9,7,8,1,2,515,4,53,23,1437,5435,952,13243304,3,1
fable,MALD1_sR,MALD1,15362,411,words23,1,15362_23,972,23,6143,fable,febL,11,10,1,9,2,2,5,484,6,31,15,20,397,34,1678751,6,1
