Item,Experiment,Release,Subject,Trial,List,WordRunLength,ExperimentRunID,RT,Session,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
sneak,MALD1.1_sR,MALD1.1,190659,179,1,2,190659_68,978,68,15890,sneak,snik,7,5,2,3,4,1,4,475,6,23,5,861,1882,424,2281170,5,1
steeple,MALD1.1_sR,MALD1.1,190659,374,1,2,190659_68,1047,68,16325,steeple,stipL,4,2,2,3,1,2,6,595,8,14,5,21,188,8,376906,7,1
street,MALD1.1_sR,MALD1.1,190659,745,1,1,190659_68,958,68,16460,street,strit,6,5,1,1,5,1,5,412,7,23,6,7557,56313,12122,149137640,6,1
table,MALD1.1_sR,MALD1.1,190659,123,1,2,190659_68,765,68,16902,table,tebL,9,7,2,8,1,2,5,326,6,25,16,5387,73702,4844,165344305,6,1
titan,MALD1.1_sR,MALD1.1,190659,746,1,2,190659_68,680,68,17405,titan,tYtN,5,4,1,2,3,2,5,351,6,30,8,74,733,56,3985761,6,1
vend,MALD1.1_sR,MALD1.1,190659,635,1,1,190659_68,526,68,18394,vend,vEnd,14,11,3,10,4,1,4,579,5,27,14,0,12,0,188697,5,1
woke,MALD1.1_sR,MALD1.1,190659,125,1,4,190659_68,558,68,19124,woke,wok,18,16,2,14,4,1,3,369,5,72,19,1344,4223,733,2630931,4,1
as,MALD1.1_sR,MALD1.1,190694,722,3,3,190694_70,822,70,1098,as,@z,13,9,4,7,6,1,2,407,3,85,77,113068,1515436,251899,2247431740,3,1
banner,MALD1.1_sR,MALD1.1,190694,629,3,2,190694_70,2097,70,1508,banner,b@nX,10,8,2,4,6,2,4,382,7,53,22,302,1872,294,19201681,5,2
boost,MALD1.1_sR,MALD1.1,190694,10,3,5,190694_70,1204,70,2058,boost,bust,9,8,1,8,1,1,4,459,6,29,12,230,5197,714,13675504,5,1
boot,MALD1.1_sR,MALD1.1,190694,79,3,1,190694_70,1090,70,2059,boot,but,32,26,6,23,9,1,3,354,5,97,32,568,3964,404,20827089,4,1
born,MALD1.1_sR,MALD1.1,190694,765,3,4,190694_70,667,70,2071,born,born,14,11,3,10,4,1,4,447,5,69,36,4268,26161,4839,52455025,5,1
bought,MALD1.1_sR,MALD1.1,190694,187,3,1,190694_70,997,70,2091,bought,bct,25,23,2,21,4,1,3,362,7,90,9,4362,17408,2991,31501377,4,1
brick,MALD1.1_sR,MALD1.1,190694,21,3,1,190694_70,1169,70,2184,brick,brIk,13,10,3,4,9,1,4,334,6,74,22,519,4497,295,8095470,5,1
brunch,MALD1.1_sR,MALD1.1,190694,135,3,2,190694_70,1577,70,2254,brunch,br^nC,4,3,1,3,1,1,5,441,7,13,4,189,785,45,2123970,6,1
buddy,MALD1.1_sR,MALD1.1,190694,444,3,1,190694_70,728,70,2275,buddy,b^di,6,5,1,4,2,2,4,330,6,59,14,5247,3988,858,23617675,5,1
calm,MALD1.1_sR,MALD1.1,190694,545,3,1,190694_70,683,70,2473,calm,kam,17,15,2,8,9,1,4,373,5,40,25,4541,8252,1588,7869271,5,1
check,MALD1.1_sR,MALD1.1,190694,790,3,2,190694_70,761,70,2997,check,CEk,15,14,1,12,3,1,3,367,6,65,9,14228,26608,6771,244508125,4,1
crack,MALD1.1_sR,MALD1.1,190694,663,3,2,190694_70,1150,70,4108,crack,kr@k,18,14,4,5,13,1,4,431,6,62,11,1675,7127,1522,16639894,5,1
cup,MALD1.1_sR,MALD1.1,190694,566,3,2,190694_70,593,70,4303,cup,k^p,18,15,3,10,8,1,3,186,4,76,22,2634,33206,1183,45039410,4,1
daily,MALD1.1_sR,MALD1.1,190694,678,3,3,190694_70,636,70,4403,daily,deli,9,8,1,7,2,2,4,442,5,86,12,797,24139,2921,105841570,5,1
dreamer,MALD1.1_sR,MALD1.1,190694,25,3,1,190694_70,1188,70,5265,dreamer,drimX,3,1,2,1,2,2,5,529,8,20,6,155,425,34,1395641,6,2
fizzle,MALD1.1_sR,MALD1.1,190694,87,3,3,190694_70,915,70,6476,fizzle,fIzL,6,4,2,3,3,2,5,559,7,26,3,10,124,17,177487,6,1
flash,MALD1.1_sR,MALD1.1,190694,250,3,2,190694_70,1159,70,6507,flash,fl@S,10,9,1,4,6,1,4,608,6,30,10,783,5606,592,68397676,5,1
fright,MALD1.1_sR,MALD1.1,190694,318,3,1,190694_70,1083,70,6809,fright,frYt,13,9,4,7,6,1,4,459,7,30,7,141,539,77,819010,5,1
front,MALD1.1_sR,MALD1.1,190694,686,3,2,190694_70,718,70,6828,front,fr^nt,5,2,3,4,1,1,5,337,6,15,6,9259,60046,10181,100890012,6,1
grill,MALD1.1_sR,MALD1.1,190694,297,3,1,190694_70,854,70,7417,grill,grIl,15,13,2,7,8,1,4,401,6,41,17,227,4905,475,10254434,5,1
ire,MALD1.1_sR,MALD1.1,190694,764,3,3,190694_70,1556,70,9179,ire,Yr,21,8,13,15,6,1,2,340,4,87,38,14,454,33,1799748,3,1
laid,MALD1.1_sR,MALD1.1,190694,344,3,2,190694_70,797,70,9608,laid,led,30,23,7,17,13,1,3,349,5,98,24,1527,10429,1946,13359320,4,1
monk,MALD1.1_sR,MALD1.1,190694,181,3,3,190694_70,1646,70,11074,monk,m^Gk,12,10,2,9,3,1,4,285,5,39,28,376,1593,129,3594297,5,1
mortar,MALD1.1_sR,MALD1.1,190694,429,3,1,190694_70,906,70,11166,mortar,mortX,4,3,1,3,1,2,5,609,7,24,5,117,1247,194,2046739,6,1
newt,MALD1.1_sR,MALD1.1,190694,302,3,6,190694_70,716,70,11542,newt,nut,26,24,2,19,7,1,3,495,5,72,14,68,3194,1955,984917,4,1
pant,MALD1.1_sR,MALD1.1,190694,145,3,1,190694_70,1601,70,12349,pant,p@nt,17,12,5,10,7,1,4,367,5,50,32,49,419,44,3138558,5,1
rainy,MALD1.1_sR,MALD1.1,190694,295,3,2,190694_70,1226,70,14190,rainy,reni,6,5,1,3,3,2,4,366,5,84,7,194,1432,203,2469088,5,2
sable,MALD1.1_sR,MALD1.1,190694,27,3,1,190694_70,1710,70,15040,sable,sebL,10,8,2,9,1,2,5,504,6,33,18,42,408,24,1501339,6,1
sex,MALD1.1_sR,MALD1.1,190694,335,3,3,190694_70,1004,70,15500,sex,sEks,6,5,1,4,2,1,4,489,4,72,30,7761,33017,7536,320113308,5,1
sheath,MALD1.1_sR,MALD1.1,190694,532,3,1,190694_70,1038,70,15545,sheath,SiT,11,10,1,4,7,1,3,449,7,55,6,25,520,18,1252872,4,1
sheep,MALD1.1_sR,MALD1.1,190694,290,3,1,190694_70,1082,70,15552,sheep,Sip,20,19,1,13,7,1,3,330,6,88,13,685,3726,348,8964154,4,1
shoddy,MALD1.1_sR,MALD1.1,190694,438,3,1,190694_70,1228,70,15592,shoddy,Sadi,5,4,1,4,1,2,4,518,5,21,1,37,276,54,315087,4,1
silk,MALD1.1_sR,MALD1.1,190694,275,3,2,190694_70,1038,70,15684,silk,sIlk,10,7,3,4,6,1,4,391,5,35,18,499,4549,241,13106363,5,1
sire,MALD1.1_sR,MALD1.1,190694,221,3,1,190694_70,1264,70,15729,sire,sYr,20,17,3,14,6,2,3,539,5,115,37,671,341,6,1607933,4,1
slew,MALD1.1_sR,MALD1.1,190694,447,3,2,190694_70,1004,70,15805,slew,slu,15,10,5,7,8,1,3,562,4,45,15,67,739,87,1336497,4,1
spa,MALD1.1_sR,MALD1.1,190694,271,3,3,190694_70,1613,70,16038,spa,spa,6,3,3,1,5,1,3,511,4,21,16,239,2418,160,31723651,4,1
taint,MALD1.1_sR,MALD1.1,190694,6,3,1,190694_70,1245,70,16935,taint,tent,8,7,1,7,1,1,4,391,6,20,10,40,304,59,381803,5,1
tribe,MALD1.1_sR,MALD1.1,190694,36,3,1,190694_70,1294,70,17694,tribe,trYb,9,7,2,1,8,1,4,503,6,21,11,325,3743,476,7895214,5,1
wench,MALD1.1_sR,MALD1.1,190694,89,3,5,190694_70,1012,70,18900,wench,wEnC,8,6,2,4,4,1,4,394,6,27,12,88,101,3,310447,5,1
wrangle,MALD1.1_sR,MALD1.1,190694,726,3,3,190694_70,1310,70,19189,wrangle,r@GgL,8,7,1,7,1,2,6,519,8,19,5,18,115,21,116673,7,1
written,MALD1.1_sR,MALD1.1,190694,139,3,1,190694_70,1161,70,19210,written,rItN,8,6,2,5,3,2,5,479,5,59,4,2247,26388,5182,98056850,6,1
yes,MALD1.1_sR,MALD1.1,190694,404,3,1,190694_70,917,70,19263,yes,yEs,9,8,1,6,3,1,3,442,4,49,31,101835,106971,69475,159601314,4,1
alike,MALD1.1_sR,MALD1.1,190728,519,8,1,190728_75,910,75,488,alike,xlYk,5,4,1,1,4,2,4,435,6,19,8,579,4512,545,6220960,5,1
and,MALD1.1_sR,MALD1.1,190728,490,8,4,190728_75,1871,75,704,and,@nd,12,2,10,8,4,1,3,519,4,50,30,682780,6911968,1512019,12997637966,4,1
badge,MALD1.1_sR,MALD1.1,190728,404,8,3,190728_75,768,75,1429,badge,b@J,13,12,1,2,11,1,3,413,6,42,8,778,1369,260,6145470,4,1
bald,MALD1.1_sR,MALD1.1,190728,481,8,1,190728_75,646,75,1457,bald,bcld,4,2,2,3,1,1,4,371,5,30,22,496,2136,219,5944017,5,1
blend,MALD1.1_sR,MALD1.1,190728,407,8,2,190728_75,756,75,1916,blend,blEnd,7,4,3,5,2,1,5,321,6,11,9,218,4052,234,9685398,6,1
bond,MALD1.1_sR,MALD1.1,190728,294,8,3,190728_75,1095,75,2032,bond,band,13,11,2,10,3,1,4,475,5,44,29,1595,9158,2047,23449140,5,1
bride,MALD1.1_sR,MALD1.1,190728,760,8,3,190728_75,890,75,2186,bride,brYd,15,12,3,4,11,1,4,332,6,40,15,1235,2756,452,8650865,5,1
car,MALD1.1_sR,MALD1.1,190728,63,8,2,190728_75,663,75,2614,car,kar,24,18,6,12,12,1,3,339,4,162,60,24636,60316,12604,264728586,4,1
classical,MALD1.1_sR,MALD1.1,190728,580,8,1,190728_75,703,75,3253,classical,kl@sIkL,2,1,1,1,1,3,8,516,10,1,0,224,5135,475,33959138,7,3
cluck,MALD1.1_sR,MALD1.1,190728,54,8,2,190728_75,842,75,3333,cluck,kl^k,11,10,1,2,9,1,4,382,6,45,11,73,108,7,134048,5,1
cod,MALD1.1_sR,MALD1.1,190728,656,8,1,190728_75,839,75,3381,cod,kad,27,22,5,17,10,1,3,375,4,100,40,114,1378,174,10428610,4,1
coerce,MALD1.1_sR,MALD1.1,190728,51,8,3,190728_75,877,75,3398,coerce,koRs,3,2,1,1,2,2,4,622,7,14,1,21,239,41,350982,5,1
collie,MALD1.1_sR,MALD1.1,190728,436,8,1,190728_75,1284,75,3452,collie,kali,12,10,2,6,6,2,4,441,7,143,19,53,236,16,1191722,5,1
dies,MALD1.1_sR,MALD1.1,190728,766,8,5,190728_75,818,75,4883,dies,dYz,16,15,1,8,8,1,3,609,5,119,49,1270,2755,536,7535471,4,2
door,MALD1.1_sR,MALD1.1,190728,358,8,1,190728_75,995,75,5192,door,doX,13,10,3,2,11,1,3,338,5,138,21,14895,61644,6657,56642825,4,1
drill,MALD1.1_sR,MALD1.1,190728,556,8,3,190728_75,600,75,5280,drill,drIl,12,10,2,7,5,1,4,285,6,23,11,701,3456,690,8248787,5,1
eager,MALD1.1_sR,MALD1.1,190728,764,8,3,190728_75,685,75,5403,eager,igX,7,6,1,5,2,2,3,359,6,35,31,350,5884,700,4175668,4,1
fleece,MALD1.1_sR,MALD1.1,190728,333,8,1,190728_75,852,75,6525,fleece,flis,4,2,2,1,3,1,4,484,7,26,4,59,638,44,5951007,5,1
fog,MALD1.1_sR,MALD1.1,190728,443,8,1,190728_75,871,75,6612,fog,fcg,10,9,1,7,3,1,3,518,4,51,30,482,3065,233,6897025,4,1
he,MALD1.1_sR,MALD1.1,190728,661,8,1,190728_75,698,75,7716,he,hi,33,24,9,18,15,1,2,388,3,175,59,389497,1741940,427494,842847219,3,1
hutch,MALD1.1_sR,MALD1.1,190728,700,8,2,190728_75,788,75,8153,hutch,h^C,16,15,1,6,10,1,3,549,6,51,11,184,289,19,1373960,4,1
ink,MALD1.1_sR,MALD1.1,190728,250,8,1,190728_75,680,75,8833,ink,IGk,14,2,12,12,2,1,3,356,4,45,31,382,2854,268,25445645,4,1
load,MALD1.1_sR,MALD1.1,190728,134,8,1,190728_75,1417,75,10046,load,lod,27,24,3,16,11,1,3,379,5,100,18,1490,6907,548,37899135,4,1
loath,MALD1.1_sR,MALD1.1,190728,274,8,1,190728_75,850,75,10050,loath,loT,13,11,2,3,10,1,3,479,6,48,7,5,316,25,158004,4,1
mess,MALD1.1_sR,MALD1.1,190728,497,8,2,190728_75,675,75,10733,mess,mEs,18,17,1,14,4,1,3,509,5,93,28,3985,6870,1710,7013956,4,1
mute,MALD1.1_sR,MALD1.1,190728,473,8,2,190728_75,885,75,11314,mute,myut,6,4,2,3,3,1,4,310,5,17,22,127,922,79,2352445,5,1
render,MALD1.1_sR,MALD1.1,190728,25,8,2,190728_75,669,75,14570,render,rEndX,4,3,1,3,1,2,5,379,7,31,26,103,1511,119,5232001,6,2
root,MALD1.1_sR,MALD1.1,190728,264,8,1,190728_75,691,75,14915,root,rut,30,26,4,21,9,1,3,271,5,123,28,534,6744,816,41844352,4,1
rotor,MALD1.1_sR,MALD1.1,190728,513,8,1,190728_75,821,75,14936,rotor,rotX,6,4,2,2,4,2,4,339,6,61,3,24,510,68,2003039,5,1
snip,MALD1.1_sR,MALD1.1,190728,352,8,4,190728_75,952,75,15899,snip,snIp,11,8,3,4,7,1,4,472,5,19,10,108,311,23,1193439,5,1
suck,MALD1.1_sR,MALD1.1,190728,783,8,1,190728_75,737,75,16625,suck,s^k,25,20,5,15,10,1,3,406,5,80,28,1779,1616,213,22523935,4,1
teach,MALD1.1_sR,MALD1.1,190728,197,8,1,190728_75,650,75,17031,teach,tiC,13,11,2,6,7,1,3,360,6,69,16,3715,14813,2299,19086011,4,1
tend,MALD1.1_sR,MALD1.1,190728,503,8,2,190728_75,852,75,17109,tend,tEnd,16,11,5,11,5,1,4,358,5,39,19,626,14823,2397,13845810,5,1
trim,MALD1.1_sR,MALD1.1,190728,548,8,2,190728_75,809,75,17722,trim,trIm,9,8,1,4,5,1,4,391,5,36,17,218,3321,160,10397657,5,1
when,MALD1.1_sR,MALD1.1,190728,391,8,2,190728_75,1028,75,18928,when,hwEn,6,3,3,2,4,1,3,329,5,121,17,103739,593332,149122,650640447,4,1
antic,MALD1.1_sR,MALD1.1,190728,433,10,2,190728_77,861,77,808,antic,@ntIk,2,1,1,1,1,2,5,453,6,8,8,4,77,5,148766,6,2
avert,MALD1.1_sR,MALD1.1,190728,685,10,3,190728_77,707,77,1357,avert,xvRt,5,4,1,3,2,2,4,412,6,9,13,30,658,108,767636,5,1
bash,MALD1.1_sR,MALD1.1,190728,269,10,3,190728_77,623,77,1578,bash,b@S,24,21,3,14,10,1,3,439,5,76,37,167,916,357,4726953,4,1
bell,MALD1.1_sR,MALD1.1,190728,365,10,1,190728_77,654,77,1717,bell,bEl,27,22,5,18,9,1,3,395,5,148,44,2006,10969,1404,25286532,4,1
carrier,MALD1.1_sR,MALD1.1,190728,199,10,1,190728_77,677,77,2683,carrier,k@riX,5,4,1,3,2,3,5,517,8,41,18,326,3150,548,22919197,6,2
cow,MALD1.1_sR,MALD1.1,190728,800,10,1,190728_77,745,77,4089,cow,kW,19,15,4,10,9,1,2,278,4,115,44,1301,3428,411,8270235,3,1
daisy,MALD1.1_sR,MALD1.1,190728,646,10,1,190728_77,796,77,4408,daisy,dezi,6,5,1,4,2,2,4,466,6,32,6,689,1463,144,5125361,5,2
does,MALD1.1_sR,MALD1.1,190728,174,10,2,190728_77,580,77,5146,does,d^z,16,15,1,6,10,1,3,415,5,83,39,34002,203088,71883,314032845,4,1
fate,MALD1.1_sR,MALD1.1,190728,709,10,3,190728_77,754,77,6257,fate,fet,29,24,5,18,11,1,3,388,5,86,35,1375,6063,965,7165648,4,1
feat,MALD1.1_sR,MALD1.1,190728,250,10,1,190728_77,900,77,6282,feat,fit,24,19,5,17,7,1,3,346,5,67,20,78,1263,105,5369388,4,1
from,MALD1.1_sR,MALD1.1,190728,277,10,2,190728_77,947,77,6826,from,fr^m,5,4,1,4,1,1,4,486,5,32,15,103992,1043919,200634,2275621616,5,1
gene,MALD1.1_sR,MALD1.1,190728,383,10,2,190728_77,675,77,7063,gene,Jin,17,14,3,13,4,1,3,431,5,120,25,743,7341,1702,34268022,4,1
glaze,MALD1.1_sR,MALD1.1,190728,334,10,2,190728_77,689,77,7201,glaze,glez,6,4,2,4,2,1,4,509,6,45,12,45,1143,98,1431525,5,1
gout,MALD1.1_sR,MALD1.1,190728,528,10,1,190728_77,621,77,7321,gout,gWt,17,16,1,15,2,1,3,240,5,39,17,71,160,7,744794,4,1
lag,MALD1.1_sR,MALD1.1,190728,733,10,1,190728_77,769,77,9603,lag,l@g,27,25,2,17,10,1,3,413,4,77,44,75,1067,96,2786744,4,1
lark,MALD1.1_sR,MALD1.1,190728,40,10,1,190728_77,749,77,9671,lark,lark,11,9,2,7,4,1,4,351,5,46,22,83,423,28,972888,5,1
lean,MALD1.1_sR,MALD1.1,190728,766,10,4,190728_77,728,77,9746,lean,lin,33,30,3,19,14,1,3,370,5,175,41,529,5159,428,6431983,4,1
out,MALD1.1_sR,MALD1.1,190728,526,10,1,190728_77,621,77,12093,out,Wt,18,8,10,15,3,1,2,296,4,48,36,197131,586130,167454,741609797,3,1
poke,MALD1.1_sR,MALD1.1,190728,258,10,1,190728_77,666,77,13219,poke,pok,27,22,5,18,9,1,3,409,5,89,25,298,1055,166,1491296,4,1
proud,MALD1.1_sR,MALD1.1,190728,385,10,4,190728_77,592,77,13847,proud,prWd,7,6,1,2,5,1,4,377,6,21,2,4265,10752,3382,17169250,5,1
punch,MALD1.1_sR,MALD1.1,190728,195,10,1,190728_77,695,77,13948,punch,p^nC,8,7,1,6,2,1,4,370,6,14,8,1514,3872,631,6873557,5,1
ransom,MALD1.1_sR,MALD1.1,190728,37,10,2,190728_77,802,77,14225,ransom,r@nsxm,3,2,1,2,1,2,6,563,7,11,8,498,818,262,1423196,7,1
reception,MALD1.1_sR,MALD1.1,190728,362,10,1,190728_77,738,77,14343,reception,rIsEpS|n,2,1,1,1,1,3,8,583,10,2,2,568,3813,350,13317222,9,1
resign,MALD1.1_sR,MALD1.1,190728,106,10,2,190728_77,744,77,14665,resign,rIzYn,5,4,1,3,2,2,5,599,7,7,7,257,1862,906,1651986,6,2
rocker,MALD1.1_sR,MALD1.1,190728,189,10,2,190728_77,645,77,14886,rocker,rakX,4,3,1,2,2,2,4,412,7,52,21,64,819,114,2324259,5,2
saint,MALD1.1_sR,MALD1.1,190728,480,10,3,190728_77,804,77,15078,saint,sent,6,4,2,4,2,1,4,488,6,22,10,914,6076,770,38937465,5,1
salary,MALD1.1_sR,MALD1.1,190728,737,10,1,190728_77,741,77,15085,salary,s@lXi,4,3,1,3,1,3,5,568,7,17,3,548,5762,824,21156261,6,1
scour,MALD1.1_sR,MALD1.1,190728,386,10,5,190728_77,854,77,15268,scour,skWr,7,5,2,1,6,2,4,640,6,14,7,31,274,36,411478,5,1
smote,MALD1.1_sR,MALD1.1,190728,173,10,1,190728_77,838,77,15872,smote,smot,6,5,1,3,3,1,4,503,5,12,3,13,41,1,279526,4,1
soy,MALD1.1_sR,MALD1.1,190728,488,10,2,190728_77,792,77,16037,soy,sO,13,12,1,4,9,1,2,529,4,78,39,118,2697,121,4654795,3,1
square,MALD1.1_sR,MALD1.1,190728,234,10,4,190728_77,721,77,16219,square,skwEr,3,1,2,1,2,1,5,529,7,6,3,1620,20747,2352,44788646,6,1
tenant,MALD1.1_sR,MALD1.1,190728,516,10,2,190728_77,675,77,17108,tenant,tEn|nt,3,1,2,1,2,2,6,412,7,5,2,155,1422,88,6841635,7,1
tread,MALD1.1_sR,MALD1.1,190728,333,10,1,190728_77,643,77,17660,tread,trEd,12,9,3,5,7,1,4,309,6,25,10,116,775,89,1673940,5,1
abbey,MALD1.1_sR,MALD1.1,190728,548,11,5,190728_78,676,78,16,abbey,@bi,10,5,5,9,1,2,3,479,6,57,4,162,1069,281,4224864,4,1
alone,MALD1.1_sR,MALD1.1,190728,413,11,2,190728_78,708,78,545,alone,xlon,7,5,2,5,2,2,4,488,5,30,18,15735,37065,5859,39331197,5,1
bang,MALD1.1_sR,MALD1.1,190728,674,11,1,190728_78,823,78,1499,bang,b@G,19,18,1,8,11,1,3,448,5,68,38,1019,2963,592,17605934,4,1
bread,MALD1.1_sR,MALD1.1,190728,632,11,6,190728_78,588,78,2159,bread,brEd,15,12,3,7,8,1,4,327,6,45,18,1445,10191,846,13576239,5,1
brook,MALD1.1_sR,MALD1.1,190728,362,11,2,190728_78,604,78,2238,brook,brUk,6,4,2,3,3,1,4,259,6,30,10,104,1464,121,6044943,5,1
carnal,MALD1.1_sR,MALD1.1,190728,412,11,1,190728_78,864,78,2660,carnal,karnL,5,3,2,2,3,2,6,347,6,25,6,61,203,7,550376,6,1
chest,MALD1.1_sR,MALD1.1,190728,665,11,1,190728_78,822,78,3027,chest,CEst,13,12,1,12,1,1,4,519,6,35,10,2090,13451,980,13517184,5,1
cloud,MALD1.1_sR,MALD1.1,190728,270,11,1,190728_78,793,78,3325,cloud,klWd,7,6,1,3,4,1,4,447,6,26,8,599,6279,665,11340427,5,1
cyst,MALD1.1_sR,MALD1.1,190728,3,11,3,190728_78,692,78,4383,cyst,sIst,10,7,3,6,4,1,4,419,5,42,5,22,339,10,850857,5,1
dam,MALD1.1_sR,MALD1.1,190728,311,11,3,190728_78,822,78,4412,dam,d@m,22,18,4,17,5,1,3,467,4,85,54,293,2844,306,9211089,4,1
deck,MALD1.1_sR,MALD1.1,190728,728,11,2,190728_78,634,78,4528,deck,dEk,20,19,1,11,9,1,3,309,5,103,32,1212,6451,516,16091750,4,1
dew,MALD1.1_sR,MALD1.1,190728,722,11,8,190728_78,533,78,4831,dew,du,34,23,11,19,15,1,2,326,4,182,39,109,636,40,4532686,3,1
dive,MALD1.1_sR,MALD1.1,190728,377,11,1,190728_78,645,78,5107,dive,dYv,17,14,3,9,8,1,3,494,5,54,28,654,2367,302,8258687,4,1
early,MALD1.1_sR,MALD1.1,190728,406,11,1,190728_78,627,78,5409,early,Rli,10,6,4,9,1,2,3,386,6,96,16,5510,80958,12985,100013871,4,2
hill,MALD1.1_sR,MALD1.1,190728,110,11,5,190728_78,608,78,7902,hill,hIl,33,31,2,23,10,1,3,442,5,109,33,1915,23005,5740,64012203,4,1
innate,MALD1.1_sR,MALD1.1,190728,486,11,1,190728_78,663,78,8844,innate,Inet,4,2,2,2,2,2,4,599,7,9,1,39,907,61,1052902,5,1
is,MALD1.1_sR,MALD1.1,190728,356,11,1,190728_78,574,78,9230,is,Iz,13,10,3,5,8,1,2,384,3,88,65,459663,2365648,736384,4705747796,3,1
king,MALD1.1_sR,MALD1.1,190728,463,11,2,190728_78,597,78,9501,king,kIG,17,15,2,8,9,1,3,421,5,75,32,6592,41108,17834,79811889,4,1
lanky,MALD1.1_sR,MALD1.1,190728,328,11,1,190728_78,798,78,9649,lanky,l@Gki,4,2,2,2,2,2,5,475,5,17,9,22,480,8,148174,5,1
legal,MALD1.1_sR,MALD1.1,190728,513,11,1,190728_78,603,78,9778,legal,ligL,6,3,3,4,2,2,5,400,6,44,7,1821,28844,7089,142053548,6,1
lung,MALD1.1_sR,MALD1.1,190728,637,11,2,190728_78,833,78,10189,lung,l^G,18,15,3,12,6,1,3,379,5,49,33,420,3034,628,10318853,4,1
mate,MALD1.1_sR,MALD1.1,190728,694,11,5,190728_78,685,78,10536,mate,met,28,26,2,19,9,1,3,394,5,110,52,1491,3766,815,9736872,4,1
merger,MALD1.1_sR,MALD1.1,190728,691,11,2,190728_78,752,78,10716,merger,mRJX,7,6,1,3,4,2,4,375,7,15,17,202,1946,353,6021111,5,2
mulch,MALD1.1_sR,MALD1.1,190728,1,11,1,190728_78,958,78,11242,mulch,m^lC,4,2,2,1,3,1,4,461,6,16,9,22,830,26,833160,5,1
perjure,MALD1.1_sR,MALD1.1,190728,650,11,3,190728_78,719,78,12752,perjure,pRJX,5,3,2,2,3,2,4,374,8,10,4,8,13,5,13874,5,1
pest,MALD1.1_sR,MALD1.1,190728,655,11,1,190728_78,812,78,12821,pest,pEst,19,16,3,14,5,1,4,609,5,51,32,146,1114,54,6639404,5,1
plot,MALD1.1_sR,MALD1.1,190728,594,11,2,190728_78,613,78,13160,plot,plat,12,10,2,6,6,1,4,389,5,37,17,591,5877,1293,18685607,5,1
rise,MALD1.1_sR,MALD1.1,190728,361,11,1,190728_78,947,78,14851,rise,rYz,21,17,4,10,11,1,3,485,5,140,43,1399,19257,2506,29537255,4,1
space,MALD1.1_sR,MALD1.1,190728,4,11,4,190728_78,756,78,16039,space,spes,6,4,2,2,4,1,4,537,6,20,15,3369,45608,5263,121524893,5,1
story,MALD1.1_sR,MALD1.1,190728,615,11,4,190728_78,774,78,16425,story,stori,5,2,3,1,4,2,5,537,6,36,12,11260,81409,29771,138440672,6,1
than,MALD1.1_sR,MALD1.1,190728,298,11,4,190728_78,890,78,17192,than,D@n,12,11,1,11,1,1,3,404,5,65,35,37679,405521,68981,502620262,3,1
thread,MALD1.1_sR,MALD1.1,190728,130,11,1,190728_78,585,78,17291,thread,TrEd,6,5,1,5,1,1,4,478,7,17,3,263,2783,232,167520390,5,1
thumb,MALD1.1_sR,MALD1.1,190728,750,11,1,190728_78,725,78,17322,thumb,T^m,15,13,2,12,3,1,3,432,6,50,6,603,3839,334,7284938,4,1
truffle,MALD1.1_sR,MALD1.1,190728,258,11,2,190728_78,675,78,17787,truffle,tr^fL,4,3,1,2,2,2,6,382,8,7,2,23,280,14,537610,7,
zoo,MALD1.1_sR,MALD1.1,190728,547,11,4,190728_78,725,78,19326,zoo,zu,20,19,1,18,2,1,2,534,4,129,21,696,2842,528,11593039,3,1
abode,MALD1.1_sR,MALD1.1,190754,429,9,1,190754_76,1392,76,52,abode,xbod,4,2,2,1,3,2,4,509,4,10,4,33,213,12,1250165,3,1
beam,MALD1.1_sR,MALD1.1,190754,362,9,1,190754_76,1068,76,1636,beam,bim,16,14,2,9,7,1,3,443,5,94,25,445,3469,153,11828265,4,1
blur,MALD1.1_sR,MALD1.1,190754,399,9,2,190754_76,1286,76,1973,blur,blR,6,3,3,2,4,1,3,399,5,106,11,109,1469,111,1918107,4,1
bold,MALD1.1_sR,MALD1.1,190754,623,9,1,190754_76,1791,76,2009,bold,bold,18,14,4,11,7,1,4,499,5,70,27,385,4302,699,18244843,5,1
bush,MALD1.1_sR,MALD1.1,190754,33,9,1,190754_76,1176,76,2362,bush,bUS,6,5,1,3,3,1,3,317,5,27,30,720,59007,35233,71300864,4,1
circuit,MALD1.1_sR,MALD1.1,190754,599,9,2,190754_76,979,76,3182,circuit,sRk|t,3,2,1,1,2,2,5,550,8,11,1,340,5681,849,26918881,6,1
clan,MALD1.1_sR,MALD1.1,190754,693,9,4,190754_76,862,76,3234,clan,kl@n,12,11,1,3,9,1,4,480,5,49,27,209,2155,130,6798554,5,1
cloth,MALD1.1_sR,MALD1.1,190754,119,9,2,190754_76,1089,76,3319,cloth,klcT,3,2,1,1,2,1,4,459,6,19,8,311,5095,171,9764604,5,1
crept,MALD1.1_sR,MALD1.1,190754,15,9,6,190754_76,1416,76,4171,crept,krEpt,3,2,1,2,1,1,5,345,5,11,4,58,1268,62,590578,5,1
