Node,Item,AllD,ReplaceD,DelinsD,NumSylls,NumPhones,Duration,PhonND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,Dbet
16021,occurs,4,3,1,2,4,483,17,170,6456,503,16200452,4,^kRz
16022,ocean,8,3,5,2,4,454,30,1545,11374,1433,31930797,5,oS^n
16026,oceans,7,1,6,2,5,629,14,94,1737,223,3449660,5,oS^nz
16027,ocher,10,8,2,2,3,401,70,0,116,1,32145,4,okR
16036,odd,17,9,8,1,2,349,72,1226,7882,1390,11877432,3,ad
16038,oddly,3,2,1,2,4,530,32,105,1951,183,1390226,4,adli
16039,odds,10,4,6,1,3,519,43,970,6567,1013,13286511,4,adz
16040,ode,28,12,16,1,2,334,100,41,355,33,1648112,3,od
16041,odor,9,5,4,2,3,309,49,119,2150,151,3532168,4,odR
16042,odors,3,2,1,2,4,506,10,17,674,36,895586,4,odRz
16044,oedipal,1,1,0,3,6,365,1,21,139,5,57961,4,Ed^p^l
16045,of,6,2,4,1,2,370,32,590439,6670388,1244477,13151942776,3,^v
16046,off,11,8,3,1,2,374,56,60155,190390,39513,284052274,3,>f
16047,offend,7,5,2,2,5,514,11,266,852,262,1254866,6,^fEnd
16049,offender,2,0,2,3,6,559,4,140,1337,427,4287437,7,^fEndR
16050,offenders,2,0,2,3,7,545,3,113,2587,597,4976449,7,^fEndRz
16051,offending,1,1,0,3,7,738,6,56,934,112,1569179,7,^fEndIN
16052,offense,2,1,1,2,5,513,2,840,6029,687,8249726,6,^fEns
16056,offer,8,2,6,2,3,472,32,3810,29215,3692,126228968,4,>fR
16057,offered,2,1,1,2,4,559,11,1333,21348,2611,50347350,4,>fRd
16060,offers,4,2,2,2,4,579,15,383,18099,1055,142090122,4,>fRz
16064,office,3,1,2,2,4,613,9,10399,62461,12963,266797332,5,>f^s
16066,officer,3,1,2,3,5,539,4,5265,19414,4893,48484127,6,>f^sR
16067,officers,2,1,1,3,6,567,7,1442,16661,4271,28955126,6,>f^sRz
16068,offices,1,1,0,3,6,599,3,336,7283,1048,30646750,5,>f^s^z
16078,oft,7,2,5,1,3,362,19,21,663,24,1310380,4,>ft
16079,often,4,1,3,2,4,374,13,2925,90164,9149,92552476,5,>f^n
16080,oftener,3,1,2,3,5,426,5,6,14,0,61702,5,>f^nR
16082,ogle,5,3,2,2,4,424,33,19,139,4,493507,5,og^l
16083,ogled,1,0,1,2,5,408,2,5,32,1,22439,5,og^ld
16084,ogre,5,5,0,2,3,386,34,71,176,5,834248,3,ogR
16085,oil,15,7,8,1,2,393,61,2095,54654,10853,82182382,3,%l
16088,oiled,7,3,4,1,3,377,19,29,590,36,781575,3,%ld
16089,oilers,2,1,1,2,4,538,15,17,973,35,900227,4,%lRz
16093,oils,10,6,4,1,3,539,47,68,1745,77,9543911,3,%lz
16096,oily,10,8,2,2,3,386,53,49,721,43,1286829,3,%li
16098,okay,4,3,1,2,3,405,41,102320,24970,10346,15370861,4,oke
16099,old,19,2,17,1,3,393,53,31056,158200,32125,199709349,4,old
16100,older,8,1,7,2,4,380,30,2135,30129,3819,44223017,4,oldR
16103,ole,29,14,15,1,2,339,156,124,863,112,3294936,3,ol
16104,olive,2,1,1,2,4,422,9,375,7872,416,9299902,5,al^v
16111,omelette,1,0,1,2,4,381,14,61,103,9,228434,5,alEt
16112,omen,6,2,4,2,4,313,70,87,335,37,811060,5,om^n
16114,omission,2,1,1,3,6,447,3,20,630,57,1944930,7,omIS^n
16121,on,12,7,5,1,2,395,121,354742,1746652,415398,3750423199,3,an
16123,once,6,4,2,1,4,393,17,17589,99383,17510,111894502,5,w^ns
16126,one,19,17,2,1,3,339,90,156684,742881,177330,993546809,4,w^n
16127,oneness,1,0,1,2,5,546,2,21,169,13,900974,5,w^n^s
16128,ones,13,11,2,1,4,477,58,5177,29260,6635,36564578,4,w^nz
16136,only,1,0,1,2,4,414,18,55269,309368,50988,661865706,3,onli
16137,onset,1,1,0,2,5,506,6,43,2461,136,3863703,5,ansEt
16138,onsets,1,1,0,2,6,526,3,0,37,0,64798,6,>nsEts
16141,onto,2,2,0,2,4,448,4,1871,26374,2178,26411994,5,antu
16144,onward,1,1,0,2,5,503,2,79,679,32,1216039,4,>nwRd
16145,onyx,2,0,2,2,5,569,14,17,220,8,2323594,4,anIks
16146,oodles,1,0,1,2,5,537,11,23,50,10,206548,5,ud^lz
16147,ooze,16,6,10,1,2,418,111,27,289,15,656481,3,uz
16148,opal,5,5,0,2,4,402,21,52,316,19,2488232,5,op^l
16152,open,8,5,3,2,4,436,26,16341,74657,10430,239675664,5,op^n
16153,opened,3,2,1,2,5,475,5,1726,25045,2896,23078256,5,op^nd
16154,opener,3,2,1,3,5,487,4,173,1568,113,3239644,6,op^nR
16159,opens,4,3,1,2,5,441,15,848,8688,955,14077735,5,op^nz
16188,oppose,3,0,3,2,4,637,7,110,3213,1036,3653137,5,^poz
16189,opposed,4,1,3,2,5,714,4,352,10712,3399,10126959,5,^pozd
16190,opposes,1,1,0,3,6,617,3,20,1145,313,1230729,6,^pozIz
16191,opposing,3,2,1,3,6,560,4,137,3054,564,3498650,6,^pozIN
16195,oppressed,5,3,2,2,6,543,8,65,1104,155,1111821,6,^prEst
16197,opt,8,2,6,1,3,350,23,20,1906,239,10770523,4,apt
16207,option,1,1,0,2,5,480,7,736,11791,2572,61718101,6,apS^n
16210,opus,2,2,0,2,4,422,9,46,401,60,1820660,4,op^s
16211,or,35,12,23,1,2,307,146,86970,887687,161692,2590739907,3,>r
16214,oral,4,0,4,2,4,394,61,220,5904,617,41947791,5,>r^l
16218,orate,8,6,2,2,4,440,16,2,12,1,31700,4,>ret
16226,orchard,3,1,2,2,5,471,4,98,1286,44,3900891,6,>rCRd
16227,orchards,1,0,1,2,6,529,1,5,649,35,859602,6,>rCRdz
16238,order,3,0,3,2,4,331,16,7985,57313,9926,336636174,5,>rdR
16239,ordered,4,2,2,2,5,549,7,1885,10792,1923,20046781,5,>rdRd
16240,ordering,1,0,1,3,6,432,1,369,2153,363,27856930,5,>rdRIN
16243,orders,3,1,2,2,5,536,8,3130,8367,1330,80607172,5,>rdRz
16249,ore,35,12,23,1,2,385,146,84,1859,46,3141723,3,>r
16251,ores,20,5,15,1,3,462,81,20,65,1,471110,4,>rz
16252,organ,2,1,1,2,5,437,26,370,2941,390,9077449,6,>rg^n
16260,organize,3,0,3,3,7,794,3,220,3628,535,7834421,8,>rg^n#z
16261,organized,2,1,1,3,8,685,2,519,11257,1778,17903328,8,>rg^n#zd
16262,organizer,3,1,2,4,8,740,3,22,1298,208,6457021,9,>rg^n#zR
16263,organizers,2,1,1,4,9,738,2,20,1855,269,4177240,9,>rg^n#zRz
16264,organizes,2,2,0,4,9,703,2,15,364,29,1078488,9,>rg^n#zIz
16265,organizing,1,1,0,4,9,639,1,100,3458,412,6723300,9,>rg^n#zIN
16266,organs,3,1,2,2,6,560,10,301,2414,351,4787006,6,>rg^nz
16288,ornate,1,0,1,2,5,472,2,10,810,28,844908,6,>rnet
16290,orphan,4,1,3,2,5,468,16,293,876,145,1624738,6,>rf^n
16292,orphaned,2,1,1,2,6,452,8,20,448,71,783636,6,>rf^nd
16293,orphans,3,2,1,2,6,554,5,193,950,250,1396159,6,>rf^nz
16306,osprey,1,0,1,2,5,540,2,1,221,21,1263936,4,>spri
16314,other,7,5,2,2,3,284,20,37505,391995,79490,978493536,4,^DR
16315,others,3,1,2,2,4,426,10,5061,75338,11119,111400574,4,^DRz
16317,otter,7,5,2,2,3,353,43,69,450,64,1662335,4,atR
16318,ouch,9,7,2,1,2,429,33,559,517,121,1176660,3,$C
16319,ought,23,12,11,1,2,284,71,4118,12551,6587,7523238,3,>t
16320,ounce,2,1,1,1,3,449,10,206,3693,215,3268355,4,$ns
16322,our,18,10,8,2,2,377,102,71425,347859,114956,998772552,3,$R
16323,ours,11,5,6,2,3,569,50,1801,4047,1068,5183591,3,$Rz
16326,out,20,11,9,1,2,296,48,197131,586130,167454,741609797,3,$t
16327,outage,1,0,1,2,4,400,6,21,230,30,1514405,4,$t^J
16344,outer,10,6,4,2,3,397,30,463,4701,382,11245628,4,$tR
16348,outfight,2,2,0,2,5,505,2,3,12,2,4468,4,$tf#t
16349,outfit,2,1,1,2,5,374,4,1280,2711,608,4089584,6,$tfIt
16350,outfitter,1,0,1,3,6,453,3,2,225,4,564070,7,$tfItR
16353,outing,4,1,3,2,4,352,14,51,891,92,1684723,5,$tIN
16354,outings,2,1,1,2,5,477,3,11,579,25,1039301,5,$tINz
16390,outride,4,3,1,2,5,543,5,6,4,0,5326,6,$tr#d
16391,outriggers,1,0,1,3,7,656,2,1,40,1,74942,7,$trIgRz
16392,outright,2,2,0,2,5,427,5,63,2001,316,1852605,5,$tr#t
16393,outs,10,5,5,1,3,469,36,99,1086,178,4514833,4,$ts
16396,outside,3,2,1,2,5,566,5,8671,53755,9911,67421208,6,$ts#d
16397,outsider,2,0,2,3,6,590,6,121,1621,363,1163206,7,$ts#dR
16398,outsiders,1,0,1,3,7,679,3,87,2037,254,1309748,7,$ts#dRz
16399,outsize,1,1,0,2,5,619,4,1,191,2,47985,6,$ts#z
16408,outta,4,2,2,2,3,327,18,3185,519,24,1401625,4,$t^
16414,ova,4,1,3,2,3,357,22,14,84,1,575376,4,ov^
16415,oval,6,4,2,2,4,459,16,69,2499,628,7120184,5,ov^l
16416,ovals,2,1,1,2,5,539,6,0,131,2,230020,5,ov^lz
16421,over,10,6,4,2,3,355,35,67488,351232,100962,459238035,4,ovR
16422,overall,3,0,3,3,5,547,3,164,20299,2377,78994026,6,ovR>l
16423,overalls,1,0,1,3,6,534,2,52,479,11,616138,6,ovR>lz
16425,overawe,5,2,3,3,4,579,9,1,12,0,10252,5,ovR>
16459,overflowed,1,0,1,3,7,601,4,14,187,14,268451,7,ovRflod
16463,overhaul,1,0,1,3,6,504,3,24,1337,254,1684772,7,ovRh>l
16469,overlaid,4,2,2,3,6,414,6,2,163,7,385578,6,ovRled
16472,overlay,4,2,2,3,5,543,8,31,467,38,2784204,6,ovRle
16473,overload,3,2,1,3,6,703,4,91,639,64,2341009,7,ovRlod
16479,overly,3,2,1,3,5,514,12,113,2278,306,2372522,5,ovRli
16480,overnight,1,1,0,3,6,505,3,511,5301,1384,13139956,7,ovRn#t
16481,overpaid,3,1,2,3,6,677,3,40,169,36,259737,6,ovRped
16482,overpay,3,1,2,3,5,678,4,2,41,9,97503,6,ovRpe
16483,overplay,3,0,3,3,6,619,4,7,48,16,211081,7,ovRple
16484,overplayed,3,0,3,3,7,628,4,6,84,37,68185,7,ovRpled
16494,override,1,1,0,3,6,581,4,263,710,212,3019919,7,ovRr#d
16496,overrode,2,2,0,3,6,567,3,8,118,17,60712,6,ovRrod
16499,overs,5,4,1,2,4,489,18,6,127,29,1144672,5,ovRz
16500,oversaw,2,1,1,3,5,666,4,9,540,83,354248,5,ovRs>
16501,overseas,2,1,1,3,6,608,7,233,5354,1741,14774938,6,ovRsiz
16502,oversee,4,2,2,3,5,479,11,68,1178,183,1932802,6,ovRsi
16504,oversees,2,1,1,3,6,642,7,11,1164,155,1183497,6,ovRsiz
16510,oversight,2,2,0,3,6,563,4,74,2653,633,4971139,6,ovRs#t
16511,oversize,4,3,1,3,6,702,4,0,642,5,1118405,7,ovRs#z
16512,oversized,1,0,1,3,7,678,1,47,984,51,1934268,7,ovRs#zd
16518,overt,5,3,2,2,4,466,15,14,1121,104,871540,5,ovRt
16522,overtly,2,0,2,3,6,481,3,12,603,62,400624,5,ovRtli
16536,ovum,2,1,1,2,4,503,6,7,34,1,305631,4,ov^m
16537,owe,29,4,25,1,1,285,149,3782,2870,720,3204337,2,o
16538,owed,28,12,16,1,2,288,100,374,1923,282,2256361,3,od
16539,owes,31,13,18,1,2,579,116,478,1206,270,1223866,3,oz
16540,owing,15,8,7,2,3,379,43,63,947,33,2399321,4,oIN
16541,owl,16,11,5,1,2,343,61,286,1467,134,5013390,3,$l
16542,owlet,1,1,0,2,4,466,12,1,9,0,44917,4,ol^t
16543,owls,11,6,5,1,3,579,44,108,753,48,2208765,3,$lz
16544,own,29,12,17,1,2,315,123,23419,155358,30390,232021125,3,on
16545,owned,13,6,7,1,3,425,27,599,11558,1488,35051719,3,ond
16546,owner,13,8,5,2,3,366,55,1185,14352,1859,58190141,4,onR
16547,owners,7,3,4,2,4,444,12,292,11196,1540,60581608,4,onRz
16550,owning,5,2,3,2,4,379,16,106,1260,211,2696984,4,onIN
16551,owns,13,4,9,1,3,494,78,976,4684,831,5703259,3,onz
16561,oyster,4,2,2,2,4,471,16,156,1183,103,2621847,5,%stR
16562,oysters,2,0,2,2,5,609,7,193,1081,82,1013367,5,%stRz
16563,ozone,1,0,1,2,4,486,3,109,2472,228,5871147,4,ozon
16564,pace,26,20,6,1,3,467,74,488,8256,889,12251129,4,pes
16565,paced,22,16,6,1,4,420,38,14,1273,67,2755521,5,pest
16566,paces,2,2,0,2,5,599,29,87,946,47,635786,5,pesIz
16571,pacing,9,7,2,2,5,492,18,64,959,43,1030988,6,pesIN
16572,pack,30,26,4,1,3,327,110,2235,10052,1045,52565298,4,p&k
16573,package,1,1,0,2,5,412,4,1162,11990,3336,78425554,6,p&k^J
16577,packed,17,14,3,1,4,432,49,904,7687,824,9614167,5,p&kt
16578,packers,2,2,0,2,5,462,15,38,1363,72,2414497,5,p&kRz
16579,packets,1,1,0,2,6,639,7,47,944,40,8635030,6,p&kIts
16580,packing,10,10,0,2,5,549,25,698,2498,325,9039539,6,p&kIN
16581,packs,22,17,5,1,4,411,91,231,2279,179,11684859,5,p&ks
16582,pact,17,14,3,1,4,313,49,192,1647,302,2172780,5,p&kt
16583,pad,26,21,5,1,3,390,58,415,3190,308,13169064,4,p&d
16584,padded,4,3,1,2,5,510,11,55,1122,50,3476722,5,p&d^d
16585,padding,4,3,1,2,5,385,11,49,561,30,2890936,6,p&dIN
16586,paddle,8,6,2,2,5,459,31,191,1078,51,2316636,6,p&d^l
16587,paddled,4,2,2,2,6,379,9,9,273,13,185559,6,p&d^ld
16588,paddy,4,3,1,2,4,438,31,134,503,78,1668962,5,p&di
16591,pads,11,7,4,1,4,629,29,161,1730,126,8972089,4,p&dz
16592,paean,1,0,1,2,4,668,29,3,109,0,80694,5,pi^n
16596,page,16,13,3,1,3,545,44,1912,28267,3773,1082139666,4,peJ
16599,pager,5,4,1,2,4,373,23,147,315,37,1951076,5,peJR
16604,paging,5,3,2,2,5,412,12,104,191,21,1857998,5,peJIN
16606,paid,29,21,8,1,3,529,82,4369,25590,5940,60295896,4,ped
16607,pail,36,33,3,1,3,237,135,48,342,30,542968,4,pel
16608,pain,33,26,7,1,3,381,125,4995,24976,4168,42189492,4,pen
16609,pained,13,11,2,1,4,469,38,13,500,52,191109,4,pend
16614,pains,18,14,4,1,4,427,100,269,1771,285,2717960,5,penz
16617,paint,16,12,4,1,4,353,38,1877,11877,1200,21928120,5,pent
16619,painter,4,2,2,2,5,351,15,344,3390,253,4148778,6,pentR
16620,painters,1,0,1,2,6,531,5,96,1887,65,2303826,6,pentRz
16621,painting,3,2,1,2,6,449,8,1489,15840,827,21674815,7,pentIN
16622,paintings,1,0,1,2,7,494,2,575,8796,462,10907227,7,pentINz
16623,paints,6,5,1,1,5,509,19,139,1635,138,3617496,5,pents
16624,pair,37,28,9,1,3,381,119,1900,12997,938,26038054,4,pEr
16625,paired,12,8,4,1,4,316,32,33,1692,69,1833851,4,pErd
16626,pairs,23,17,6,1,4,466,85,212,3497,195,9432677,4,pErz
16630,pal,23,21,2,1,3,469,82,2937,1803,312,9995683,4,p&l
16631,palace,7,4,3,2,5,523,33,979,5168,836,14592777,6,p&l^s
16635,palate,5,4,1,2,5,431,19,50,673,55,1435844,6,p&l^t
16636,palates,7,4,3,2,6,443,13,10,116,5,102489,6,p&l^ts
16637,pale,36,33,3,1,3,391,135,409,6734,216,5622699,4,pel
16638,paleness,1,0,1,2,6,649,3,1,49,0,46157,4,p&ln^s
16640,pales,29,25,4,1,4,445,105,11,220,33,188536,4,pelz
16643,palette,5,4,1,2,5,509,19,29,1580,39,2448716,6,p&l^t
16649,pallid,8,8,0,2,5,403,15,8,194,3,155083,6,p&l^d
16650,pallor,5,4,1,2,4,395,25,7,149,2,96801,4,p&lR
16651,palm,1,1,0,1,4,356,16,675,7791,1278,42632962,5,palm
16654,palms,3,3,0,1,4,458,39,189,2530,86,3129878,4,pamz
16659,pals,14,13,1,1,4,502,48,300,1130,135,2795146,4,p&lz
16661,pamper,3,2,1,2,5,529,12,26,126,21,720825,6,p&mpR
16664,pan,27,22,5,1,3,405,106,627,11476,986,21823461,4,p&n
16670,panel,4,3,1,2,5,379,30,372,12028,3031,53785270,6,p&n^l
16674,panels,2,1,1,2,6,492,14,73,3722,288,10016948,6,p&n^lz
16675,panes,18,14,4,1,4,464,100,3,319,9,441440,5,penz
16676,pang,17,17,0,1,3,395,53,81,450,8,665803,4,p&N
16678,panic,3,1,2,2,5,398,26,1114,4759,993,6401215,6,p&nIk
16679,panicked,2,1,1,2,6,539,6,262,1094,216,330575,6,p&nIkt
16680,panicky,2,1,1,3,6,503,7,56,236,38,90303,6,p&nIki
16683,pans,15,11,4,1,4,555,77,109,1732,130,2920624,5,p&nz
16684,pansy,1,0,1,2,5,440,16,99,102,4,420775,6,p&nzi
16685,pant,17,12,5,1,4,367,50,49,419,44,3138558,5,p&nt
16691,panting,6,4,2,2,6,599,9,207,845,13,344086,6,p&ntIN
16693,pants,7,3,4,1,5,549,42,2996,7382,787,16776712,6,p&nts
16694,pap,23,23,0,1,3,279,73,66,646,57,1954530,4,p&p
16695,papa,4,3,1,2,4,338,25,2172,2732,120,4175779,5,pap^
16696,papal,3,3,0,2,5,370,11,27,737,105,755092,5,pep^l
16699,paper,9,7,2,2,4,402,36,5271,36023,3905,134945076,5,pepR
16703,papers,5,4,1,2,5,487,20,2638,10433,1742,51025238,5,pepRz
16705,papery,2,1,1,3,5,425,5,4,113,0,50159,5,pepRi
16707,par,23,18,5,1,3,399,111,253,3108,201,16653162,4,par
16710,parade,5,3,2,2,4,396,11,657,4138,884,8630290,5,pRed
16712,parades,2,0,2,2,5,708,4,43,615,180,678980,5,pRedz
16748,parcel,3,1,2,2,6,414,12,71,1023,120,6257270,7,pars^l
16749,parceled,2,1,1,2,7,532,4,3,78,6,23289,7,pars^ld
16750,parcels,3,2,1,2,7,649,4,40,470,24,2202732,7,pars^lz
16751,parch,7,4,3,1,4,364,24,2,32,23,30234,5,parC
16752,parched,5,2,3,1,5,457,9,58,480,20,189437,5,parCt
16754,pardon,3,1,2,2,6,466,18,3297,1841,721,1963040,7,pard^n
16755,pardoned,3,2,1,2,7,424,5,41,253,112,228843,7,pard^nd
16756,pardons,4,3,1,2,7,668,10,32,251,121,247232,7,pard^nz
16757,parent,3,1,2,2,6,386,14,670,14979,2746,46516566,7,pEr^nt
16766,parish,3,2,1,2,5,462,16,154,3567,493,10808822,6,pErIS
16771,parity,3,2,1,3,6,501,11,5,679,91,2651299,7,pEr^ti
16772,park,13,7,6,1,4,369,52,3678,42050,3560,141555213,5,park
16773,parked,7,4,3,1,5,413,22,533,3778,327,3530425,5,parkt
16774,parking,4,4,0,2,6,549,8,1379,9493,1041,34673988,6,parkIN
16776,parks,9,5,4,1,5,400,30,190,8471,768,25975912,6,parks
16779,parley,5,3,2,2,5,446,42,21,82,5,130409,6,parli
16782,parlor,3,2,1,2,5,394,15,303,1610,116,1180891,6,parlR
16783,parlors,1,0,1,2,6,619,7,27,302,35,384271,6,parlRz
16785,parodies,1,0,1,3,7,514,4,2,162,30,658866,7,pEr^diz
16786,parody,2,1,1,3,6,525,3,36,742,105,1829413,7,pEr^di
16787,parole,3,0,3,2,4,556,18,533,1897,755,2588422,5,pRol
16789,parrot,7,5,2,2,5,359,24,167,752,95,2682859,6,pEr^t
16794,parsley,2,1,1,2,6,475,10,43,2460,112,1377594,6,parsli
16796,parsons,2,2,0,2,7,505,7,92,872,76,2939565,7,pars^nz
16797,part,18,9,9,1,4,345,55,13337,130109,33847,302741007,5,part
16801,parted,1,1,0,2,6,379,7,97,1111,47,942130,6,part^d
16802,parter,11,9,2,2,5,331,34,1,28,16,74812,5,partR
16803,partial,3,2,1,2,6,549,9,247,3921,448,14642627,7,parS^l
16804,partially,1,0,1,3,7,568,4,109,3673,405,7231835,7,parS^li
16820,partied,3,2,1,2,6,422,11,40,164,42,121724,7,partid
16821,partiers,1,0,1,3,7,659,7,0,173,99,39902,6,partiRz
16822,parties,3,1,2,2,6,609,10,1182,17063,4064,52799939,6,partiz
16823,parting,4,1,3,2,6,341,14,116,738,80,965617,7,partIN
16824,partings,2,1,1,2,7,597,2,6,13,1,25361,7,partINz
16829,partly,5,3,2,2,6,369,17,175,6788,988,13790568,6,partli
16830,partner,2,0,2,2,6,419,10,3836,14745,2021,52982041,7,partnR
16831,partnered,1,0,1,2,7,581,4,23,440,46,1223958,7,partnRd
16836,parts,12,9,3,1,5,437,44,1501,24002,4472,100644998,5,parts
16837,party,8,3,5,2,5,472,38,11890,59449,19532,144723933,6,parti
16838,partying,1,0,1,3,7,445,1,140,665,252,771706,6,partiIN
16839,pass,20,15,5,1,3,415,89,5514,25153,5209,55196751,4,p&s
16840,passage,2,2,0,2,5,526,4,390,8122,728,11035170,6,p&s^J
16843,passe,3,2,1,2,4,659,13,14,169,34,528622,4,p&se
16844,passed,23,20,3,1,4,461,49,2631,26474,5649,33243097,5,p&st
16847,passes,5,5,0,2,5,458,12,643,7253,754,11484329,5,p&s^z
16848,passing,6,6,0,2,5,491,20,1325,11825,1506,15467766,5,p&sIN
16849,passion,3,1,2,2,5,470,18,1008,7617,1342,13374548,6,p&S^n
16853,passions,4,3,1,2,6,500,11,90,1324,150,1899754,6,p&S^nz
16854,passive,2,2,0,2,5,511,5,111,2804,288,6357851,6,p&sIv
16860,past,23,20,3,1,4,442,49,6312,83633,15281,105631069,5,p&st
16862,paste,22,16,6,1,4,549,38,87,1927,97,8913055,5,pest
16865,pastes,8,6,2,1,5,487,14,1,63,2,265046,5,pests
16869,pastor,10,5,5,2,5,471,25,219,4587,1151,5915067,6,p&stR
16872,pastors,5,3,2,2,6,678,14,4,1051,102,1406684,6,p&stRz
16873,pastries,1,0,1,2,7,525,1,29,463,11,781448,7,pestriz
16874,pastry,2,0,2,2,6,477,2,98,1616,77,2202621,7,pestri
16875,pasture,3,2,1,2,5,573,6,78,1302,44,1913652,6,p&sCR
16876,pastures,2,1,1,2,6,563,6,72,704,26,1024520,6,p&sCRz
16877,pasty,6,3,3,2,5,481,11,31,187,13,234413,5,pesti
16878,pat,33,25,8,1,3,446,91,933,10057,4337,15093689,4,p&t
16879,patch,22,21,1,1,3,489,57,888,4098,395,40004849,4,p&C
16880,patched,11,9,2,1,4,465,18,96,421,32,1340483,4,p&Ct
16881,patches,6,6,0,2,5,473,12,80,2086,88,13355264,5,p&C^z
16883,pate,33,27,6,1,3,628,99,33,440,46,847730,4,pet
16890,path,14,13,1,1,3,462,39,1252,15170,1953,45912706,4,p&T
16899,paths,4,2,2,1,4,477,13,181,3451,186,8809995,4,p&Ts
16924,patted,3,3,0,2,5,385,12,23,1366,27,249891,5,p&t^d
16929,patting,11,10,1,2,5,355,21,27,566,50,186296,5,p&tIN
16931,paunch,7,5,2,1,4,419,10,1,132,5,38730,5,p>nC
16932,paunchy,2,1,1,2,5,519,5,4,61,3,23045,5,p>nCi
16934,pause,16,12,4,1,3,457,78,275,4983,501,4606318,4,p>z
16935,paused,7,5,2,1,4,481,10,13,4597,66,1297918,4,p>zd
16937,pausing,2,2,0,2,5,436,8,16,877,15,405858,5,p>zIN
16938,paved,6,5,1,1,4,408,17,45,1508,128,1916294,4,pevd
16943,paw,16,9,7,1,2,357,78,159,1030,39,2007280,3,p>
16944,pawn,15,13,2,1,3,350,74,221,456,101,1192557,4,p>n
16946,paws,16,12,4,1,3,438,78,127,783,44,1495310,4,p>z
16947,pay,29,18,11,1,2,292,147,12985,51421,14803,129203391,3,pe
16951,paying,9,4,5,2,4,459,21,2207,14714,4642,19621495,4,peIN
16957,pays,34,28,6,1,3,479,139,715,4496,976,9507696,4,pez
16958,pea,29,20,9,1,2,393,178,199,1131,53,2089614,3,pi
16959,peace,16,12,4,1,3,366,118,3550,27233,8620,47876863,4,pis
16965,peach,22,17,5,1,3,355,81,324,1715,94,3938068,4,piC
16966,peaches,6,5,1,2,5,495,11,208,1220,112,1484097,4,piC^z
16967,peak,26,21,5,1,3,350,117,303,7313,573,25381726,4,pik
16968,peaked,9,6,3,1,4,374,36,62,959,97,870787,4,pikt
16969,peanut,2,1,1,2,5,471,7,630,2731,342,3530198,6,pin^t
16970,peanuts,1,0,1,2,6,539,2,385,1350,236,1974558,6,pin^ts
16971,pear,37,28,9,1,3,287,119,68,1234,34,4324530,4,pEr
16972,pearl,21,18,3,1,3,314,93,799,3997,741,18709335,4,pRl
16973,pearls,14,13,1,1,4,549,62,269,1052,136,4028298,4,pRlz
16974,pears,23,17,6,1,4,513,85,50,942,36,1105852,4,pErz
16975,peas,30,23,7,1,3,486,167,237,2342,131,5723520,4,piz
16976,peasant,5,2,3,2,6,488,8,205,1508,61,1392268,7,pEz^nt
16977,peasants,1,0,1,2,7,458,8,155,1453,74,1157447,7,pEz^nts
16978,peased,11,7,4,1,4,472,19,0,0,0,646,4,pizd
16980,peat,33,27,6,1,3,341,97,13,606,19,1223084,4,pit
16981,pebbles,5,5,0,2,6,549,11,36,517,23,809836,6,pEb^lz
16982,pebbly,1,1,0,3,6,400,3,0,78,1,49477,6,pEb^li
16985,peck,25,21,4,1,3,321,101,180,931,229,1961752,4,pEk
16986,pecked,15,13,2,1,4,365,36,16,132,3,97904,5,pEkt
16987,pecs,16,13,3,1,4,378,71,32,87,8,225738,4,pEks
16998,pedal,8,6,2,2,5,449,37,104,1413,96,3763705,6,pEd^l
16999,pedals,7,5,2,2,6,402,13,38,667,45,1946063,6,pEd^lz
17000,peddle,8,6,2,2,5,292,37,54,171,25,184369,6,pEd^l
17001,peddled,4,2,2,2,6,485,6,2,128,12,70273,6,pEd^ld
17012,pee,29,20,9,1,2,344,178,925,945,95,12822030,3,pi
17013,peek,26,21,5,1,3,393,117,272,1373,248,2541583,4,pik
17014,peeked,9,6,3,1,4,377,36,36,533,20,150067,4,pikt
17015,peeking,8,7,1,2,5,589,18,125,471,32,278004,4,pikIN
17016,peel,35,30,5,1,3,358,158,273,2491,212,3810917,4,pil
17017,peeled,14,12,2,1,4,509,39,138,2710,73,990363,5,pild
17018,peeling,16,15,1,2,5,501,36,56,1000,87,734906,4,pilIN
17019,peels,20,17,3,1,4,489,78,35,444,38,447796,4,pilz
17020,peeper,9,9,0,2,4,321,28,47,25,3,86268,4,pipR
17022,peer,32,26,6,1,3,419,99,78,7459,308,17755290,4,pIr
17023,peered,17,13,4,1,4,333,34,11,1720,17,296936,4,pIrd
17024,peering,5,5,0,2,5,400,19,17,1363,29,738814,4,pirIN
17026,peers,19,14,5,1,4,589,55,86,6684,361,5189342,4,pIrz
17027,peg,12,10,2,1,3,307,53,1857,907,77,3808952,4,pEg
17029,pegs,9,7,2,1,4,483,31,14,269,14,813922,4,pEgz
17030,pellets,2,2,0,2,6,549,13,34,582,52,1215032,6,pEl^ts
17031,pelt,10,9,1,1,4,322,40,48,274,23,353623,5,pElt
17032,pelting,3,2,1,2,6,513,6,9,145,19,57266,6,pEltIN
17035,pen,23,20,3,1,3,332,113,1261,4424,425,16375579,4,pEn
17036,penal,4,4,0,2,5,334,16,66,560,49,1467202,6,pin^l
17046,pending,8,6,2,2,6,524,13,174,2550,562,12509596,5,pEndIN
17061,pennies,2,0,2,2,5,446,19,174,748,141,979169,5,pEniz
