Node,Item,AllD,ReplaceD,DelinsD,NumSylls,NumPhones,Duration,PhonND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,Dbet
3932,chooses,2,2,0,2,5,514,5,197,1763,301,3238011,4,Cuz^z
3933,choosing,3,2,1,2,5,503,7,276,4689,618,12718773,5,CuzIN
3934,chop,17,12,5,1,3,397,57,694,1922,240,2317116,4,Cap
3936,chopped,13,11,2,1,4,447,18,232,9308,141,3804704,4,Capt
3937,chopper,9,8,1,2,4,463,22,596,774,143,2076053,5,CapR
3938,chopping,6,6,0,2,5,539,15,108,725,78,682362,4,CapIN
3939,choppy,5,4,1,2,4,539,17,13,318,35,361375,4,Capi
3940,chops,12,11,1,1,4,459,37,277,1179,88,1318721,5,Caps
3941,choral,7,4,3,2,5,368,80,11,927,21,2068269,6,k>r^l
3942,chorale,2,1,1,2,4,516,9,3,114,6,442301,5,kR&l
3943,chord,26,21,5,1,4,403,91,93,899,148,3123447,5,k>rd
3944,chords,14,9,5,1,5,594,37,77,648,83,4361267,5,k>rdz
3945,chore,25,21,4,1,3,469,90,51,685,47,565733,4,C>r
3948,chores,15,13,2,1,4,589,42,214,1588,144,1218308,4,C>rz
3949,chorus,10,7,3,2,5,479,41,310,2663,343,6994693,6,k>r^s
3950,chorused,1,0,1,2,6,708,1,0,45,0,21536,4,kor^st
3952,chose,18,17,1,1,3,492,84,952,9686,1744,9409845,4,Coz
3954,chow,7,7,0,1,2,421,76,350,639,45,2054998,3,C$
3955,chowder,3,2,1,2,4,317,7,82,232,29,478500,5,C$dR
3956,chowders,2,1,1,2,5,525,4,0,9,0,106757,5,C$dRz
3966,chrome,9,6,3,1,4,481,51,65,883,31,9330251,5,krom
3970,chronic,2,1,1,2,6,431,9,252,6034,578,13653202,7,kranIk
3976,chubby,1,1,0,2,4,376,9,213,516,66,6930695,4,C^bi
3977,chuck,16,15,1,1,3,381,55,1096,4081,1506,9576652,4,C^k
3978,chuckle,2,1,1,2,5,379,11,81,904,47,635926,6,C^k^l
3979,chuckled,2,1,1,2,6,516,4,4,1231,17,418969,6,C^k^ld
3980,chug,10,10,0,1,3,442,29,119,142,12,184716,4,C^g
3981,chum,13,13,0,1,3,478,48,156,264,24,579859,4,C^m
3982,chunk,11,8,3,1,4,415,28,211,1787,262,2371231,5,C^Nk
3983,chunks,4,3,1,1,5,489,14,95,2003,116,1600392,5,C^Nks
3984,chunky,4,3,1,2,5,378,9,71,612,60,1514128,5,C^Nki
3985,church,4,4,0,1,3,388,19,3553,48057,7319,84560388,4,CRC
3992,churning,6,5,1,2,5,366,16,25,884,91,435211,5,CRnIN
3993,chute,14,11,3,1,3,422,75,184,757,50,834005,4,Sut
3996,cider,10,6,4,2,4,518,69,97,1206,64,1743446,5,s#dR
4002,cinch,8,6,2,1,4,529,26,182,354,31,427775,5,sInC
4004,cinders,2,2,0,2,6,636,11,20,156,4,110863,6,sIndRz
4008,cipher,4,3,1,2,4,510,53,76,137,8,1178025,5,s#fR
4009,circa,3,0,3,2,4,419,21,35,785,22,3475462,5,sRk^
4011,circle,8,4,4,2,5,492,38,1097,11180,894,23969393,6,sRk^l
4012,circled,3,2,1,2,6,636,5,71,1293,80,622289,6,sRk^ld
4013,circles,4,2,2,2,6,596,6,408,5027,432,6372511,6,sRk^lz
4014,circling,2,2,0,2,6,569,5,157,1175,105,596967,4,sRklIN
4015,circuit,5,3,2,2,5,550,11,340,5681,849,26918881,6,sRk^t
4017,circuits,3,1,2,2,6,576,3,138,1151,53,6553324,6,sRk^ts
4033,circus,6,4,2,2,5,631,9,870,2220,510,5381242,6,sRk^s
4038,cite,36,28,8,1,3,468,91,48,1742,255,7047997,4,s#t
4039,cited,3,2,1,2,5,400,9,38,6955,522,11196225,5,s#t^d
4040,cites,18,15,3,1,4,578,56,5,1662,120,3151905,5,s#ts
4041,cities,4,3,1,2,5,496,10,448,17232,3370,59810742,5,sItiz
4042,citing,11,9,2,2,5,465,21,33,2504,231,3668594,6,s#tIN
4050,city,8,6,2,2,4,365,42,8624,110435,20881,390573240,5,sIti
4054,civil,3,2,1,2,5,519,24,813,24939,6213,49496163,6,sIv^l
4064,clad,11,8,3,1,4,382,40,10,1638,65,2247938,5,kl&d
4065,claim,10,4,6,1,4,427,33,1295,16548,3027,40085342,5,klem
4067,claimed,5,3,2,1,5,530,10,372,9348,1654,10805425,5,klemd
4068,claiming,3,3,0,2,6,370,4,212,3882,1031,4982024,5,klemIN
4069,claims,5,4,1,1,5,515,17,710,16513,3298,36942837,5,klemz
4070,claire,5,3,2,1,4,358,42,1552,3354,353,6969354,5,klEr
4072,clam,13,9,4,1,4,569,58,200,512,62,1619241,5,kl&m
4074,clammy,3,2,1,2,5,437,17,30,275,8,113729,5,kl&mi
4076,clamoring,1,1,0,3,7,476,2,31,419,73,166336,6,kl&mRIN
4077,clamping,3,1,2,2,7,525,6,9,170,24,646787,6,kl&mpIN
4078,clams,7,5,2,1,5,575,23,138,626,53,759494,5,kl&mz
4080,clan,12,10,2,1,4,480,49,209,2155,130,6798554,5,kl&n
4081,clanged,2,1,1,1,5,466,5,1,84,0,23019,5,kl&Nd
4082,clanging,2,2,0,2,6,569,6,43,214,12,74345,5,kl&NIN
4083,clank,6,6,0,1,5,446,21,16,133,2,272419,6,kl&Nk
4084,clans,6,4,2,1,5,567,25,38,609,36,1571301,6,kl&nz
4086,clap,11,9,2,1,4,223,38,241,574,79,1497714,5,kl&p
4088,clapping,5,3,2,2,6,478,10,104,709,98,593477,5,kl&pIN
4095,clash,11,9,2,1,4,445,33,68,1656,267,3531401,5,kl&S
4096,clashes,4,3,1,2,6,640,12,8,1069,280,946852,6,kl&SIz
4097,clasped,1,0,1,1,6,728,5,6,734,6,286895,6,kl&spt
4098,class,9,7,2,1,4,469,49,5985,52264,7136,191106038,5,kl&s
4099,classed,7,2,5,1,5,512,16,4,130,6,538260,5,kl&st
4100,classes,1,1,0,2,6,619,8,812,15117,1035,48839418,6,kl&s^z
4113,classy,4,3,1,2,5,524,18,294,565,109,2012331,6,kl&si
4114,clause,7,4,3,1,4,639,35,143,2642,288,13906621,5,kl>z
4119,claw,6,3,3,1,3,388,37,223,885,43,1889661,4,kl>
4120,clawing,1,0,1,2,5,412,7,25,302,22,114251,5,kl>IN
4121,claws,7,4,3,1,4,471,35,226,1273,62,1264742,5,kl>z
4122,clay,7,5,2,1,3,318,55,612,5733,427,13359113,4,kle
4123,clean,12,7,5,1,4,374,67,6183,21825,3760,45385208,5,klin
4124,cleaned,5,3,2,1,5,436,10,907,2768,436,4560881,5,klind
4125,cleaner,4,2,2,2,5,559,21,353,2242,305,11446792,6,klinR
4126,cleaners,1,0,1,2,6,517,3,227,873,134,7057796,6,klinRz
4127,cleaning,3,2,1,2,6,435,6,1157,5695,872,29203718,6,klinIN
4133,clear,10,7,3,1,4,431,38,8763,51346,12859,88453565,5,klIr
4136,cleared,3,2,1,1,5,381,6,842,4698,714,6097814,5,klIrd
4137,clearer,3,2,1,2,5,441,12,138,1553,243,2309498,5,klIrR
4138,clearing,2,2,0,2,6,388,4,331,3073,343,6077447,7,klIrIN
4142,clears,5,4,1,1,5,502,11,372,705,124,1735839,5,klIrz
4144,cleat,9,9,0,1,4,367,39,22,190,2,371970,5,klit
4146,cleave,8,5,3,1,4,455,27,10,101,7,413105,5,kliv
4147,cleaved,3,2,1,1,5,444,9,3,72,0,239689,5,klivd
4148,cleaver,4,3,1,2,5,499,21,68,400,87,445286,5,klivR
4150,clench,2,1,1,1,5,529,11,20,183,6,97203,6,klEnC
4151,clenched,2,1,1,1,6,483,3,22,1237,24,349970,6,klEnCt
4157,clerk,6,5,1,1,4,395,25,658,2869,444,11924752,5,klRk
4158,clerks,5,4,1,1,5,504,15,92,889,130,2267600,5,klRks
4160,clever,2,1,1,2,5,393,13,1391,3083,402,4865717,6,klEvR
4165,click,17,12,5,1,4,352,67,327,4675,804,536761994,5,klIk
4166,clicked,7,4,3,1,5,392,21,54,1300,93,2070308,5,klIkt
4167,clicking,7,5,2,2,6,463,10,143,1192,86,20719966,5,klIkIN
4168,clicks,9,7,2,1,5,456,27,192,834,46,6851206,6,klIks
4172,cliff,5,4,1,1,4,422,31,1100,3549,489,5900708,5,klIf
4174,cliffs,3,2,1,1,5,547,9,111,1659,53,2299666,5,klIfs
4182,climb,7,3,4,1,4,394,39,1007,6010,612,5699767,5,kl#m
4183,climbed,5,4,1,1,5,559,12,255,5158,301,1943314,5,kl#md
4184,climber,4,2,2,2,5,414,21,40,551,78,899495,6,kl#mR
4185,climbers,2,0,2,2,6,498,7,19,735,146,937653,6,kl#mRz
4186,climbing,1,1,0,2,6,372,3,402,5009,479,11118196,6,kl#mIN
4187,climbs,7,5,2,1,5,658,21,52,1656,61,1064289,5,kl#mz
4188,clinch,4,2,2,1,5,371,14,34,397,50,578103,6,klInC
4189,clinched,3,1,2,1,6,517,8,9,362,21,266643,6,klInCt
4190,cling,13,7,6,1,4,342,57,128,878,132,946281,5,klIN
4191,clinging,4,4,0,2,6,456,6,57,1247,130,625343,5,klININ
4192,clings,4,1,3,1,5,583,22,23,326,21,365977,5,klINz
4198,clip,11,9,2,1,4,333,34,290,9267,7443,31268599,5,klIp
4201,clips,8,5,3,1,5,386,25,111,1733,368,32851539,5,klIps
4202,clique,11,10,1,1,4,351,40,39,240,32,836149,4,klik
4204,cloak,8,8,0,1,4,459,39,153,1190,55,1450297,5,klok
4209,clock,14,10,4,1,4,407,61,2990,10918,1884,26632748,5,klak
4210,clocked,9,5,4,1,5,407,16,64,270,26,379899,5,klakt
4211,clocking,4,3,1,2,6,558,10,18,111,10,410758,5,klakIN
4212,clocks,8,6,2,1,5,603,33,145,921,84,8600126,5,klaks
4216,clog,3,3,0,1,4,469,24,41,336,43,791336,5,klag
4218,clogging,1,1,0,2,6,447,6,19,311,44,395472,5,klagIN
4219,clone,15,10,5,1,4,474,51,128,789,160,9285846,5,klon
4220,clones,7,3,4,1,5,587,24,45,449,56,2736145,5,klonz
4221,cloning,4,4,0,2,6,443,8,57,769,354,3638136,7,klonIN
4222,close,14,10,4,1,4,464,57,11191,58749,13298,107859307,5,kloz
4223,closed,2,1,1,1,5,627,6,2758,22365,3379,41784378,6,klozd
4230,closes,1,1,0,2,6,521,3,357,2569,176,5334950,6,klozIz
4237,closing,3,3,0,2,6,436,6,1333,7717,1926,17658054,7,klozIN
4239,clot,10,6,4,1,4,454,44,92,403,87,531650,5,klat
4240,cloth,3,2,1,1,4,459,19,311,5095,171,9764604,5,kl>T
4242,clothed,1,1,0,1,5,484,5,33,645,71,865645,5,kloDd
4248,clothing,2,2,0,2,6,559,3,553,7901,1020,72457184,5,kloDIN
4250,cloud,9,6,3,1,4,447,26,599,6279,665,11340427,5,kl$d
4252,clouds,4,3,1,1,5,521,7,511,6169,442,8913907,5,kl$dz
4253,cloudy,2,1,1,2,5,422,4,110,860,109,14383882,6,kl$di
4254,clout,5,5,0,1,4,609,25,48,1266,275,639706,5,kl$t
4255,clove,6,4,2,1,4,482,23,26,846,16,699197,5,klov
4257,cloves,5,1,4,1,5,608,12,29,2173,36,916780,5,klovz
4258,clown,7,6,1,1,4,453,27,807,1242,167,3090988,5,kl$n
4259,clowning,3,3,0,2,6,442,6,76,119,32,161140,5,kl$nIN
4260,clowns,4,3,1,1,5,678,17,317,646,82,1126361,5,kl$nz
4261,club,5,3,2,1,4,299,18,5038,22834,2547,132442807,5,kl^b
4262,clubbing,2,2,0,2,6,468,2,34,105,15,1232841,5,kl^bIN
4266,clubs,2,0,2,1,5,494,8,531,5974,703,34884866,5,kl^bz
4267,cluck,12,8,4,1,4,382,45,73,108,7,134048,5,kl^k
4268,clucked,6,5,1,1,5,435,15,2,145,0,19846,5,kl^kt
4269,clucking,5,5,0,2,6,489,8,29,125,6,43171,5,kl^kIN
4270,clucks,7,6,1,1,5,535,30,6,59,0,17793,5,kl^ks
4271,clue,14,10,4,1,3,411,62,898,2883,836,4315669,4,klu
4273,clues,9,7,2,1,4,589,53,320,2776,664,2988525,4,kluz
4274,clump,4,2,2,1,5,379,13,27,586,11,345355,6,kl^mp
4275,clumps,2,0,2,1,6,424,8,4,735,20,362048,6,kl^mps
4277,clung,8,6,2,1,4,442,23,24,1146,37,371586,5,kl^N
4278,clunk,4,2,2,1,5,354,19,32,90,7,72042,6,kl^Nk
4279,cluster,5,1,4,2,6,453,13,67,4106,178,14678600,7,kl^stR
4280,clustered,4,1,3,2,7,492,6,4,863,34,1047713,7,kl^stRd
4281,clusters,2,1,1,2,7,600,5,38,2616,39,5918359,7,kl^stRz
4282,clutch,4,3,1,1,4,688,18,127,1413,95,4249235,5,kl^C
4283,clutched,2,1,1,1,5,429,5,14,1031,14,206251,5,kl^Ct
4284,clutching,2,2,0,2,6,519,3,36,1408,51,415848,6,kl^CIN
4285,clutter,3,0,3,2,5,455,15,48,864,82,3650519,6,kl^tR
4286,cluttered,3,1,2,2,6,474,3,23,662,41,415637,6,kl^tRd
4287,coach,11,10,1,1,3,421,71,2429,23042,1857,24517183,4,koC
4288,coached,3,1,2,1,4,414,15,51,1242,136,821846,4,koCt
4289,coaches,2,2,0,2,5,544,5,89,8019,402,7744876,5,koCIz
4290,coaching,5,5,0,2,5,452,15,168,4479,230,10689595,5,koCIN
4294,coal,30,26,4,1,3,517,182,335,5822,850,11627311,4,kol
4306,coals,21,20,1,1,4,513,112,48,637,35,490751,5,kolz
4307,coarse,16,11,5,1,4,414,85,69,1431,39,2768915,5,k>rs
4310,coast,17,13,4,1,4,508,51,1361,17429,4271,47718553,5,kost
4311,coastal,1,1,0,2,6,459,11,43,5087,419,14155983,7,kost^l
4312,coaster,4,3,1,2,5,429,32,159,1070,256,2503539,6,kostR
4314,coasting,6,5,1,2,6,519,13,16,171,17,152655,6,kostIN
4316,coasts,9,7,2,1,5,472,27,18,697,83,1111154,5,kosts
4317,coat,27,21,6,1,3,333,114,2146,9353,609,12207989,4,kot
4318,coated,2,2,0,2,5,389,6,19,1799,66,6071039,5,kot^d
4319,coating,7,5,2,2,5,361,21,23,1178,63,6098897,6,kotIN
4320,coats,14,9,5,1,4,423,76,300,2221,259,4107452,5,kots
4325,cobb,17,16,1,1,3,420,96,177,2459,93,2494178,4,kab
4332,cock,26,23,3,1,3,419,161,580,722,34,37575461,4,kak
4333,cocked,15,11,4,1,4,389,36,42,1022,33,324819,5,kakt
4336,cockier,1,0,1,3,5,531,8,1,1,0,3376,5,kakiR
4337,cockle,2,2,0,2,5,374,34,4,19,0,129341,6,kak^l
4339,cockney,2,1,1,2,5,413,12,18,112,17,233845,4,kakni
4343,cocky,12,9,3,2,4,391,62,210,472,63,364425,5,kaki
4347,cod,22,19,3,1,3,375,100,114,1378,174,10428610,4,kad
4348,coddled,2,1,1,2,6,464,5,16,90,18,44529,6,kad^ld
4349,code,30,23,7,1,3,374,105,2709,12359,2018,250250908,4,kod
4350,coded,1,1,0,2,5,405,7,76,2130,87,4330605,5,kodId
4351,codes,10,9,1,1,4,532,46,467,3603,252,34511304,4,kodz
4353,coding,6,6,0,2,5,418,18,37,1443,27,11058650,6,kodIN
4359,coerce,3,1,2,2,4,622,14,21,239,41,350982,5,koRs
4360,coerced,3,0,3,2,5,628,8,43,522,117,363285,5,koRst
4361,coercive,1,0,1,3,6,665,3,7,724,73,547838,6,koRsIv
4362,coffee,5,4,1,2,4,404,33,7371,17128,1589,42090859,5,kafi
4364,coffer,3,2,1,2,4,454,28,5,37,4,96057,5,k>fR
4365,coffers,1,1,0,2,5,659,13,9,451,57,361159,5,kafRz
4367,cog,6,6,0,1,3,417,42,27,233,17,1066034,4,k>g
4374,cogs,6,6,0,1,4,495,30,19,124,4,345147,4,kagz
4384,coil,17,12,5,1,3,380,82,82,676,30,5001819,4,k%l
4385,coiled,12,10,2,1,4,448,20,12,560,12,625071,4,k%ld
4387,coils,11,9,2,1,4,559,37,47,498,18,1504484,4,k%lz
4388,coin,13,10,3,1,3,339,87,497,2093,305,10097574,4,k%n
4397,coined,6,5,1,1,4,482,15,24,774,95,781655,4,k%nd
4398,coins,8,7,1,1,4,559,50,219,1694,142,16465583,4,k%nz
4400,cola,6,3,3,2,4,442,86,282,1960,242,4541953,5,kol^
4401,cold,24,20,4,1,4,408,76,6638,33636,4763,40844411,5,kold
4402,colder,6,4,2,2,5,353,32,127,876,107,1159029,6,koldR
4405,colic,6,4,2,2,5,449,39,26,124,26,482850,5,kalIk
4419,collar,13,8,5,2,4,499,94,536,4397,588,7551477,5,kalR
4421,collared,4,3,1,2,5,455,23,8,250,8,404023,6,kalRd
4422,collars,10,8,2,2,5,465,53,63,527,42,2040558,5,kalRz
4423,collate,1,0,1,2,5,485,5,16,23,4,319919,5,k^let
4427,collect,3,2,1,2,6,581,5,1020,5898,878,15943314,7,k^lEkt
4437,collector,2,1,1,2,6,574,12,220,1888,217,12233823,7,klEktR
4438,collectors,1,0,1,2,7,647,6,75,2309,195,6300613,7,klEktRz
4439,collects,3,2,1,2,7,748,4,90,1055,106,2721169,7,k^lEkts
4440,college,2,2,0,2,5,516,17,4344,59669,7430,182550807,6,kalIJ
4446,collie,16,15,1,2,4,441,143,53,236,16,1191722,5,kali
4452,cologne,2,0,2,2,5,417,12,161,626,62,5078538,6,k^lon
4454,colon,1,0,1,2,5,609,78,129,1445,301,5494297,6,kol^n
4455,colonel,3,2,1,2,5,375,32,4909,4579,1493,4118477,6,kRn^l
4456,colonels,3,1,2,2,6,579,6,31,181,39,301544,6,kRn^lz
4467,color,11,7,4,2,4,386,78,2011,44922,2923,112974969,5,k^lR
4468,colored,5,4,1,2,5,392,15,377,7759,365,10189750,5,k^lRd
4471,colors,10,7,3,2,5,433,25,528,10226,799,27913613,5,k^lRz
4473,column,3,1,2,2,5,380,28,559,7464,1245,35987108,6,kal^m
4476,columns,1,0,1,2,6,639,9,141,2720,234,17579029,6,kal^mz
4477,coma,4,3,1,2,4,323,54,626,1026,235,1616513,5,kom^
4478,comb,20,17,3,1,3,469,106,309,1057,103,2329108,4,kom
4481,combed,5,3,2,1,4,493,22,55,604,63,589458,4,komd
4491,come,22,19,3,1,3,376,101,160190,168892,61354,154346337,4,k^m
4497,comes,8,6,2,1,4,437,44,11656,52042,15527,64260622,4,k^mz
4498,comet,4,2,2,2,5,482,14,157,1913,156,3125758,6,kam^t
4499,comets,1,0,1,2,6,678,2,23,682,34,944483,6,kam^ts
4500,comfest,1,0,1,2,7,610,1,0,0,0,4128,5,kamf^st
4508,comic,4,2,2,2,5,393,14,552,3603,656,16697874,6,kamIk
4510,comics,1,0,1,2,6,546,3,221,1155,238,29901705,6,kamIks
4511,coming,9,8,1,2,5,314,19,26878,68719,32442,69892089,6,k^mIN
4512,comings,2,1,1,2,6,421,5,13,203,20,214980,6,k^mINz
4547,commit,3,1,2,2,5,497,17,984,4554,1619,17299863,6,k^mIt
4550,commits,2,1,1,2,6,609,5,66,429,98,4413943,6,k^mIts
4552,committee,3,1,2,3,6,549,8,1123,29490,9260,121347358,7,k^mIti
4553,committees,1,0,1,3,7,629,2,55,3199,663,18497349,7,k^mItiz
4560,common,5,3,2,2,5,367,61,2275,39834,4956,107843433,6,kam^n
4561,commoners,1,0,1,3,7,546,2,35,161,14,124090,7,kam^nRz
4565,commons,2,0,2,2,6,534,15,20,1292,88,15388769,6,kam^nz
4590,comp,3,2,1,1,4,337,34,85,693,65,9684969,5,kamp
4609,compass,1,1,0,2,6,569,3,207,1391,139,4585829,6,k^mp^s
4726,conceal,4,3,1,2,6,604,8,129,1199,166,1122483,7,k^nsil
4728,concealed,4,2,2,2,7,614,7,116,1605,209,2228233,7,k^nsild
4730,concede,5,2,3,2,6,637,6,53,1241,391,731182,7,k^nsid
4732,concedes,2,1,1,2,7,604,3,1,1053,127,402037,7,k^nsidz
4735,conceive,5,3,2,2,6,725,6,117,975,130,1280874,7,k^nsiv
4736,conceived,4,2,2,2,7,627,5,162,2743,213,2818126,7,k^nsivd
4737,conceives,3,2,1,2,7,715,4,4,123,3,104616,7,k^nsivz
4751,concern,3,1,2,2,6,557,7,1332,22352,5288,24611878,7,k^nsRn
4752,concerned,3,2,1,2,7,674,6,2261,22015,7716,25490395,7,k^nsRnd
4754,concerns,2,1,1,2,7,641,2,521,18451,3212,29065609,7,k^nsRnz
4762,conch,2,1,1,1,4,428,29,20,315,22,379190,5,kanC
4810,cone,29,25,4,1,3,509,165,149,1561,125,4434449,4,kon
4811,cones,15,12,3,1,4,678,92,61,810,45,1538958,4,konz
4840,confine,2,0,2,2,6,664,4,50,373,37,580746,7,k^nf#n
4841,confined,3,2,1,2,7,848,5,151,2433,305,3813370,7,k^nf#nd
4844,confines,2,1,1,2,7,614,4,39,946,83,825227,7,k^nf#nz
4877,congealed,1,1,0,2,7,628,2,7,119,7,56716,7,k^nJild
4901,conic,6,5,1,2,5,420,22,3,37,1,224114,6,kanIk
4914,connect,2,1,1,2,6,375,5,492,4960,799,45140204,7,k^nEkt
4920,connects,2,1,1,2,7,589,4,95,1411,156,4272152,7,k^nEkts
4926,connote,2,2,0,2,5,414,7,2,101,11,62602,6,k^not
4930,cons,10,8,2,1,4,539,105,112,958,135,7311777,5,kanz
4955,conserve,2,2,0,2,6,610,4,44,931,88,1607331,7,k^nsRv
4965,consigned,4,3,1,2,7,587,5,12,216,12,345382,7,k^ns#nd
4966,consignee,1,1,0,3,7,708,2,3,7,0,337579,7,k^ns#ni
4976,console,2,1,1,2,6,708,4,114,1580,70,17123841,7,k^nsol
4977,consoles,1,0,1,2,7,617,3,3,254,13,6700036,7,k^nsolz
5200,coo,26,20,6,1,2,237,193,35,347,36,1167246,3,ku
5201,cooing,6,4,2,2,4,448,20,24,161,5,82182,4,kuIN
5202,cook,12,8,4,1,3,354,57,2324,18139,1603,24413307,4,kUk
5204,cooked,9,7,2,1,4,358,17,485,5312,425,5367778,4,kUkt
5205,cookie,8,6,2,2,4,459,28,852,2759,343,11522138,5,kUki
5206,cookies,3,2,1,2,5,489,6,913,3677,389,17557111,5,kUkiz
5207,cooking,4,4,0,2,5,403,10,1307,11100,1060,23831058,6,kUkIN
5208,cookout,2,1,1,2,5,465,4,39,104,15,171601,6,kUk$t
5209,cooks,10,8,2,1,4,435,35,192,1782,189,2470663,5,kUks
5210,cool,25,17,8,1,3,359,138,9990,20803,3155,56494542,4,kul
5211,cooled,12,10,2,1,4,436,24,65,1385,84,2320530,4,kuld
5212,cooler,13,11,2,2,4,391,75,360,2363,280,7113822,5,kulR
5213,coolers,8,5,3,2,5,606,24,38,285,19,2101965,5,kulRz
5216,coolidge,2,2,0,2,5,505,5,31,339,97,704774,6,kulIJ
5217,cooling,11,8,3,2,5,512,24,112,2909,282,13842002,5,kulIN
5218,coolly,10,8,2,2,4,394,92,6,391,14,173471,5,kuli
5219,cools,16,13,3,1,4,494,59,37,414,32,659994,4,kulz
5220,cooper,6,5,1,2,4,442,47,887,5110,1108,12476378,5,kupR
5232,cop,27,21,6,1,3,312,129,4393,5614,1152,5586148,4,kap
5233,cope,22,21,1,1,3,309,86,166,3545,507,5172385,4,kop
5234,copied,2,1,1,2,5,447,5,128,1124,96,7846786,5,kapid
5235,copies,3,2,1,2,5,534,18,494,4614,542,26369992,5,kapiz
5237,coping,6,5,1,2,5,366,17,53,4525,216,3091883,6,kopIN
5238,copings,1,0,1,2,6,522,2,0,0,0,20137,6,kopINz
5240,copped,17,13,4,1,4,442,43,53,71,13,70712,5,kapt
5241,copper,12,11,1,2,4,469,69,336,3384,130,14543941,5,kapR
5245,cops,14,12,2,1,4,499,57,4290,5314,1714,4155366,5,kaps
5246,copy,10,7,3,2,4,377,44,2666,7396,969,79624352,5,kapi
5249,coral,7,4,3,2,5,318,80,121,2371,168,8819801,6,k>r^l
5250,cord,26,21,5,1,4,422,91,358,2925,352,11346519,5,k>rd
5251,cordial,2,0,2,2,6,489,16,62,439,87,585191,7,k>rJ^l
5253,cords,14,9,5,1,5,464,37,86,795,69,2383009,5,k>rdz
5254,core,37,24,13,1,3,409,166,501,13514,1639,51254699,4,k>r
5256,cores,27,20,7,1,4,569,103,33,542,28,1985312,5,k>rz
5258,cork,13,10,3,1,4,410,80,146,802,53,5504784,5,k>rk
5259,corker,5,4,1,2,5,639,25,9,194,111,103476,6,k>rkR
5260,corks,8,5,3,1,5,569,21,11,105,15,207784,6,k>rks
5262,corn,22,16,6,1,4,410,93,725,9077,780,10726347,5,k>rn
5265,corner,7,4,3,2,5,509,46,2679,16905,2017,36421177,6,k>rnR
5267,corners,4,2,2,2,6,501,15,275,4029,364,6087498,6,k>rnRz
5277,corns,8,4,4,1,5,602,44,43,83,7,186351,5,k>rnz
5282,coroner,2,1,1,3,6,396,15,458,803,319,861881,7,k>r^nR
5288,corps,27,20,7,1,4,407,103,555,6385,1513,12150963,5,k>rz
5289,corpse,6,3,3,1,5,394,15,515,1591,106,2667151,6,k>rps
5290,corpses,1,0,1,2,7,534,2,192,857,88,771075,6,k>rps^z
5293,corpus,2,0,2,2,6,474,6,77,1334,200,5137372,7,k>rp^s
5294,correct,1,1,0,2,5,439,4,2292,16441,6930,44468174,6,kREkt
5302,correctly,1,1,0,3,7,748,1,309,3950,754,13281872,6,kREktli
5319,corrode,6,4,2,2,4,485,16,5,71,9,116553,5,kRod
5321,corrosive,1,0,1,3,6,575,2,19,389,42,823545,5,kRosIv
5323,corrupt,3,1,2,2,5,460,3,271,2406,580,3793358,6,kR^pt
5327,corrupts,2,1,1,2,6,619,3,26,90,19,266995,6,kR^pts
5328,corset,1,1,0,2,6,332,6,45,269,10,1173412,6,k>rs^t
5333,cosmic,1,0,1,2,6,512,2,184,2370,99,4195062,6,kazmIk
5340,cost,12,9,3,1,4,431,44,2801,44211,8210,158893271,5,k>st
5341,costing,3,3,0,2,6,506,6,122,1295,377,2535149,6,k>stIN
5343,costs,4,3,1,1,5,493,15,805,28152,4122,101091217,5,k>sts
5347,cot,29,24,5,1,3,389,134,102,583,30,1812593,4,kat
5348,cottage,1,1,0,2,5,413,8,270,2607,157,10524011,5,kat^J
5350,cotton,7,6,1,2,5,435,43,723,6778,350,23279717,6,kat^n
5354,couch,8,6,2,1,3,416,48,1197,5195,561,4581367,4,k$C
5355,couches,1,1,0,2,5,450,4,22,436,35,478444,5,k$CIz
5356,cough,11,10,1,1,3,389,78,448,1877,180,3451640,4,kaf
5357,coughed,6,4,2,1,4,444,26,30,686,18,220787,4,k>ft
5359,could,11,11,0,1,3,419,32,83109,384988,82935,302322314,4,kUd
5361,council,4,1,3,2,6,514,14,863,24475,4431,112896752,7,k$ns^l
5362,councils,6,3,3,2,7,598,11,8,1447,71,5981809,7,k$ns^lz
5363,counsel,4,1,3,2,6,458,14,726,5451,1628,14767437,7,k$ns^l
5364,counseled,6,4,2,2,7,524,12,17,443,82,296169,7,k$ns^ld
5366,counselor,5,2,3,3,7,583,18,506,4975,572,4699959,8,k$ns^lR
5367,counselors,2,0,2,3,8,641,9,73,5647,202,3155221,8,k$ns^lRz
5368,count,5,1,4,1,4,404,22,4588,13641,3448,40348176,5,k$nt
5371,counter,5,2,3,2,5,421,11,709,10227,1342,35350659,6,k$ntR
5380,countered,2,1,1,2,6,514,5,12,946,68,494382,6,k$ntRd
5392,counters,3,2,1,2,6,511,8,42,1247,150,10706788,6,k$ntRz
5395,countess,1,0,1,2,6,511,6,314,596,196,1034368,7,k$nt^s
5396,counties,2,1,1,2,6,496,6,36,4684,866,19178768,6,k$ntiz
5403,counts,6,3,3,1,5,519,20,691,5362,1404,15330277,5,k$nts
5404,county,5,3,2,2,5,476,11,1722,36919,5855,227576453,6,k$nti
5405,coup,26,20,6,1,2,334,193,133,3587,1105,2383036,3,ku
